YYMM,INSPECTION_TIME,PRIMARY_EQUIP,EVENT,EVENT_WAFER,SLOT_ID,ACTUAL_LOT,WAFER_ID,DEFECT_ID,WAFER_X_MM,WAFER_Y_MM,SIZE_D_UM,CLASS,FINEBIN,N_DEFECTS,ADDER_DEFECTS,ADDER_CLUSTERS,CLUSTERS,ADDER_RANDOM_DEFECTS,STATUS,SRCIP,CCMR2,ICCR2,CV,GF,TS,PILOT_STATUS,LAYER,SCAN_TYPE,WAFER_KEY,LOT7,IMAGE_COUNT,N_WAFERS_IN_RUN,FULLPM_RF,MINIPM_RF,SIZE,ELEMENT,ORIGINAL_ELEMENT,EDX_ELEM_NUM,EDX_COL,EDX_VALUE
2605,2026/05/21 8:49:08 AM,AME417_PM5,SS0,1,21,D307THPV1,DV7LT725JKD4,1,-8.698756,-56.754456,0.066,UNCLASSIFIED,UNCLASSIFIED,12,10,0,0,10,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7236628,D307THP,16,1,906,906,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,5.237
2605,2026/05/21 12:45:37 PM,AME401_PM1,SS0,1,22,D307THPV1,3JMAD238SLD6,7,-134.356778,48.38581,0.059,UNCLASSIFIED,UNCLASSIFIED,15,8,0,0,8,BASELINE,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7236634,D307THP,16,1,863,835,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,6.0925
2605,2026/05/21 12:45:37 PM,AME401_PM1,SS0,1,22,D307THPV1,3JMAD238SLD6,7,-134.356778,48.38581,0.059,UNCLASSIFIED,UNCLASSIFIED,15,8,0,0,8,BASELINE,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7236634,D307THP,16,1,863,835,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,6.0925
2605,2026/05/29 7:04:02 PM,AME419_PM6,SS7,6,14,D050TNFZ31,FK6EW651JKC4,2,-50.630054,-78.675504,0.058,UNCLASSIFIED,UNCLASSIFIED,7,2,0,0,2,BASELINE,ON,OFF,ON,ON,ON,OFF,SRCIP,6BARE_L029_PST,POST,7275425,D050TNF,16,10,15,15,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,5.134
2605,2026/05/29 7:04:02 PM,AME419_PM6,SS7,6,14,D050TNFZ31,FK6EW651JKC4,2,-50.630054,-78.675504,0.058,UNCLASSIFIED,UNCLASSIFIED,7,2,0,0,2,BASELINE,ON,OFF,ON,ON,ON,OFF,SRCIP,6BARE_L029_PST,POST,7275425,D050TNF,16,10,15,15,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,5.134
2606,2026/06/03 9:32:15 AM,AME427_PM3,SS0,1,18,D344TD291,FK4EL064JKC3,14,-19.423049,-139.686607,0.054,UNCLASSIFIED,UNCLASSIFIED,20,8,0,0,8,BASELINE,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,7279773,D344TD2,16,1,1143,729,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,5.0105
2605,2026/05/23 8:05:56 AM,AME403_PM2,SS0,1,15,D204TH1B2,HACGB635MMD4,2,99.758126,-95.240507,0.066,UNCLASSIFIED,UNCLASSIFIED,18,13,0,0,13,HIGHFLIER,OFF,OFF,ON,ON,OFF,ON,ICCR2+CV,6BARE_L029_PST,POST,7282409,D204TH1,16,1,843,843,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,5.5314
2604,2026/04/29 5:46:42 PM,AME409_PM3,SS0,1,13,D344TD2X11,FK6EW697JKB6,1,-40.030446,-71.132977,0.074,UNCLASSIFIED,UNCLASSIFIED,10,6,0,0,6,BASELINE,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7327633,D344TD2,16,1,843,843,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,8.6541
2604,2026/04/29 5:46:42 PM,AME409_PM3,SS0,1,13,D344TD2X11,FK6EW697JKB6,2,-50.015185,87.460792,0.05,UNCLASSIFIED,UNCLASSIFIED,10,6,0,0,6,BASELINE,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7327633,D344TD2,16,1,843,843,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,6.6206
2604,2026/04/29 5:46:42 PM,AME409_PM3,SS0,1,13,D344TD2X11,FK6EW697JKB6,3,28.081157,-117.272998,0.059,UNCLASSIFIED,UNCLASSIFIED,10,6,0,0,6,BASELINE,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7327633,D344TD2,16,1,843,843,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,5.2176
2604,2026/04/29 5:46:42 PM,AME409_PM3,SS0,1,13,D344TD2X11,FK6EW697JKB6,5,5.999667,132.472966,0.048,UNCLASSIFIED,UNCLASSIFIED,10,6,0,0,6,BASELINE,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7327633,D344TD2,16,1,843,843,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,3.8728
2604,2026/04/09 5:36:14 AM,AME425_PM4,SS7,3,16,D344TD2X11,FK6EW692JKC5,3,-2.241192,-23.154875,0.058,UNCLASSIFIED,UNCLASSIFIED,21,14,0,0,14,HIGHFLIER,OFF,OFF,ON,ON,ON,ON,ICCR2+CV+GF,6BARE_L029_PST,POST,7340687,D344TD2,16,10,1813,861,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,5.8852
2604,2026/04/30 4:25:30 PM,AME403_PM6,SS7,2,16,D611T3M0,HC2LZ545SEG0,2,30.948264,-59.463271,0.074,UNCLASSIFIED,UNCLASSIFIED,10,5,0,0,5,BASELINE,OFF,OFF,ON,ON,OFF,ON,ICCR2+CV,6BARE_L029_PST,POST,8282672,D611T3M,16,10,378,378,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,6.1746
2604,2026/04/30 4:25:30 PM,AME403_PM6,SS7,2,16,D611T3M0,HC2LZ545SEG0,2,30.948264,-59.463271,0.074,UNCLASSIFIED,UNCLASSIFIED,10,5,0,0,5,BASELINE,OFF,OFF,ON,ON,OFF,ON,ICCR2+CV,6BARE_L029_PST,POST,8282672,D611T3M,16,10,378,378,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,6.1746
2604,2026/04/07 8:33:05 PM,AME411_PM1,SS0,1,22,D611T3M0,HC2LZ546SEC7,2,4.846269,33.306804,0.058,UNCLASSIFIED,UNCLASSIFIED,20,16,0,0,16,HIGHFLIER,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,8288344,D611T3M,16,1,845,845,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,5.9524
2604,2026/04/07 8:33:05 PM,AME411_PM1,SS0,1,22,D611T3M0,HC2LZ546SEC7,3,34.203868,-79.92388,0.048,UNCLASSIFIED,UNCLASSIFIED,20,16,0,0,16,HIGHFLIER,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,8288344,D611T3M,16,1,845,845,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,4.7492
2604,2026/04/07 8:33:05 PM,AME411_PM1,SS0,1,22,D611T3M0,HC2LZ546SEC7,3,34.203868,-79.92388,0.048,UNCLASSIFIED,UNCLASSIFIED,20,16,0,0,16,HIGHFLIER,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,8288344,D611T3M,16,1,845,845,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,4.7492
2604,2026/04/07 8:33:05 PM,AME411_PM1,SS0,1,22,D611T3M0,HC2LZ546SEC7,11,-44.370648,-130.56847,0.049,UNCLASSIFIED,UNCLASSIFIED,20,16,0,0,16,HIGHFLIER,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,8288344,D611T3M,16,1,845,845,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,4.8703
2604,2026/04/07 8:33:05 PM,AME411_PM1,SS0,1,22,D611T3M0,HC2LZ546SEC7,11,-44.370648,-130.56847,0.049,UNCLASSIFIED,UNCLASSIFIED,20,16,0,0,16,HIGHFLIER,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,8288344,D611T3M,16,1,845,845,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,4.8703
2604,2026/04/07 8:33:05 PM,AME411_PM1,SS0,1,22,D611T3M0,HC2LZ546SEC7,13,137.641019,43.514698,0.044,UNCLASSIFIED,UNCLASSIFIED,20,16,0,0,16,HIGHFLIER,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,8288344,D611T3M,16,1,845,845,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,4.228
2604,2026/04/07 8:33:05 PM,AME411_PM1,SS0,1,22,D611T3M0,HC2LZ546SEC7,16,-89.462748,7.7345,0.037,UNCLASSIFIED,UNCLASSIFIED,20,16,0,0,16,HIGHFLIER,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,8288344,D611T3M,16,1,845,845,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,3.6932
2604,2026/04/07 8:33:05 PM,AME411_PM1,SS0,1,22,D611T3M0,HC2LZ546SEC7,16,-89.462748,7.7345,0.037,UNCLASSIFIED,UNCLASSIFIED,20,16,0,0,16,HIGHFLIER,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,8288344,D611T3M,16,1,845,845,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,3.6932
2605,2026/05/27 2:54:22 AM,AME423_PM3,SS0,1,1,D611T3N0,HC2XT450SEB6,3,-25.302327,-77.581856,0.062,UNCLASSIFIED,UNCLASSIFIED,30,19,1,2,14,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,8290510,D611T3N,16,1,901,901,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,6.3217
2605,2026/05/27 2:54:22 AM,AME423_PM3,SS0,1,1,D611T3N0,HC2XT450SEB6,3,-25.302327,-77.581856,0.062,UNCLASSIFIED,UNCLASSIFIED,30,19,1,2,14,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,8290510,D611T3N,16,1,901,901,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,6.3217
2605,2026/05/27 2:54:22 AM,AME423_PM3,SS0,1,1,D611T3N0,HC2XT450SEB6,6,101.181774,-84.040082,0.05,UNCLASSIFIED,UNCLASSIFIED,30,19,1,2,14,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,8290510,D611T3N,16,1,901,901,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,6.2387
2605,2026/05/27 2:54:22 AM,AME423_PM3,SS0,1,1,D611T3N0,HC2XT450SEB6,11,64.48429,32.865036,0.037,UNCLASSIFIED,UNCLASSIFIED,30,19,1,2,14,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,8290510,D611T3N,16,1,901,901,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,4.7959
2605,2026/05/05 5:21:59 PM,AME409_PM3,SS0,1,6,D611T3N0,HC2XT454SEE0,1,-59.778543,49.870471,0.046,UNCLASSIFIED,UNCLASSIFIED,14,7,0,1,7,BASELINE,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,8290814,D611T3N,16,1,900,900,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,4.1604
2605,2026/05/05 5:21:59 PM,AME409_PM3,SS0,1,6,D611T3N0,HC2XT454SEE0,2,-2.03708,78.44909,0.052,UNCLASSIFIED,UNCLASSIFIED,14,7,0,1,7,BASELINE,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,8290814,D611T3N,16,1,900,900,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,4.6885
2604,2026/04/02 12:33:26 PM,AME411_PM4,SS0,1,7,D611T3N0,HC2XT443SEC5,5,137.524471,-24.569324,0.067,UNCLASSIFIED,UNCLASSIFIED,15,10,0,0,10,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,8292302,D611T3N,16,1,896,896,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,10.7598
2604,2026/04/02 12:33:26 PM,AME411_PM4,SS0,1,7,D611T3N0,HC2XT443SEC5,13,15.061021,133.083027,0.05,UNCLASSIFIED,UNCLASSIFIED,15,10,0,0,10,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,8292302,D611T3N,16,1,896,896,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,3.703
2604,2026/04/02 12:33:26 PM,AME411_PM4,SS0,1,7,D611T3N0,HC2XT443SEC5,13,15.061021,133.083027,0.05,UNCLASSIFIED,UNCLASSIFIED,15,10,0,0,10,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,8292302,D611T3N,16,1,896,896,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,3.703
2605,2026/05/28 10:45:01 PM,AME419_PM6,SS1,2,19,D611T3N0,HC2XT435SEG5,12,-14.561238,131.548471,0.115,UNCLASSIFIED,UNCLASSIFIED,25,14,0,0,14,HIGHFLIER,ON,OFF,ON,ON,ON,OFF,SRCIP,6BARE_L029_PST,POST,8294539,D611T3N,16,3,10,10,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,12.2604
2605,2026/05/28 10:45:01 PM,AME419_PM6,SS1,2,19,D611T3N0,HC2XT435SEG5,12,-14.561238,131.548471,0.115,UNCLASSIFIED,UNCLASSIFIED,25,14,0,0,14,HIGHFLIER,ON,OFF,ON,ON,ON,OFF,SRCIP,6BARE_L029_PST,POST,8294539,D611T3N,16,3,10,10,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,12.2604
2604,2026/04/28 11:30:57 AM,AME403_PM3,SS7,2,15,D611T3N0,HC2XT432SEB2,3,-69.908252,-114.21426,0.131,UNCLASSIFIED,UNCLASSIFIED,10,2,0,0,2,BASELINE,ON,OFF,ON,ON,OFF,ON,SRCIP,6BARE_L029_PST,POST,8294563,D611T3N,16,10,1685,29,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,23.61
2605,2026/05/09 8:10:16 PM,AME421_PM1,SS0,1,17,D611T3N0,HC2XT453SEH1,2,-77.660781,-37.418396,0.05,UNCLASSIFIED,UNCLASSIFIED,13,13,0,0,13,HIGHFLIER,OFF,ON,ON,ON,ON,ON,CCMR2+ICCR2+CV+GF,6BARE_L029_PST,POST,8294568,D611T3N,16,1,881,881,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,4.4535
2605,2026/05/09 8:10:16 PM,AME421_PM1,SS0,1,17,D611T3N0,HC2XT453SEH1,3,65.374417,-74.721641,0.047,UNCLASSIFIED,UNCLASSIFIED,13,13,0,0,13,HIGHFLIER,OFF,ON,ON,ON,ON,ON,CCMR2+ICCR2+CV+GF,6BARE_L029_PST,POST,8294568,D611T3N,16,1,881,881,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,6.1297
2605,2026/05/09 8:10:16 PM,AME421_PM1,SS0,1,17,D611T3N0,HC2XT453SEH1,4,-132.960574,3.383647,0.05,UNCLASSIFIED,UNCLASSIFIED,13,13,0,0,13,HIGHFLIER,OFF,ON,ON,ON,ON,ON,CCMR2+ICCR2+CV+GF,6BARE_L029_PST,POST,8294568,D611T3N,16,1,881,881,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,6.1837
2605,2026/05/09 8:10:16 PM,AME421_PM1,SS0,1,17,D611T3N0,HC2XT453SEH1,5,-14.398655,-143.883096,0.046,UNCLASSIFIED,UNCLASSIFIED,13,13,0,0,13,HIGHFLIER,OFF,ON,ON,ON,ON,ON,CCMR2+ICCR2+CV+GF,6BARE_L029_PST,POST,8294568,D611T3N,16,1,881,881,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,4.4235
2605,2026/05/09 8:10:16 PM,AME421_PM1,SS0,1,17,D611T3N0,HC2XT453SEH1,5,-14.398655,-143.883096,0.046,UNCLASSIFIED,UNCLASSIFIED,13,13,0,0,13,HIGHFLIER,OFF,ON,ON,ON,ON,ON,CCMR2+ICCR2+CV+GF,6BARE_L029_PST,POST,8294568,D611T3N,16,1,881,881,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,4.4235
2605,2026/05/09 8:10:16 PM,AME421_PM1,SS0,1,17,D611T3N0,HC2XT453SEH1,6,-33.346963,39.821712,0.038,UNCLASSIFIED,UNCLASSIFIED,13,13,0,0,13,HIGHFLIER,OFF,ON,ON,ON,ON,ON,CCMR2+ICCR2+CV+GF,6BARE_L029_PST,POST,8294568,D611T3N,16,1,881,881,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,4.3986
2605,2026/05/09 8:10:16 PM,AME421_PM1,SS0,1,17,D611T3N0,HC2XT453SEH1,6,-33.346963,39.821712,0.038,UNCLASSIFIED,UNCLASSIFIED,13,13,0,0,13,HIGHFLIER,OFF,ON,ON,ON,ON,ON,CCMR2+ICCR2+CV+GF,6BARE_L029_PST,POST,8294568,D611T3N,16,1,881,881,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,4.3986
2605,2026/05/09 8:10:16 PM,AME421_PM1,SS0,1,17,D611T3N0,HC2XT453SEH1,10,26.474388,-131.330724,0.047,UNCLASSIFIED,UNCLASSIFIED,13,13,0,0,13,HIGHFLIER,OFF,ON,ON,ON,ON,ON,CCMR2+ICCR2+CV+GF,6BARE_L029_PST,POST,8294568,D611T3N,16,1,881,881,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,3.9434
