YYMM,INSPECTION_TIME,PRIMARY_EQUIP,EVENT,EVENT_WAFER,SLOT_ID,ACTUAL_LOT,WAFER_ID,DEFECT_ID,WAFER_X_MM,WAFER_Y_MM,SIZE_D_UM,CLASS,FINEBIN,N_DEFECTS,ADDER_DEFECTS,ADDER_CLUSTERS,CLUSTERS,ADDER_RANDOM_DEFECTS,STATUS,SRCIP,CCMR2,ICCR2,CV,GF,TS,PILOT_STATUS,LAYER,SCAN_TYPE,WAFER_KEY,LOT7,IMAGE_COUNT,N_WAFERS_IN_RUN,FULLPM_RF,MINIPM_RF,SIZE,ELEMENT,ORIGINAL_ELEMENT,EDX_ELEM_NUM,EDX_COL,EDX_VALUE
2604,2026/04/26 11:27:47 AM,AME421_PM6,SS0,1,5,D344TD1N1,5DRGQ383MVD5,9,61.261111,92.10789,0.05,UNCLASSIFIED,UNCLASSIFIED,72,26,0,0,26,HIGHFLIER,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,6983107,D344TD1,16,1,946,946,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,4.7009
2604,2026/04/26 11:27:47 AM,AME421_PM6,SS0,1,5,D344TD1N1,5DRGQ383MVD5,9,61.261111,92.10789,0.05,UNCLASSIFIED,UNCLASSIFIED,72,26,0,0,26,HIGHFLIER,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,6983107,D344TD1,16,1,946,946,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,4.7009
2604,2026/04/26 11:27:47 AM,AME421_PM6,SS0,1,5,D344TD1N1,5DRGQ383MVD5,10,110.87509,-23.15607,0.047,UNCLASSIFIED,UNCLASSIFIED,72,26,0,0,26,HIGHFLIER,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,6983107,D344TD1,16,1,946,946,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,6.1787
2604,2026/04/26 11:27:47 AM,AME421_PM6,SS0,1,5,D344TD1N1,5DRGQ383MVD5,14,-80.34876,97.333424,0.059,UNCLASSIFIED,UNCLASSIFIED,72,26,0,0,26,HIGHFLIER,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,6983107,D344TD1,16,1,946,946,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,5.9335
2604,2026/04/26 11:27:47 AM,AME421_PM6,SS0,1,5,D344TD1N1,5DRGQ383MVD5,15,-39.309857,126.566547,0.048,UNCLASSIFIED,UNCLASSIFIED,72,26,0,0,26,HIGHFLIER,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,6983107,D344TD1,16,1,946,946,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,5.0031
2604,2026/04/26 11:27:47 AM,AME421_PM6,SS0,1,5,D344TD1N1,5DRGQ383MVD5,17,136.337611,2.006622,0.057,UNCLASSIFIED,UNCLASSIFIED,72,26,0,0,26,HIGHFLIER,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,6983107,D344TD1,16,1,946,946,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,6.3834
2604,2026/04/26 11:27:47 AM,AME421_PM6,SS0,1,5,D344TD1N1,5DRGQ383MVD5,17,136.337611,2.006622,0.057,UNCLASSIFIED,UNCLASSIFIED,72,26,0,0,26,HIGHFLIER,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,6983107,D344TD1,16,1,946,946,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,6.3834
2604,2026/04/13 6:10:39 PM,AME411_PM4,SS7,7,7,D344TD1N1,FK4EL070JKE5,1,-68.601265,38.524222,100,UNCLASSIFIED,UNCLASSIFIED,4,2,0,0,2,BASELINE,OFF,OFF,ON,ON,ON,ON,ICCR2+CV+GF,6BARE_L029_PST,POST,6983109,D344TD1,16,10,19,19,LARGE,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,22.1899
2604,2026/04/13 6:10:39 PM,AME411_PM4,SS7,7,7,D344TD1N1,FK4EL070JKE5,1,-68.601265,38.524222,100,UNCLASSIFIED,UNCLASSIFIED,4,2,0,0,2,BASELINE,OFF,OFF,ON,ON,ON,ON,ICCR2+CV+GF,6BARE_L029_PST,POST,6983109,D344TD1,16,10,19,19,LARGE,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,22.1899
2604,2026/04/29 11:13:56 PM,AME403_PM3,SS7,2,13,D307THPV1,AFSQI671MMC6,2,-0.581216,-27.666954,0.122,UNCLASSIFIED,UNCLASSIFIED,6,3,0,0,3,BASELINE,ON,OFF,ON,ON,OFF,ON,SRCIP,6BARE_L029_PST,POST,6983145,D307THP,16,10,1688,32,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,9.9411
2604,2026/04/27 11:13:54 PM,AME403_PM3,SS1,3,12,D344TD1N1,ET2KK415SEF1,3,18.854975,-69.363584,0.094,UNCLASSIFIED,UNCLASSIFIED,9,6,0,0,6,BASELINE,ON,OFF,ON,ON,OFF,ON,SRCIP,6BARE_L029_PST,POST,7016093,D344TD1,16,3,1684,27,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,11.9448
2604,2026/04/27 11:13:54 PM,AME403_PM3,SS1,3,12,D344TD1N1,ET2KK415SEF1,3,18.854975,-69.363584,0.094,UNCLASSIFIED,UNCLASSIFIED,9,6,0,0,6,BASELINE,ON,OFF,ON,ON,OFF,ON,SRCIP,6BARE_L029_PST,POST,7016093,D344TD1,16,3,1684,27,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,11.9448
2604,2026/04/13 8:10:11 PM,AME417_PM1,SS1,2,13,D344TD1N1,FK6EW662JKD7,2,24.719426,-109.880702,100,UNCLASSIFIED,UNCLASSIFIED,7,7,0,0,7,BASELINE,OFF,ON,ON,ON,ON,ON,CCMR2+ICCR2+CV+GF,6BARE_L029_PST,POST,7018133,D344TD1,16,3,362,362,LARGE,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,16.7244
2604,2026/04/08 8:30:42 AM,AME401_PM2,SS7,3,14,D344TD1N1,FK6EW658JKC6,1,122.805957,60.297869,100,UNCLASSIFIED,UNCLASSIFIED,21,5,0,2,5,BASELINE,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7019808,D344TD1,16,10,489,430,LARGE,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,3.3601
2604,2026/04/08 8:30:42 AM,AME401_PM2,SS7,3,14,D344TD1N1,FK6EW658JKC6,2,113.279041,78.446151,100,UNCLASSIFIED,UNCLASSIFIED,21,5,0,2,5,BASELINE,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7019808,D344TD1,16,10,489,430,LARGE,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,3.0867
2604,2026/04/08 8:30:42 AM,AME401_PM2,SS7,3,14,D344TD1N1,FK6EW658JKC6,2,113.279041,78.446151,100,UNCLASSIFIED,UNCLASSIFIED,21,5,0,2,5,BASELINE,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7019808,D344TD1,16,10,489,430,LARGE,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,3.0867
2604,2026/04/08 8:30:42 AM,AME401_PM2,SS7,3,14,D344TD1N1,FK6EW658JKC6,3,121.63393,65.271568,100,UNCLASSIFIED,UNCLASSIFIED,21,5,0,2,5,BASELINE,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7019808,D344TD1,16,10,489,430,LARGE,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,3.9395
2604,2026/04/29 11:13:56 PM,AME403_PM3,SS7,6,18,D307THPV1,FK6EW657JKF7,2,-26.584462,45.541445,0.056,UNCLASSIFIED,UNCLASSIFIED,6,1,0,0,1,BASELINE,ON,OFF,ON,ON,OFF,ON,SRCIP,6BARE_L029_PST,POST,7022668,D307THP,16,10,1688,32,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,3.8628
2604,2026/04/24 1:25:30 AM,AME419_PM5,SS7,4,5,D344TD1N2,FK4EL074JKG7,1,39.900714,-13.605134,100,UNCLASSIFIED,UNCLASSIFIED,23,15,1,1,10,HIGHFLIER,OFF,ON,ON,ON,OFF,ON,CCMR2+ICCR2+CV,6BARE_L029_PST,POST,7041813,D344TD1,16,10,425,425,LARGE,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,20.3265
2604,2026/04/24 1:25:30 AM,AME419_PM5,SS7,4,5,D344TD1N2,FK4EL074JKG7,1,39.900714,-13.605134,100,UNCLASSIFIED,UNCLASSIFIED,23,15,1,1,10,HIGHFLIER,OFF,ON,ON,ON,OFF,ON,CCMR2+ICCR2+CV,6BARE_L029_PST,POST,7041813,D344TD1,16,10,425,425,LARGE,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,20.3265
2604,2026/04/24 1:25:30 AM,AME419_PM5,SS7,4,5,D344TD1N2,FK4EL074JKG7,4,44.100247,-68.580756,100,UNCLASSIFIED,UNCLASSIFIED,23,15,1,1,10,HIGHFLIER,OFF,ON,ON,ON,OFF,ON,CCMR2+ICCR2+CV,6BARE_L029_PST,POST,7041813,D344TD1,16,10,425,425,LARGE,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,4.3739
2604,2026/04/24 1:25:30 AM,AME419_PM5,SS7,3,4,D344TD1N2,FC9QI784MMB6,7,-39.182008,-84.150847,100,UNCLASSIFIED,UNCLASSIFIED,10,8,0,0,8,BASELINE,OFF,ON,ON,ON,OFF,ON,CCMR2+ICCR2+CV,6BARE_L029_PST,POST,7041825,D344TD1,16,10,425,425,LARGE,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,6.4771
2604,2026/04/27 9:23:12 PM,AME403_PM3,SS1,1,21,D344TD1N2,FK6EX177JKE7,2,-9.214458,-11.760135,0.061,UNCLASSIFIED,UNCLASSIFIED,33,16,0,1,16,HIGHFLIER,ON,OFF,ON,ON,OFF,ON,SRCIP,6BARE_L029_PST,POST,7068858,D344TD1,16,3,1683,26,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,4.9622
2604,2026/04/27 9:23:12 PM,AME403_PM3,SS1,2,22,D344TD1N2,FK6EX208JKG2,2,25.176094,15.091234,0.062,UNCLASSIFIED,UNCLASSIFIED,44,18,0,0,18,HIGHFLIER,ON,OFF,ON,ON,OFF,ON,SRCIP,6BARE_L029_PST,POST,7072627,D344TD1,16,3,1683,26,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,3.6846
2604,2026/04/27 9:23:12 PM,AME403_PM3,SS1,3,23,D344TD1N2,HC9MF812MMD3,35,-86.086161,-107.430244,100,UNCLASSIFIED,UNCLASSIFIED,74,7,0,4,7,BASELINE,ON,OFF,ON,ON,OFF,ON,SRCIP,6BARE_L029_PST,POST,7073872,D344TD1,16,3,1683,27,LARGE,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,28.2569
2604,2026/04/27 9:23:12 PM,AME403_PM3,SS1,3,23,D344TD1N2,HC9MF812MMD3,35,-86.086161,-107.430244,100,UNCLASSIFIED,UNCLASSIFIED,74,7,0,4,7,BASELINE,ON,OFF,ON,ON,OFF,ON,SRCIP,6BARE_L029_PST,POST,7073872,D344TD1,16,3,1683,27,LARGE,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,28.2569
2604,2026/04/11 10:31:31 AM,AME411_PM4,SS1,2,12,D317TJX0,CJCGB761MMG1,1,0.922496,5.453389,0.056,UNCLASSIFIED,UNCLASSIFIED,13,11,0,0,11,HIGHFLIER,OFF,OFF,ON,ON,ON,ON,ICCR2+CV+GF,6BARE_L029_PST,POST,7074673,D317TJX,16,3,10,10,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,3.3828
2604,2026/04/11 10:31:31 AM,AME411_PM4,SS1,2,12,D317TJX0,CJCGB761MMG1,1,0.922496,5.453389,0.056,UNCLASSIFIED,UNCLASSIFIED,13,11,0,0,11,HIGHFLIER,OFF,OFF,ON,ON,ON,ON,ICCR2+CV+GF,6BARE_L029_PST,POST,7074673,D317TJX,16,3,10,10,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,3.3828
2604,2026/04/11 10:31:31 AM,AME411_PM4,SS1,2,12,D317TJX0,CJCGB761MMG1,4,19.768227,-21.212727,0.077,UNCLASSIFIED,UNCLASSIFIED,13,11,0,0,11,HIGHFLIER,OFF,OFF,ON,ON,ON,ON,ICCR2+CV+GF,6BARE_L029_PST,POST,7074673,D317TJX,16,3,10,10,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,5.2801
2604,2026/04/09 7:47:25 PM,AME425_PM4,SS7,5,5,D050TNFX21,3FV78103SLC7,1,-5.942859,0.29189,0.057,UNCLASSIFIED,UNCLASSIFIED,2,1,0,0,1,BASELINE,OFF,OFF,ON,ON,ON,ON,ICCR2+CV+GF,6BARE_L029_PST,POST,7107181,D050TNF,16,10,1819,866,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,4.9088
2603,2026/03/25 4:27:31 PM,AME423_PM4,M_GO_E_SEG,2,22,D450TS4T1,DFEWE630MMG2,1,-42.780762,-16.922339,100,UNCLASSIFIED,UNCLASSIFIED,13,1,0,0,1,BASELINE,OFF,OFF,ON,ON,ON,ON,ICCR2+CV+GF,MAMEBARE_L029_PST,POST,7113731,D450TS4,16,21,96,96,LARGE,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,17.0732
2604,2026/04/01 3:37:12 AM,AME421_PM1,SS0,1,4,D050TNFZ31,3JMAD226SLF4,5,-25.590546,18.392078,100,UNCLASSIFIED,UNCLASSIFIED,29,26,0,0,26,HIGHFLIER,OFF,ON,ON,ON,ON,ON,CCMR2+ICCR2+CV+GF,6BARE_L029_PST,POST,7124984,D050TNF,31,1,630,630,LARGE,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,8.0433
2604,2026/04/01 3:37:12 AM,AME421_PM1,SS0,1,4,D050TNFZ31,3JMAD226SLF4,18,-76.886661,-44.091736,100,UNCLASSIFIED,UNCLASSIFIED,29,26,0,0,26,HIGHFLIER,OFF,ON,ON,ON,ON,ON,CCMR2+ICCR2+CV+GF,6BARE_L029_PST,POST,7124984,D050TNF,31,1,630,630,LARGE,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,14.2765
2604,2026/04/01 3:37:12 AM,AME421_PM1,SS0,1,4,D050TNFZ31,3JMAD226SLF4,19,-44.348599,82.293595,100,UNCLASSIFIED,UNCLASSIFIED,29,26,0,0,26,HIGHFLIER,OFF,ON,ON,ON,ON,ON,CCMR2+ICCR2+CV+GF,6BARE_L029_PST,POST,7124984,D050TNF,31,1,630,630,LARGE,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,4.1939
2605,2026/05/05 7:33:27 PM,AME409_PM3,SS1,1,1,D344TD2X11,DFEWE581MME3,1,84.958825,-10.803623,0.049,UNCLASSIFIED,UNCLASSIFIED,58,15,0,2,15,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7125227,D344TD2,16,3,900,900,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,4.2469
2605,2026/05/05 7:33:27 PM,AME409_PM3,SS1,1,1,D344TD2X11,DFEWE581MME3,1,84.958825,-10.803623,0.049,UNCLASSIFIED,UNCLASSIFIED,58,15,0,2,15,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7125227,D344TD2,16,3,900,900,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,4.2469
2605,2026/05/05 7:33:27 PM,AME409_PM3,SS1,1,1,D344TD2X11,DFEWE581MME3,2,-87.494586,-39.75817,0.07,UNCLASSIFIED,UNCLASSIFIED,58,15,0,2,15,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7125227,D344TD2,16,3,900,900,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,8.4497
2605,2026/05/05 7:33:27 PM,AME409_PM3,SS1,1,1,D344TD2X11,DFEWE581MME3,3,-44.637296,85.679455,0.05,UNCLASSIFIED,UNCLASSIFIED,58,15,0,2,15,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7125227,D344TD2,16,3,900,900,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,4.1938
2605,2026/05/05 7:33:27 PM,AME409_PM3,SS1,1,1,D344TD2X11,DFEWE581MME3,9,12.689364,-124.506962,0.071,UNCLASSIFIED,UNCLASSIFIED,58,15,0,2,15,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7125227,D344TD2,16,3,900,900,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,4.4726
2605,2026/05/05 7:33:27 PM,AME409_PM3,SS1,1,1,D344TD2X11,DFEWE581MME3,16,-56.053329,-77.298082,0.034,UNCLASSIFIED,UNCLASSIFIED,58,15,0,2,15,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7125227,D344TD2,16,3,900,900,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,3.607
2605,2026/05/05 7:33:27 PM,AME409_PM3,SS1,1,1,D344TD2X11,DFEWE581MME3,17,108.514271,-73.728632,0.037,UNCLASSIFIED,UNCLASSIFIED,58,15,0,2,15,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7125227,D344TD2,16,3,900,900,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,4.3218
2605,2026/05/05 7:33:27 PM,AME409_PM3,SS1,1,1,D344TD2X11,DFEWE581MME3,17,108.514271,-73.728632,0.037,UNCLASSIFIED,UNCLASSIFIED,58,15,0,2,15,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7125227,D344TD2,16,3,900,900,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,4.3218
2605,2026/05/05 7:33:27 PM,AME409_PM3,SS1,1,1,D344TD2X11,DFEWE581MME3,28,6.623232,-6.84025,0.03,UNCLASSIFIED,UNCLASSIFIED,58,15,0,2,15,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7125227,D344TD2,16,3,900,900,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,4.1693
2605,2026/05/05 7:33:27 PM,AME409_PM3,SS1,2,2,D344TD2X11,ET2KK572SED6,1,29.18995,43.781257,0.05,UNCLASSIFIED,UNCLASSIFIED,11,8,0,0,8,BASELINE,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7129692,D344TD2,16,3,901,901,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,5.5898
2605,2026/05/05 7:33:27 PM,AME409_PM3,SS1,2,2,D344TD2X11,ET2KK572SED6,2,-42.239543,51.460446,0.055,UNCLASSIFIED,UNCLASSIFIED,11,8,0,0,8,BASELINE,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7129692,D344TD2,16,3,901,901,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,4.8234
2605,2026/05/05 7:33:27 PM,AME409_PM3,SS1,2,2,D344TD2X11,ET2KK572SED6,2,-42.239543,51.460446,0.055,UNCLASSIFIED,UNCLASSIFIED,11,8,0,0,8,BASELINE,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7129692,D344TD2,16,3,901,901,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,4.8234
2605,2026/05/05 7:33:27 PM,AME409_PM3,SS1,2,2,D344TD2X11,ET2KK572SED6,3,-25.14997,82.953442,0.043,UNCLASSIFIED,UNCLASSIFIED,11,8,0,0,8,BASELINE,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7129692,D344TD2,16,3,901,901,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,4.944
2604,2026/04/14 2:43:33 PM,AME419_PM3,SS1,1,4,D344TD2X11,FK6EW656JKB5,1,7.674469,3.066608,0.064,UNCLASSIFIED,UNCLASSIFIED,10,7,0,0,7,BASELINE,OFF,OFF,ON,ON,ON,ON,ICCR2+CV+GF,6BARE_L029_PST,POST,7139333,D344TD2,16,3,10,10,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,3.8723
2604,2026/04/11 10:23:19 PM,AME419_PM3,SS1,2,18,D050TNFX21,DV7LT677JKF7,8,-28.425107,-3.950647,0.064,UNCLASSIFIED,UNCLASSIFIED,41,14,0,0,14,HIGHFLIER,OFF,OFF,ON,ON,ON,ON,ICCR2+CV+GF,6BARE_L029_PST,POST,7146731,D050TNF,16,3,2,2,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,5.0994
2604,2026/04/11 10:23:19 PM,AME419_PM3,SS1,2,18,D050TNFX21,DV7LT677JKF7,8,-28.425107,-3.950647,0.064,UNCLASSIFIED,UNCLASSIFIED,41,14,0,0,14,HIGHFLIER,OFF,OFF,ON,ON,ON,ON,ICCR2+CV+GF,6BARE_L029_PST,POST,7146731,D050TNF,16,3,2,2,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,5.0994
2604,2026/04/11 10:23:19 PM,AME419_PM3,SS1,3,19,D050TNFX21,3G28W231SLG0,3,43.68786,10.891184,0.062,UNCLASSIFIED,UNCLASSIFIED,40,12,0,2,12,HIGHFLIER,OFF,OFF,ON,ON,ON,ON,ICCR2+CV+GF,6BARE_L029_PST,POST,7157289,D050TNF,16,3,2,2,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,5.0098
2604,2026/04/11 10:23:19 PM,AME419_PM3,SS1,3,19,D050TNFX21,3G28W231SLG0,3,43.68786,10.891184,0.062,UNCLASSIFIED,UNCLASSIFIED,40,12,0,2,12,HIGHFLIER,OFF,OFF,ON,ON,ON,ON,ICCR2+CV+GF,6BARE_L029_PST,POST,7157289,D050TNF,16,3,2,2,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,5.0098
2604,2026/04/04 10:26:43 AM,AME403_PM3,SS0,1,20,D050TNFX21,DX9TC387SEB0,1,-19.077596,33.617672,0.129,UNCLASSIFIED,UNCLASSIFIED,27,7,0,0,7,BASELINE,OFF,OFF,ON,ON,OFF,OFF,ICCR2+CV,6BARE_L029_PST,POST,7159459,D050TNF,16,1,1651,942,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,4.7419
2604,2026/04/04 10:26:43 AM,AME403_PM3,SS0,1,20,D050TNFX21,DX9TC387SEB0,2,-28.631177,30.617418,100,UNCLASSIFIED,UNCLASSIFIED,27,7,0,0,7,BASELINE,OFF,OFF,ON,ON,OFF,OFF,ICCR2+CV,6BARE_L029_PST,POST,7159459,D050TNF,16,1,1651,942,LARGE,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,2.4246
2605,2026/05/27 5:27:47 AM,AME401_PM1,SS0,1,20,D050TNFX21,DX9TC387SEB0,4,-78.528222,-45.190417,0.082,UNCLASSIFIED,UNCLASSIFIED,18,10,0,0,10,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7159459,D050TNF,16,1,904,876,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,7.8676
2605,2026/05/27 5:27:47 AM,AME401_PM1,SS0,1,20,D050TNFX21,DX9TC387SEB0,6,7.113148,-111.449814,0.064,UNCLASSIFIED,UNCLASSIFIED,18,10,0,0,10,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7159459,D050TNF,16,1,904,876,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,9.0411
2605,2026/05/27 5:27:47 AM,AME401_PM1,SS0,1,20,D050TNFX21,DX9TC387SEB0,8,-81.317367,98.931951,0.058,UNCLASSIFIED,UNCLASSIFIED,18,10,0,0,10,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7159459,D050TNF,16,1,904,876,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,4.7349
2605,2026/05/27 5:27:47 AM,AME401_PM1,SS0,1,20,D050TNFX21,DX9TC387SEB0,9,74.497242,-117.984029,0.058,UNCLASSIFIED,UNCLASSIFIED,18,10,0,0,10,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7159459,D050TNF,16,1,904,876,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,6.25
2604,2026/04/04 10:26:43 AM,AME403_PM3,SS0,1,20,D050TNFX21,DX9TC387SEB0,11,-103.026951,52.994394,100,UNCLASSIFIED,UNCLASSIFIED,27,7,0,0,7,BASELINE,OFF,OFF,ON,ON,OFF,OFF,ICCR2+CV,6BARE_L029_PST,POST,7159459,D050TNF,16,1,1651,942,LARGE,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,23.8046
2605,2026/05/27 5:27:47 AM,AME401_PM1,SS0,1,20,D050TNFX21,DX9TC387SEB0,16,99.186729,-109.605308,0.041,UNCLASSIFIED,UNCLASSIFIED,18,10,0,0,10,HIGHFLIER,OFF,OFF,ON,ON,ON,OFF,ICCR2+CV+GF,6BARE_L029_PST,POST,7159459,D050TNF,16,1,904,876,SMALL,YPO,OSMIUM,76,EDX_ELEM76_OSMIUM,4.7906
2605,2026/05/30 5:42:03 PM,AME419_PM6,SS1,2,21,D344TD1N1,3FV78024SLC2,1,24.129953,-10.792695,0.073,UNCLASSIFIED,UNCLASSIFIED,36,3,1,3,1,BASELINE,ON,OFF,ON,ON,ON,OFF,SRCIP,6BARE_L029_PST,POST,7182202,D344TD1,15,3,16,16,SMALL,YPO,PHOSPHORUS,15,EDX_ELEM15_PHOSPHORUS,5.5145
2605,2026/05/30 5:42:03 PM,AME419_PM6,SS1,2,21,D344TD1N1,3FV78024SLC2,1,24.129953,-10.792695,0.073,UNCLASSIFIED,UNCLASSIFIED,36,3,1,3,1,BASELINE,ON,OFF,ON,ON,ON,OFF,SRCIP,6BARE_L029_PST,POST,7182202,D344TD1,15,3,16,16,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,5.5145
2604,2026/04/26 11:34:58 PM,AME411_PM1,SS0,1,25,D146TL2U11,FK6EW654JKA4,11,-59.198769,109.854397,0.058,UNCLASSIFIED,UNCLASSIFIED,131,6,0,10,6,BASELINE,ON,OFF,ON,ON,ON,ON,SRCIP,6BARE_L029_PST,POST,7208002,D146TL2,16,1,93,93,SMALL,YPO,YTTRIUM,39,EDX_ELEM39_YTTRIUM,3.6183
