LOT,WAFER_ID,PRODUCT,ROUTE,LAYER,DEVICE,SUBENTITY,OPERATION,RECIPE,SUBENTITY_END_TIME,PILOT_STATUS,N_SCAN,SUM_NCDD,STATUS,CLASS,ZERO_NCDD,INSPECT_TIME,INSPECT_TOOL,BEEP_NCDD,STATUS_BEEP,CLASS_BEEP,ZERO_BEEP,SMP_NCDD,STATUS_SMP,CLASS_SMP,ZERO_SMP,STEPPER,RETICLE,SIF_SED,SIF_ETCH,SIF_DEFECT,ENTITY,LOT7,WAFER,SLOT,P_ORDER,CCMR2,ICCR2,GF,CV,SRCIP,FULLPM,FULLPM_RF,MINIPM,MINIPM_RF,CNTR_SS,PL_RECIPE,PT_BTWN,PL_TIME,UPT_12HRS,UNW_12HRS,UP_12HRS,PLSCR,SLD,LNRCAT,LNRTSG,SLVCAT,HUB,LID,SNZZL,RECOAT,RAW_LEAK_RATE,SMOOTH_LEAK_RATE,DP_FAIL_HRS,LB_AR,LB_C4F8_IGI,LB_CF4,LB_CH3F,LB_CH4,LB_CHF3,LB_CL2,LB_CL2_HI,LB_COS,LB_H2,LB_HBr,LB_HBR,LB_HE,LB_N2_HI,LB_N2_LO,LB_NF3,LB_O2,LB_O2_IGI,ADDED_CLUSTERS,ADDED_CLUSTERS_MA3,ADDED_CLUSTERS_MA6,ADDED_CLUSTERS_MA9,ADDED_CLUSTER_AREA,ADDED_CLUSTER_AREA_MA3,ADDED_CLUSTER_AREA_MA6,ADDED_CLUSTER_AREA_MA9,LARGE_ADDERS,LARGE_ADDERS_MA3,LARGE_ADDERS_MA6,LARGE_ADDERS_MA9,TOTAL_ADDERS,TOTAL_ADDERS_MA3,TOTAL_ADDERS_MA6,TOTAL_ADDERS_MA9,MONTW_4HRS,MONTW_12HRS,MONTW_24HRS,MONTW_48HRS,MONTW_72HRS,MONTW_96HRS,8GAB_4HRS,8GAB_12HRS,8GAB_24HRS,8GAB_48HRS,8GAB_72HRS,8GAB_96HRS,8THA_4HRS,8THA_12HRS,8THA_24HRS,8THA_48HRS,8THA_72HRS,8THA_96HRS,8GOB_4HRS,8GOB_12HRS,8GOB_24HRS,8GOB_48HRS,8GOB_72HRS,8GOB_96HRS,8PIL_4HRS,8PIL_12HRS,8PIL_24HRS,8PIL_48HRS,8PIL_72HRS,8PIL_96HRS,8SIF_4HRS,8SIF_12HRS,8SIF_24HRS,8SIF_48HRS,8SIF_72HRS,8SIF_96HRS,8MT5_4HRS,8MT5_12HRS,8MT5_24HRS,8MT5_48HRS,8MT5_72HRS,8MT5_96HRS,0GAB_4HRS,0GAB_12HRS,0GAB_24HRS,0GAB_48HRS,0GAB_72HRS,0GAB_96HRS,0THA_4HRS,0THA_12HRS,0THA_24HRS,0THA_48HRS,0THA_72HRS,0THA_96HRS,0GOB_4HRS,0GOB_12HRS,0GOB_24HRS,0GOB_48HRS,0GOB_72HRS,0GOB_96HRS,0PIL_4HRS,0PIL_12HRS,0PIL_24HRS,0PIL_48HRS,0PIL_72HRS,0PIL_96HRS,0SIF_4HRS,0SIF_12HRS,0SIF_24HRS,0SIF_48HRS,0SIF_72HRS,0SIF_96HRS,ROUTE_STARTS,DP_FAIL_15,DP_FAIL_30,DP_FAIL_60,TOTAL_ADDERS_CLASS,TOTAL_ADDERS_MA3_CLASS,TOTAL_ADDERS_MA6_CLASS,TOTAL_ADDERS_MA9_CLASS,LARGE_ADDERS_CLASS,LARGE_ADDERS_MA3_CLASS,LARGE_ADDERS_MA6_CLASS,LARGE_ADDERS_MA9_CLASS,ADDED_CLUSTERS_CLASS,ADDED_CLUSTERS_MA3_CLASS,ADDED_CLUSTERS_MA6_CLASS,ADDED_CLUSTERS_MA9_CLASS,ADDED_CLUSTER_AREA_CLASS,ADDED_CLUSTER_AREA_MA3_CLASS,ADDED_CLUSTER_AREA_MA6_CLASS,ADDED_CLUSTER_AREA_MA9_CLASS
D5301180,GP6ZQ204JKB2,8PXMCVAG,FL,8M5CL,PXMG,AME423_PM2,263067.0,P_78_GABON_B10_R3,2025-11-25 16:00:38,ICCR2+CV+GF,2,0.0,BSL,ZERO,True,2025-11-25 18:02:22,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY449,8PXMCGMT51NA1,0,0,1,AME423,D530118,204,2.0,2.0,OFF,ON,ON,ON,OFF,7162.0,422.0,6954.0,391.0,171.0,P_78_GABON_B10_R3,0.2915136111,11/25/2025 4:00:38 PM,5.8084294444,98.0,48.403578704,False,False,False,False,False,False,1.0,False,False,0.0775,0.06844,4290.460555555555,0.0,0.0,0.0,0.001,0.002,0.0,0.004,,0.0,0.004,0.0,,0.008,0.001,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037,0.0,0.0,0.333333,0.592593,0.0,0.0,1.0,1.0,1.0,1.0,11.0,44.0,104.0,115.0,115.0,140.0,0.0,0.0,0.0,12.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,46.0,62.0,95.0,95.0,119.0,0.0,9.0,19.0,76.0,109.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2203458-1_2946,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
D5301250N,GN9WV300JKD4,8PXMCVAG,FL,8M6CL,PXMG,AME421_PM6,260463.0,P_78_GABON_R1,2025-11-25 16:00:29,SRCIP,4,0.0,BSL,ZERO,True,2025-11-25 16:49:03,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY449,8PXMCGMT61NA1,0,1,1,AME421,D530125,300,22.0,11.0,ON,ON,ON,ON,ON,968.0,80.0,968.0,80.0,686.0,P_78_GABON_B10_R3,0.0833363889,11/25/2025 4:00:29 PM,2.2469375,38.0,18.724479167,False,False,False,False,False,False,1.0,False,False,0.1077,0.1020399999999999,8605.574722222222,0.001,0.0,0.012,0.007,0.0,0.001,0.128,,0.0,0.002,0.001,,0.005,0.002,0.001,0.0,0.002,0.008,0.0,0.111111,0.055556,0.037037,0.0,0.015,0.0075,0.005,0.0,0.222222,0.611111,0.62963,0.0,0.777778,1.055556,0.925926,0.0,0.0,1.0,1.0,2.0,4.0,10.0,10.0,10.0,10.0,22.0,22.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,38.0,86.0,148.0,293.0,0.0,0.0,24.0,40.0,52.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2203458-1_2946,0,0,0,0,2,2,2,0,1,2,2,0,1,1,1,0,1,1,1
D5301250N,GN9WV304JKF6,8PXMCVAG,FL,8M6CL,PXMG,AME421_PM6,260463.0,P_78_GABON_R1,2025-11-25 15:49:23,SRCIP,4,0.003553,BSL,BSL,False,2025-11-25 16:49:03,BPD450,0.0,BSL,ZERO,True,0.003553,BSL,BSL,False,SNY449,8PXMCGMT61NA1,0,1,1,AME421,D530125,304,14.0,8.0,ON,ON,ON,ON,ON,968.0,80.0,968.0,80.0,686.0,P_78_GABON_B10_R3,0.0833363889,11/25/2025 3:49:23 PM,2.2469375,38.0,18.724479167,False,False,False,False,False,False,1.0,False,False,0.1077,0.1020399999999999,8605.389722222222,0.001,0.0,0.012,0.007,0.0,0.001,0.128,,0.0,0.002,0.001,,0.005,0.002,0.001,0.0,0.002,0.008,0.0,0.111111,0.055556,0.037037,0.0,0.015,0.0075,0.005,0.0,0.222222,0.611111,0.62963,0.0,0.777778,1.055556,0.925926,0.0,0.0,1.0,1.0,2.0,4.0,7.0,7.0,7.0,7.0,19.0,19.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,38.0,86.0,148.0,293.0,0.0,0.0,24.0,40.0,52.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2203458-1_2946,0,0,0,0,2,2,2,0,1,2,2,0,1,1,1,0,1,1,1
D5301100,KHXYA070WFB5,8PXMCVAG,FL,8M5CL,PXMG,AME411_PM1,263067.0,P_78_GABON_B10_R3,2025-11-25 15:38:24,SRCIP,4,0.0,BSL,ZERO,True,2025-11-25 16:39:12,BPD454,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXMCGMT51NA1,0,1,1,AME411,D530110,70,22.0,20.0,OFF,ON,ON,ON,ON,71.0,3.0,71.0,3.0,183.0,P_78_GABON_R1,3.081005,11/25/2025 3:38:24 PM,2.9905808333,50.0,24.921506944,False,False,False,False,False,False,1.0,False,False,0.1426,0.1426,114.82333333333334,0.0,0.003,0.007,0.007,0.0,0.0,0.039,,0.016,0.002,0.001,,0.003,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666667,0.222222,0.111111,0.185185,1.3333333333,0.555556,0.611111,0.851852,0.0,0.0,0.0,22.0,112.0,112.0,0.0,25.0,25.0,25.0,25.0,25.0,0.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2203458-1_2946,1,1,1,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0
D5301100,KHXBU048WFE7,8PXMCVAG,FL,8M5CL,PXMG,AME411_PM1,263067.0,P_78_GABON_B10_R3,2025-11-25 15:34:45,SRCIP,4,0.0,BSL,ZERO,True,2025-11-25 16:39:12,BPD454,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXMCGMT51NA1,0,1,1,AME411,D530110,48,21.0,19.0,OFF,ON,ON,ON,ON,71.0,3.0,71.0,3.0,183.0,P_78_GABON_R1,3.081005,11/25/2025 3:34:45 PM,2.9905808333,50.0,24.921506944,False,False,False,False,False,False,1.0,False,False,0.1426,0.1426,114.7625,0.0,0.003,0.007,0.007,0.0,0.0,0.039,,0.016,0.002,0.001,,0.003,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666667,0.222222,0.111111,0.185185,1.3333333333,0.555556,0.611111,0.851852,0.0,0.0,0.0,22.0,112.0,112.0,0.0,25.0,25.0,25.0,25.0,25.0,0.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2203458-1_2946,1,1,1,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0
D5301250N,GN9WV299JKC0,8PXMCVAG,FL,8M6CL,PXMG,AME421_PM6,260463.0,P_78_GABON_R1,2025-11-25 15:23:20,SRCIP,4,0.0,BSL,ZERO,True,2025-11-25 16:49:03,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY449,8PXMCGMT61NA1,0,1,1,AME421,D530125,299,1.0,1.0,ON,ON,ON,ON,ON,968.0,80.0,968.0,80.0,686.0,P_78_GABON_B10_R3,0.0833363889,11/25/2025 3:23:20 PM,2.2469375,38.0,18.724479167,False,False,False,False,False,False,1.0,False,False,0.1077,0.1020399999999999,8604.955555555556,0.001,0.0,0.012,0.007,0.0,0.001,0.128,,0.0,0.002,0.001,,0.005,0.002,0.001,0.0,0.002,0.008,0.0,0.111111,0.055556,0.037037,0.0,0.015,0.0075,0.005,0.0,0.222222,0.611111,0.62963,0.0,0.777778,1.055556,0.925926,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,38.0,88.0,148.0,293.0,0.0,0.0,24.0,40.0,52.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2203458-1_2946,0,0,0,0,2,2,2,0,1,2,2,0,1,1,1,0,1,1,1
D5306400Q,GP3CE137JKA7,8PXMCVAG,FL,8M5CL,PXMG,AME421_PM6,263067.0,P_78_GABON_B10_R3,2025-11-25 15:11:57,SRCIP,4,0.004356,BSL,BSL,False,2025-11-25 17:27:43,BPD450,0.0,BSL,ZERO,True,0.004356,BSL,BSL,False,SNY511,8PXMCGMT51NA2,0,1,1,AME421,D530640,137,22.0,12.0,ON,ON,ON,ON,ON,955.0,79.0,955.0,79.0,673.0,P_78_GABON_B10_R3,0.3034455556,11/25/2025 3:11:57 PM,1.4750202778,25.0,12.291835648,False,False,False,False,False,False,1.0,False,False,0.1077,0.1020399999999999,8604.765833333333,0.001,0.0,0.012,0.007,0.0,0.001,0.128,,0.0,0.002,0.001,,0.005,0.002,0.001,0.0,0.002,0.008,0.0,0.111111,0.055556,0.037037,0.0,0.015,0.0075,0.005,0.0,0.222222,0.611111,0.62963,0.0,0.777778,1.055556,0.925926,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,89.0,146.0,291.0,0.0,0.0,24.0,40.0,52.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2203458-1_2946,0,0,0,0,2,2,2,0,1,2,2,0,1,1,1,0,1,1,1
D5306400Q,GP3CE136JKE0,8PXMCVAG,FL,8M5CL,PXMG,AME421_PM6,263067.0,P_78_GABON_B10_R3,2025-11-25 15:00:53,SRCIP,4,0.0,BSL,ZERO,True,2025-11-25 17:27:43,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY511,8PXMCGMT51NA2,0,1,1,AME421,D530640,136,16.0,9.0,ON,ON,ON,ON,ON,955.0,79.0,955.0,79.0,673.0,P_78_GABON_B10_R3,0.3034455556,11/25/2025 3:00:53 PM,1.4750202778,25.0,12.291835648,False,False,False,False,False,False,1.0,False,False,0.1077,0.1020399999999999,8604.58138888889,0.001,0.0,0.012,0.007,0.0,0.001,0.128,,0.0,0.002,0.001,,0.005,0.002,0.001,0.0,0.002,0.008,0.0,0.111111,0.055556,0.037037,0.0,0.015,0.0075,0.005,0.0,0.222222,0.611111,0.62963,0.0,0.777778,1.055556,0.925926,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,33.0,89.0,143.0,288.0,0.0,0.0,24.0,40.0,52.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2203458-1_2946,0,0,0,0,2,2,2,0,1,2,2,0,1,1,1,0,1,1,1
D5301100,KHXYA183WFD2,8PXMCVAG,FL,8M5CL,PXMG,AME411_PM1,263067.0,P_78_GABON_B10_R3,2025-11-25 14:59:09,SRCIP,4,0.0,BSL,ZERO,True,2025-11-25 16:39:12,BPD454,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXMCGMT51NA1,0,1,1,AME411,D530110,183,10.0,10.0,OFF,ON,ON,ON,ON,71.0,3.0,71.0,3.0,183.0,P_78_GABON_R1,3.081005,11/25/2025 2:59:09 PM,2.9905808333,50.0,24.921506944,False,False,False,False,False,False,1.0,False,False,0.1426,0.1426,114.16916666666667,0.0,0.003,0.007,0.007,0.0,0.0,0.039,,0.016,0.002,0.001,,0.003,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666667,0.222222,0.111111,0.185185,1.3333333333,0.555556,0.611111,0.851852,0.0,0.0,0.0,22.0,112.0,112.0,6.0,25.0,25.0,25.0,25.0,25.0,0.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2203458-1_2946,1,1,1,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0
D5306400Q,GP3CE133JKG0,8PXMCVAG,FL,8M5CL,PXMG,AME421_PM6,263067.0,P_78_GABON_B10_R3,2025-11-25 14:53:34,SRCIP,4,0.0,BSL,ZERO,True,2025-11-25 17:27:43,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY511,8PXMCGMT51NA2,0,1,1,AME421,D530640,133,14.0,7.0,ON,ON,ON,ON,ON,955.0,79.0,955.0,79.0,673.0,P_78_GABON_B10_R3,0.3034455556,11/25/2025 2:53:34 PM,1.4750202778,25.0,12.291835648,False,False,False,False,False,False,1.0,False,False,0.1077,0.1020399999999999,8604.459444444445,0.001,0.0,0.012,0.007,0.0,0.001,0.128,,0.0,0.002,0.001,,0.005,0.002,0.001,0.0,0.002,0.008,0.0,0.111111,0.055556,0.037037,0.0,0.015,0.0075,0.005,0.0,0.222222,0.611111,0.62963,0.0,0.777778,1.055556,0.925926,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,90.0,141.0,286.0,0.0,0.0,24.0,40.0,52.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2203458-1_2946,0,0,0,0,2,2,2,0,1,2,2,0,1,1,1,0,1,1,1
D5301100,KHXYA071WFF7,8PXMCVAG,FL,8M5CL,PXMG,AME411_PM1,263067.0,P_78_GABON_B10_R3,2025-11-25 14:51:43,SRCIP,4,0.003692,BSL,BSL,False,2025-11-25 16:39:12,BPD454,0.0,BSL,ZERO,True,0.003692,BSL,BSL,False,SNY510,8PXMCGMT51NA1,0,1,1,AME411,D530110,71,8.0,8.0,OFF,ON,ON,ON,ON,71.0,3.0,71.0,3.0,183.0,P_78_GABON_R1,3.081005,11/25/2025 2:51:43 PM,2.9905808333,50.0,24.921506944,False,False,False,False,False,False,1.0,False,False,0.1426,0.1426,114.04527777777778,0.0,0.003,0.007,0.007,0.0,0.0,0.039,,0.016,0.002,0.001,,0.003,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666667,0.222222,0.111111,0.185185,1.3333333333,0.555556,0.611111,0.851852,0.0,0.0,0.0,22.0,112.0,112.0,8.0,25.0,25.0,25.0,25.0,25.0,0.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2203458-1_2946,1,1,1,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0
D5306400Q,GP3CE132JKB6,8PXMCVAG,FL,8M5CL,PXMG,AME421_PM6,263067.0,P_78_GABON_B10_R3,2025-11-25 14:39:17,SRCIP,4,0.003659,BSL,BSL,False,2025-11-25 17:27:43,BPD450,0.0,BSL,ZERO,True,0.003659,BSL,BSL,False,SNY511,8PXMCGMT51NA2,0,1,1,AME421,D530640,132,5.0,3.0,ON,ON,ON,ON,ON,955.0,79.0,955.0,79.0,673.0,P_78_GABON_B10_R3,0.3034455556,11/25/2025 2:39:17 PM,1.4750202778,25.0,12.291835648,False,False,False,False,False,False,1.0,False,False,0.1077,0.1020399999999999,8604.22138888889,0.001,0.0,0.012,0.007,0.0,0.001,0.128,,0.0,0.002,0.001,,0.005,0.002,0.001,0.0,0.002,0.008,0.0,0.111111,0.055556,0.037037,0.0,0.015,0.0075,0.005,0.0,0.222222,0.611111,0.62963,0.0,0.777778,1.055556,0.925926,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,89.0,137.0,282.0,0.0,0.0,24.0,40.0,52.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2203458-1_2946,0,0,0,0,2,2,2,0,1,2,2,0,1,1,1,0,1,1,1
D5262640,KHUHN626WFG5,8PONCVDB,FL,8M6CL,PNCB,AME411_PM1,260463.0,P_78_GABON_R1,2025-11-25 11:11:03,SRCIP,5,0.0,BSL,ZERO,True,2025-11-25 12:37:05,BPD432,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXSCBMT60NA1,0,1,1,AME411,D526264,626,23.0,23.0,OFF,ON,ON,ON,ON,50.0,2.0,50.0,2.0,162.0,P_78_THAR_R4,0.0353880556,11/25/2025 11:11:03 AM,1.4875947222,25.0,12.396622685,False,False,False,False,False,False,1.0,False,False,0.1426,0.1426,110.3675,0.0,0.003,0.007,0.007,0.0,0.0,0.039,,0.016,0.002,0.001,,0.003,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666667,0.222222,0.111111,0.185185,1.3333333333,0.555556,0.611111,0.851852,0.0,0.0,22.0,22.0,112.0,112.0,22.0,22.0,22.0,22.0,22.0,22.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL78.3388C_SNIP_DLP2177706-1_1799,1,1,1,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0
D5262640,KHUHN509WFD7,8PONCVDB,FL,8M6CL,PNCB,AME411_PM1,260463.0,P_78_GABON_R1,2025-11-25 10:38:09,SRCIP,5,0.010827,BSL,BSL,False,2025-11-25 12:37:05,BPD432,0.003609,BSL,BSL,False,0.007218,BSL,BSL,False,SNY510,8PXSCBMT60NA1,0,1,1,AME411,D526264,509,14.0,14.0,OFF,ON,ON,ON,ON,50.0,2.0,50.0,2.0,162.0,P_78_THAR_R4,0.0353880556,11/25/2025 10:38:09 AM,1.4875947222,25.0,12.396622685,False,False,False,False,False,False,1.0,False,False,0.1426,0.1426,109.81916666666666,0.0,0.003,0.007,0.007,0.0,0.0,0.039,,0.016,0.002,0.001,,0.003,0.003,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666667,0.222222,0.111111,0.185185,1.3333333333,0.555556,0.611111,0.851852,0.0,0.0,22.0,22.0,112.0,112.0,13.0,13.0,13.0,13.0,13.0,13.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL78.3388C_SNIP_DLP2177706-1_1799,1,1,1,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0
