LOT,WAFER,WAFER_ID,DEFECT@WAFER@CLASS_EDI@BEEP,DEFECT@WAFER@CLASS_EDI@BLOCKED_HM_ETCH,DEFECT@WAFER@CLASS_EDI@BLOCKED_TRENCH,DEFECT@WAFER@CLASS_EDI@BLURRY_IMAGE,DEFECT@WAFER@CLASS_EDI@BROKEN_PATTERN,DEFECT@WAFER@CLASS_EDI@DENT,DEFECT@WAFER@CLASS_EDI@DOME,DEFECT@WAFER@CLASS_EDI@FALLEN_LINES,DEFECT@WAFER@CLASS_EDI@ILD_HOLE_TEAROUT,DEFECT@WAFER@CLASS_EDI@LARGE_PARTICLE,DEFECT@WAFER@CLASS_EDI@MINI,DEFECT@WAFER@CLASS_EDI@NVD_FALSE,DEFECT@WAFER@CLASS_EDI@OTHER_UNKNOWN,DEFECT@WAFER@CLASS_EDI@PATTERN,DEFECT@WAFER@CLASS_EDI@RESIDUE,DEFECT@WAFER@CLASS_EDI@ROUNDMOUND_BEEP,DEFECT@WAFER@CLASS_EDI@SCRATCH,DEFECT@WAFER@CLASS_EDI@SIZE_SMALL,DEFECT@WAFER@CLASS_EDI@SMALL_PARTICLE,DEFECT@WAFER@CLASS_EDI@WAFER_TOTAL,ACTUAL_LOT@DEFECT,DEVICE@DEFECT,INSPECTION_TIME@DEFECT,INSPECTION_TOOL@DEFECT,LAYER,LAYER@DEFECT,LOAD_DATE@DEFECT,RECIPE@DEFECT,SITE@DEFECT,WAFER_ID_ORDER@DEFECT,WAFER_KEY@DEFECT
D512EGN,332,GG5YN332JKE4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4209998945,0,3.4209998945,D512EGN0,X78D,10/09/2025 7:48:19 PM,BPD444,8M5CL,8M5CL,01/15/2026 5:15:09 PM,8M5CL,D1D,1,6438034
D512EGN,333,GG5YN333JKB3,0.8702687205,0,0,0,0,0,0,5.8797698377,0,0,0,0,0,0,0,1.8330630969,0,4.4844066992,0,13.067510332,D512EGN0,X78D,10/09/2025 7:48:19 PM,BPD444,8M5CL,8M5CL,01/15/2026 5:15:04 PM,8M5CL,D1D,2,6438082
D512EGN,334,GG5YN334JKF5,0,0,0,0,0,0,0,2.1970131052,0,0,0,0,0,0,0,0,1.4380781299,6.2894967567,0,9.9245860141,D512EGN0,X78D,10/09/2025 7:48:19 PM,BPD444,8M5CL,8M5CL,01/15/2026 5:15:14 PM,8M5CL,D1D,3,6438071
D512EGN,335,GG5YN335JKC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6590473177,0,0.6590473177,D512EGN0,X78D,10/09/2025 7:48:19 PM,BPD444,8M5CL,8M5CL,01/15/2026 5:15:04 PM,8M5CL,D1D,4,6438081
D513858,86,GH0QF086JKD1,0,0,0,0,0,0,0.2292170192,1.1460872951,5.362330573,0,0,0,0,0,0,2.6467685487,0,4.3285767052,0,13.712980141,D5138580,PXMG,10/09/2025 8:11:54 PM,BPD444,8M5CL,8M5CL,02/17/2026 1:09:22 PM,8M5CL,D1D,1,6463823
D513858,110,GH0QF110JKE2,0,0,0,0,0,0,0.4593071246,0.8030875695,0,0,0,0,0,0,0,1.8127227056,0,0,0,3.0751152005,D5138580,PXMG,10/09/2025 8:11:54 PM,BPD444,8M5CL,8M5CL,02/17/2026 1:09:23 PM,8M5CL,D1D,2,6463730
D513986,551,GH2YF551JKG4,2.2168504329,0,0,0,0,0,0,3.3554165112,0,0,0,0,0,0,0,0,0,4.6708383711,0.7103424007,10.953447716,D5139860,PNCB,11/14/2025 11:46:35 PM,BPD446,8M5CL,8M5CL,02/16/2026 3:03:07 PM,8M5CL,D1D,1,6470180
D513986,553,GH2YF553JKA2,0,0,0,0,0,0,0,49.400611468,0,0,0,0,0,0,0,0,0,0,0,49.400611468,D5139860,PNCB,11/14/2025 11:46:35 PM,BPD446,8M5CL,8M5CL,02/16/2026 3:03:14 PM,8M5CL,D1D,2,6470266
D513ENQ,727,MC4UH727WAF4,0,0,0,0,0,0,0.1828426235,0,0,0,0,0,0,0,0,3.7503845926,0.6545172325,4.3292646274,0,8.9170110533,D513ENQ0,X78D,10/28/2025 9:48:23 PM,BPD442,8M5CL,8M5CL,01/17/2026 12:40:35 AM,8M5CL,D1D,1,6481724
D513ENQ,750,MC4UH750WAE0,0,0,0,0,0,0,0,0,0.7196630102,0,0,0,0,0,0,2.4918257568,1.6216643814,0,0,4.8331531484,D513ENQ0,X78D,10/28/2025 9:48:23 PM,BPD442,8M5CL,8M5CL,01/16/2026 4:24:35 PM,8M5CL,D1D,2,6481730
D513ENQ,851,MC4UH851WAA0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2457240029,0,2.31184031,0,3.1423645028,D513ENQ0,X78D,10/28/2025 9:48:23 PM,BPD442,8M5CL,8M5CL,01/17/2026 5:19:47 AM,8M5CL,D1D,3,6481702
D513ENQ,869,MC4UH869WAB5,0,0,0,0,0,0,0,0.9364680759,0,0,0,0,0,0,0,0,0,0,0,0.9364680759,D513ENQ0,X78D,10/28/2025 9:48:23 PM,BPD442,8M5CL,8M5CL,01/17/2026 1:26:21 AM,8M5CL,D1D,4,6481673
D510E76,14,A1JC9014SLE7,0,0,0,0,0,0,0,0,0.8321906972,0,0,0,0,0,0,0,0,6.5219544352,0,7.3541451324,D510E760,X78D,10/26/2025 2:14:27 AM,BPD448,8M5CL,8M5CL,01/15/2026 4:59:40 PM,8M5CL,D1D,1,6363890
D510E76,15,A1JC9015SLB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2457240029,0,1.5820694837,0,2.8277934866,D510E760,X78D,10/26/2025 2:14:27 AM,BPD448,8M5CL,8M5CL,01/15/2026 4:59:38 PM,8M5CL,D1D,2,6363859
D510E76,276,A1HZE276SLF1,0.6536098513,0,0,0,0,0,0.3761470309,1.3974040186,0,0,0,0,0,0,0,0,0,1.8893497521,0,4.3165086752,D510E760,X78D,10/26/2025 2:14:27 AM,BPD448,8M5CL,8M5CL,01/15/2026 4:59:52 PM,8M5CL,D1D,3,6363900
D510E76,281,A1HZE281SLD1,0,0,0,0,0,0,0.7357068001,1.1995630079,1.3332707176,0,0,0,0,0,0,0,0,0.6590473177,0,3.9275898207,D510E760,X78D,10/26/2025 2:14:27 AM,BPD448,8M5CL,8M5CL,01/15/2026 4:59:46 PM,8M5CL,D1D,4,6363918
D511EAM,682,MC4EK682WAC1,0,0,0,0,0,0,0,1.5902416675,1.0721376964,0,0,0,0,0,0,0,0,1.1191461871,0,3.7815255511,D511EAM0,X78D,11/05/2025 7:06:01 AM,BPD448,8M5CL,8M5CL,01/16/2026 10:22:26 AM,8M5CL,D1D,1,6404862
D511EAM,699,MC4EK699WAG7,0,0,0,0,0,0,0,3.9546793744,0,0,0,0,0,0,0,0,0,0,0,3.9546793744,D511EAM0,X78D,11/05/2025 7:06:01 AM,BPD448,8M5CL,8M5CL,01/16/2026 10:22:22 AM,8M5CL,D1D,2,6404908
D510979,71,A15DX071SLB6,1.2156143652,0,0,0,0,0,0.3576388858,1.6961238663,1.29227099,0,0,0,0,0,0,3.4071223324,0,0,4.7531730266,12.721943466,D5109790,PNCB,12/18/2025 8:13:42 AM,BPD446,8M5CL,8M5CL,06/07/2026 7:42:24 PM,8M5CL,D1D,1,6361579
D510979,79,A0XYP079SLG2,0,0,0,0,0,0,0.3736841915,2.9821004392,1.8264724459,0,0,0,0,0,0,1.6623167902,1.4988032035,0,0,8.3433770703,D5109790,PNCB,12/18/2025 8:13:42 AM,BPD446,8M5CL,8M5CL,03/07/2026 2:34:38 PM,8M5CL,D1D,2,6361593
D511302,629,GM9ZG629JKH0,0,0,0,0,0,0,0.2161632494,0,7.704081751,2.1982411314,0,0,0,0,0,2.7928784075,0,20.014088691,0,31.239863577,D511302A,PNCB,01/26/2026 1:12:23 PM,BPD444,8M5CL,8M5CL,02/16/2026 12:17:14 PM,8M5CL,D1D,1,7824156
D511302,630,GM9ZG630JKC6,0,0,0,0,0,0,0.8479998602,0,3.1559656695,0,0,0,0,0,0,11.285915088,1.3745154846,21.375521548,0,35.914015667,D511302A,PNCB,01/26/2026 1:12:23 PM,BPD444,8M5CL,8M5CL,02/16/2026 12:18:14 PM,8M5CL,D1D,2,7823270
D511302,631,GM9ZG631JKH0,2.1326880208,0,0,0,0,0,0.8167225424,2.3696821307,5.8166041837,0,0,0,0,0,0,16.474107289,0,10.560726177,0.5128655011,37.183790055,D511302A,PNCB,01/26/2026 1:12:23 PM,BPD444,8M5CL,8M5CL,02/16/2026 12:17:18 PM,8M5CL,D1D,3,7823491
D511302,632,GM9ZG632JKD7,1.2720433539,0,0,0,0,0,0.4696173581,1.9814855762,3.3995646259,0,0,0,0,0,0,18.068989572,0,7.6042583139,0,31.257130047,D511302A,PNCB,01/26/2026 1:12:23 PM,BPD444,8M5CL,8M5CL,02/16/2026 12:18:26 PM,8M5CL,D1D,4,7823594
D511302,633,GM9ZG633JKA6,2.0439883208,0,0,0,0,0,0.7383708553,0,2.2650248743,0,0,0,0,0,0,11.652708005,0,8.0084224843,2.6294568507,26.400139642,D511302A,PNCB,01/26/2026 1:12:23 PM,BPD444,8M5CL,8M5CL,02/16/2026 12:18:10 PM,8M5CL,D1D,5,7824079
D511302,634,GM9ZG634JKF0,0,0,0,0,0,0,0.2225014406,1.0414072144,5.7693758224,0,0,0,0,0,0,18.599882803,1.3738460932,6.323425745,0,33.196093334,D511302A,PNCB,01/26/2026 1:12:23 PM,BPD444,8M5CL,8M5CL,02/16/2026 12:17:09 PM,8M5CL,D1D,6,7823677
D511302,635,GM9ZG635JKB7,0,0,0,0,0,0,0,1.0837783256,3.7061146304,0,0,0,0,0,0,4.7812635479,1.4627617271,0.778328953,0.7103424007,12.522587444,D511302A,PNCB,01/26/2026 1:12:23 PM,BPD444,8M5CL,8M5CL,02/16/2026 12:18:04 PM,8M5CL,D1D,7,7823773
D511302,636,GM9ZG636JKG1,0,0,0,0,0,0,0.5444383126,0,1.2935191291,0,0,0,0,0,0,0,0,5.8179672606,0,7.6559247022,D511302A,PNCB,01/26/2026 1:12:23 PM,BPD444,8M5CL,8M5CL,02/16/2026 12:16:16 PM,8M5CL,D1D,8,7823108
D511302,641,GM9ZG641JKE1,0,0,0,0,0,0,0.5017684076,1.9053420687,8.2060042552,0,0,0,0,0,0,19.96907965,0,38.937809289,0,67.323609558,D511302A,PNCB,01/26/2026 1:12:23 PM,BPD444,8M5CL,8M5CL,02/16/2026 12:18:38 PM,8M5CL,D1D,9,7823188
D511302,642,GM9ZG642JKB0,0,0,0,0,0,0,0.0804587174,0,3.8506579061,0,0,0,0,0,0,2.4292892758,0.6842731068,15.375634964,0,22.42031397,D511302A,PNCB,01/26/2026 1:12:23 PM,BPD444,8M5CL,8M5CL,02/16/2026 12:16:45 PM,8M5CL,D1D,10,7824764
D511302,643,GM9ZG643JKF2,1.5302924103,0,3.6379911034,0,0,0,0.7416561087,0,1.7841108697,2.9252559253,0,0,0,0,0,4.3635141569,0,2.2078293627,0.9806984188,17.109160672,D511302A,PNCB,01/26/2026 1:12:23 PM,BPD444,8M5CL,8M5CL,02/16/2026 12:17:04 PM,8M5CL,D1D,11,7824422
D511302,644,GM9ZG644JKC1,0,0,0,0,0,0,0.2151275103,0,6.4268583992,0,0,0,0,0,1.0311708391,23.432165962,0,23.205767176,0,49.255676272,D511302A,PNCB,01/26/2026 1:12:23 PM,BPD444,8M5CL,8M5CL,02/16/2026 12:18:20 PM,8M5CL,D1D,12,7823928
D511303,561,GM9ZG561JKG5,0,0,0,0,0,0,0.2949237205,1.025170262,3.1279464257,0,0,0,0,0,0,0,0,7.3564227586,0,11.321282658,D511303A,PNCB,05/08/2026 9:15:18 AM,BPD442,8M5CL,8M5CL,05/10/2026 7:40:11 AM,8M5CL,D1D,1,8422572
D511303,652,GM9ZG652JKF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7310178748,0.4400982613,1.1711161361,D511303A,PNCB,05/08/2026 9:15:18 AM,BPD442,8M5CL,8M5CL,05/10/2026 7:40:21 AM,8M5CL,D1D,2,8422482
D511303,654,GM9ZG654JKG5,0,0,0,0,0,0,0.8631961068,0,1.2831063744,0,0,0,0,0,0,0,0,1.5878388257,0,3.734141307,D511303A,PNCB,05/08/2026 9:15:18 AM,BPD442,8M5CL,8M5CL,05/10/2026 7:41:14 AM,8M5CL,D1D,3,8422532
D511303,656,GM9ZG656JKA3,0,0,0,0,0,0,0,0,0.5395506931,0,0,0,0,0,0,0,0,2.3188567005,0,2.8584073936,D511303A,PNCB,05/08/2026 9:15:18 AM,BPD442,8M5CL,8M5CL,05/10/2026 7:41:27 AM,8M5CL,D1D,4,8422776
D511303,657,GM9ZG657JKE5,0,0,0,0,0,0,0.557315942,1.3215536194,1.1564541222,0,0,0,0,0,0,0,0,3.0930991977,1.3866594219,7.5150823032,D511303A,PNCB,05/08/2026 9:15:18 AM,BPD442,8M5CL,8M5CL,05/10/2026 7:39:59 AM,8M5CL,D1D,5,8422667
D511303,658,GM9ZG658JKB4,0,0,0,0,0,0,0.2928321603,1.0178998896,1.2831063744,0,0,0,0,0,0,0,0,1.9112717343,0,4.5051101587,D511303A,PNCB,05/08/2026 9:15:18 AM,BPD442,8M5CL,8M5CL,05/10/2026 7:40:15 AM,8M5CL,D1D,6,8422758
D511303,659,GM9ZG659JKF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7052058483,0,0,1.0767540901,1.7819599384,D511303A,PNCB,05/08/2026 9:15:18 AM,BPD442,8M5CL,8M5CL,05/10/2026 7:40:03 AM,8M5CL,D1D,7,8422752
D511303,660,GM9ZG660JKB4,0,0,0,0,0,0,0.6723664407,0,0,0,0,0,0,0,0,2.6728903574,0,0.7945569285,0,4.1398137265,D511303A,PNCB,05/08/2026 9:15:18 AM,BPD442,8M5CL,8M5CL,05/10/2026 7:41:28 AM,8M5CL,D1D,8,8422552
D511303,661,GM9ZG661JKF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7905030912,0,6.7905030912,D511303A,PNCB,05/08/2026 9:15:18 AM,BPD442,8M5CL,8M5CL,05/10/2026 7:41:19 AM,8M5CL,D1D,9,8422841
D511303,663,GM9ZG663JKG7,0,0,0,0,0,0,0.2003084241,0,1.488376002,0,0,0,0,0,0,0,0,9.1793937879,0,10.868076074,D511303A,PNCB,05/08/2026 9:15:18 AM,BPD442,8M5CL,8M5CL,05/10/2026 7:41:35 AM,8M5CL,D1D,10,8422795
D511303,665,GM9ZG665JKA5,0.602232953,0,0,0,0,0,1.9758134282,2.2502037802,3.3179346598,0,0,0,0,0,0,3.3064972697,0,0.8089342448,0.48700724,12.516258784,D511303A,PNCB,05/08/2026 9:15:18 AM,BPD442,8M5CL,8M5CL,05/10/2026 7:40:33 AM,8M5CL,D1D,11,8422562
D511303,666,GM9ZG666JKE7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4400982613,0.4400982613,D511303A,PNCB,05/08/2026 9:15:18 AM,BPD442,8M5CL,8M5CL,05/10/2026 7:41:40 AM,8M5CL,D1D,12,8422618
D524896,3,KHUHH003WFC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2459338161,0.6513967169,2.4827082246,0.8176949385,12.78999908,D5248960,PYZB,09/28/2025 11:08:22 AM,BPD434,8M5CL,8M5CL,05/23/2026 12:04:31 PM,8M5CL,D1D,1,6864005
D524896,32,KHUHH032WFE4,0,0,0,0,0,0,0.2389794174,0,0,0,0,0,0,0,0,3.627052942,2.0857975902,14.510210781,0,20.462043021,D5248960,PYZB,09/28/2025 11:08:22 AM,BPD434,8M5CL,8M5CL,05/23/2026 12:56:55 PM,8M5CL,D1D,2,6864026
D524896,33,KHUHH033WFB3,0,0,0,0,0,0,0,0,2.765187364,0,0,0,0,0,0,2.5329995546,0,14.496604667,0,19.319179817,D5248960,PYZB,09/28/2025 11:08:22 AM,BPD434,8M5CL,8M5CL,05/23/2026 12:19:16 PM,8M5CL,D1D,3,6863842
D524896,34,KHUHH034WFF5,0,0,0,0,0,0,0.3035752567,2.2461628865,0,0,0,0,0,0,0,0,0,6.7186038574,0,9.2683420005,D5248960,PYZB,09/28/2025 11:08:22 AM,BPD434,8M5CL,8M5CL,05/23/2026 12:28:00 PM,8M5CL,D1D,4,6863869
D524896,45,KHUHH045WFH0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0998947198,0,0,1.0675670325,16.974424125,0,19.141885877,D5248960,PYZB,09/28/2025 11:08:22 AM,BPD434,8M5CL,8M5CL,05/23/2026 12:20:52 PM,8M5CL,D1D,5,6863876
D524896,56,KHUHH056WFB0,0,0,0,0,0,0,0.3895923678,0,0,0,0,0,0,0,0,0,3.0839303924,1.7109539569,0,5.1844767171,D5248960,PYZB,09/28/2025 11:08:22 AM,BPD434,8M5CL,8M5CL,05/23/2026 12:20:06 PM,8M5CL,D1D,6,6864021
D524163,17,KHT9M017WFB2,0,0,0,0,0,0,0.2785700985,1.3211412233,0.7634485632,0,0,0,0,1.1997834913,0,0,0,12.952801806,0,16.515747401,D5241630,PXMG,09/28/2025 6:25:25 PM,BPD458,8M5CL,8M5CL,02/15/2026 7:33:18 PM,8M5CL,D1D,1,6855591
D524163,57,KHT9M057WFE4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3687589414,0,17.098671429,0,21.227860659,D5241630,PXMG,09/28/2025 6:25:25 PM,BPD458,8M5CL,8M5CL,02/15/2026 7:30:35 PM,8M5CL,D1D,2,6855514
D527275,1,GN5DG001JKG5,0,0,0,0,0,0,0,6.2869540121,0,0,0,0,0,0,0,0,0,0,0,6.2869540121,D5272750,PNCB,09/28/2025 11:37:46 PM,BPD444,8M5CL,8M5CL,02/15/2026 1:23:38 PM,8M5CL,D1D,1,6956163
D527275,2,GN5DG002JKD4,0,0,0,0,0,0,0,0,1.2831063744,0,0,0,0,0,0,1.0223624987,0,2.7045536316,0.4400982613,5.450120766,D5272750,PNCB,09/28/2025 11:37:46 PM,BPD444,8M5CL,8M5CL,02/15/2026 1:18:47 PM,8M5CL,D1D,2,6956139
D527275,253,GP0DX253JKD7,0,0,0,0,0,0,0,3.7705034558,2.5263277187,0,0,0,0,0,0,3.3246335803,0,3.7154139306,0,13.336880826,D5272750,PNCB,09/28/2025 11:37:46 PM,BPD444,8M5CL,8M5CL,02/15/2026 1:13:04 PM,8M5CL,D1D,3,6956123
D527275,421,GN8XE421JKD2,0.7052700552,0,0,0,0,0,0.5562843511,1.025170262,0,0,0,0,0,0,0,0,0,3.0050415667,0,5.2917683751,D5272750,PNCB,09/28/2025 11:37:46 PM,BPD444,8M5CL,8M5CL,02/15/2026 1:06:59 PM,8M5CL,D1D,4,6956078
D527276,84,A1KJT084SLD0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7627561028,0,4.476290204,0,6.2390463068,D5272760,PNCB,10/09/2025 8:15:46 AM,BPD432,8M5CL,8M5CL,02/15/2026 1:07:20 PM,8M5CL,D1D,1,6956098
D527276,85,A1KJT085SLH2,0,0,0,0,0,0,0.3376213128,0,0,0,0,0,0,0,0,0,0,4.1776437257,0.8131847419,5.3284497804,D5272760,PNCB,10/09/2025 8:15:46 AM,BPD432,8M5CL,8M5CL,02/15/2026 1:03:07 PM,8M5CL,D1D,2,6956122
D527276,95,A1KJT095SLE3,0.7536520989,0,0,0,0,0,0,1.4096026895,0,0,0,0,0,0,0.470848502,2.8315673487,0.9329263407,6.0861511948,0,12.364163325,D5272760,PNCB,10/09/2025 8:15:46 AM,BPD432,8M5CL,8M5CL,02/15/2026 12:59:59 PM,8M5CL,D1D,3,6956077
D523809,14,KHQYU014WFA6,0,0,0,0,0,0,0,4.2049303887,0,0,0,0,0,0,0,0,2.8384020881,2.5673148062,0,8.4115964615,D5238090,PYZB,10/09/2025 11:32:33 AM,BPD444,8M5CL,8M5CL,05/23/2026 1:52:53 AM,8M5CL,D1D,1,6817921
D523809,20,KHQYU020WFD0,0,0,0,0,0,0,0.562812717,4.1479917095,0.6338223438,0,0,0,0,0,0,0,0,1.4049904174,2.4926345969,9.2422517846,D5238090,PYZB,10/09/2025 11:32:33 AM,BPD444,8M5CL,8M5CL,05/23/2026 1:57:38 AM,8M5CL,D1D,2,6817812
D523809,23,KHQYU023WFB0,0,0,0,0,0,0,0.7958042535,1.2553895677,3.6988159198,0,0,0,0,0,0,6.0531316131,0,3.6475788939,0.8698616315,16.320584169,D5238090,PYZB,10/09/2025 11:32:33 AM,BPD444,8M5CL,8M5CL,05/23/2026 1:33:34 AM,8M5CL,D1D,3,6817911
D523809,28,KHQYU028WFA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7602727169,0,0,0.9484436951,6.708716412,D5238090,PYZB,10/09/2025 11:32:33 AM,BPD444,8M5CL,8M5CL,05/23/2026 2:29:33 AM,8M5CL,D1D,4,6817865
D523621,412,KHQYW412WFE2,0.5442258074,0,0,0,0,0,0.2146302481,0,2.5084113355,0,0,0,0,0,0,1.6069642934,0,0.7945569285,0,5.6687886129,D5236210,PNCB,10/09/2025 11:04:07 AM,BPD444,8M5CL,8M5CL,02/15/2026 10:14:39 PM,8M5CL,D1D,1,6807476
D523621,442,KHQYW442WFD0,0,0,0,0,0,0,0.3710340725,1.0178998896,0,0,0,0,0,0,0,0,0,1.1167148058,0,1.9707413134,D5236210,PNCB,10/09/2025 11:04:07 AM,BPD444,8M5CL,8M5CL,02/15/2026 10:14:20 PM,8M5CL,D1D,2,6807597
D523621,526,KHQYT526WFB5,0,0,0,0,0,0,0,0,1.1123775748,0,0,0,0,0,0,0,0,3.0142417041,0,4.1266192788,D5236210,PNCB,10/09/2025 11:04:07 AM,BPD444,8M5CL,8M5CL,02/15/2026 10:14:15 PM,8M5CL,D1D,3,6807484
D523621,534,KHQYT534WFF0,0,0,0,0,0,0,0.2146302481,0,0,0,0,0,0,0,0,0,0,0,0,0.2146302481,D5236210,PNCB,10/09/2025 11:04:07 AM,BPD444,8M5CL,8M5CL,02/15/2026 10:13:41 PM,8M5CL,D1D,4,6807567
D523640,572,KHQZA572WFD0,0.7295303384,0,0,0,0,0,0.6613161705,0,1.2831063744,0,0,0,0,0,0,2.35073248,0,9.7869268093,0,14.811612173,D5236400,PNCB,10/16/2025 6:38:03 PM,BPD432,8M5CL,8M5CL,02/15/2026 9:56:42 PM,8M5CL,D1D,1,6812225
D523640,582,KHQZA582WFA1,2.1819459778,0,0,0,0,0,0.2069184346,0,3.2538901889,0.5903904362,0,0,0,0,0,0.926348401,0.7433283008,5.5271879005,3.4702013532,16.11446028,D5236400,PNCB,10/16/2025 6:38:03 PM,BPD432,8M5CL,8M5CL,02/15/2026 9:55:51 PM,8M5CL,D1D,2,6812158
D523640,584,KHQZA584WFB2,0,0,0,0,0,0,0.7008421369,1.0155623325,0.588214383,0,0,0,0,0,0,1.0223624987,0,6.4231820593,0,9.7501634104,D5236400,PNCB,10/16/2025 6:38:03 PM,BPD432,8M5CL,8M5CL,02/15/2026 9:55:18 PM,8M5CL,D1D,3,6812137
D523640,599,KHQZA599WFE7,0,0,0,0,0,0,0.5984083617,0.5742237605,0,0,0,0,0,0,0,1.0296647454,0,1.4724783721,0,3.616779282,D5236400,PNCB,10/16/2025 6:38:03 PM,BPD432,8M5CL,8M5CL,02/15/2026 9:55:07 PM,8M5CL,D1D,4,6812112
D525177,64,KHU9N064WFF7,0,0,0,0.397597222,0,0,0.2161135344,1.334003494,0,0,0,0,0,0,0,0,0,3.1222347197,0,5.0699489701,D5251770,PNCB,10/16/2025 6:20:49 AM,BPD444,8M5CL,8M5CL,02/15/2026 6:28:10 PM,8M5CL,D1D,1,6879487
D525177,65,KHU9N065WFC6,0,0,0,0,0,0,0.197973433,2.6396700292,2.6215636818,0,0,0,0,0,0,5.9888049648,0,1.6091277894,0,10.193561126,D5251770,PNCB,10/16/2025 6:20:49 AM,BPD444,8M5CL,8M5CL,02/15/2026 6:25:49 PM,8M5CL,D1D,2,6879565
D525216,322,MC79B322WAD0,0,0,0,0,0,0,0,4.4908014015,0.7934682267,0,0,0,0,0,0,0,3.3826328784,7.803745726,1.037228619,16.389369844,D5252160,PXMG,10/18/2025 9:07:26 PM,BPD432,8M5CL,8M5CL,02/15/2026 5:14:24 PM,8M5CL,D1D,1,6889668
D525216,325,MC79B325WAB0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0618556941,0,5.0618556941,D5252160,PXMG,10/18/2025 9:07:26 PM,BPD432,8M5CL,8M5CL,02/15/2026 5:13:54 PM,8M5CL,D1D,2,6889666
D525216,339,MC79B339WAA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8251322081,0,1.8334498147,0,4.6585820228,D5252160,PXMG,10/18/2025 9:07:26 PM,BPD432,8M5CL,8M5CL,02/15/2026 5:13:34 PM,8M5CL,D1D,3,6889785
D525216,343,MC79B343WAB4,0,0,0,0,0,0,0,1.7381976292,0.6438280948,0,0,0,0,0,0,1.806581026,0,2.5380976646,0,6.7267021958,D5252160,PXMG,10/18/2025 9:07:26 PM,BPD432,8M5CL,8M5CL,02/15/2026 5:13:38 PM,8M5CL,D1D,4,6889727
D525218,85,A17UP085SLB2,0,0,0,0.2125429902,0,0,0,1.5253839543,0,0,0,0,0,0,0,0,1.554482564,13.276312228,0,16.568721736,D5252180,PXMG,10/18/2025 1:23:52 PM,BPD448,8M5CL,8M5CL,02/15/2026 5:07:31 PM,8M5CL,D1D,1,6890059
D525218,99,A17UP099SLA5,0,0,0,0,0,0,0,0.8404938717,0.6761083595,0,0,0,0,0,0,2.3502579852,0,2.9133909649,0.8106941442,7.5909475443,D5252180,PXMG,10/18/2025 1:23:52 PM,BPD448,8M5CL,8M5CL,02/15/2026 5:07:04 PM,8M5CL,D1D,2,6890006
D525218,100,A17UP100SLC1,0,0,0,0,0,0,1.7461790215,0,0,0,0,0,0,0,0,0,0,1.5130562061,0,3.2592352276,D5252180,PXMG,10/18/2025 1:23:52 PM,BPD448,8M5CL,8M5CL,02/15/2026 5:06:46 PM,8M5CL,D1D,3,6890077
D525218,109,A17UP109SLD4,1.0073088904,0,0,0,0,0,0,1.009656304,0,0,0,0,0,0,0,0,1.2790142464,0.7632422215,1.9477164939,6.0069359375,D5252180,PXMG,10/18/2025 1:23:52 PM,BPD448,8M5CL,8M5CL,02/15/2026 5:06:25 PM,8M5CL,D1D,4,6890067
D525195,336,MC79B336WAC3,0,0,0,0,0,0,0.2035799779,0,0,0,0,0,0,0,0,0,0,2.7045536316,0,2.9081336095,D5251950Q,PNCB,10/23/2025 4:08:59 AM,BPD446,8M5CL,8M5CL,02/15/2026 5:59:21 PM,8M5CL,D1D,1,7534924
D525195,341,MC79B341WAA3,0,0,0,0,0,0,0.2191766935,0.7577955846,0,0,0,0,0,0,0,0,2.5727771345,2.9148158825,0,6.4645652951,D5251950Q,PNCB,10/23/2025 4:08:59 AM,BPD446,8M5CL,8M5CL,02/15/2026 5:58:56 PM,8M5CL,D1D,2,7534904
D525195,357,MC79B357WAA7,0,0,0,0,0,0,0.3822451123,0,0,0,0,0,0,0,0,0,0,2.7238709654,0,3.1061160777,D5251950Q,PNCB,10/23/2025 4:08:59 AM,BPD446,8M5CL,8M5CL,02/15/2026 5:57:43 PM,8M5CL,D1D,3,7534798
D525195,366,MC79B366WAB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.865227628,0,11.865227628,D5251950Q,PNCB,10/23/2025 4:08:59 AM,BPD446,8M5CL,8M5CL,02/15/2026 5:56:55 PM,8M5CL,D1D,4,7534926
