LOT,WAFER,WAFER_ID,DEFECT@WAFER@CLASS_EDI@BEEP,DEFECT@WAFER@CLASS_EDI@BLOCKED_HM_ETCH,DEFECT@WAFER@CLASS_EDI@BLOCKED_TRENCH,DEFECT@WAFER@CLASS_EDI@BLURRY_IMAGE,DEFECT@WAFER@CLASS_EDI@BROKEN_PATTERN,DEFECT@WAFER@CLASS_EDI@DENT,DEFECT@WAFER@CLASS_EDI@DOME,DEFECT@WAFER@CLASS_EDI@FALLEN_LINES,DEFECT@WAFER@CLASS_EDI@ILD_HOLE_TEAROUT,DEFECT@WAFER@CLASS_EDI@LARGE_PARTICLE,DEFECT@WAFER@CLASS_EDI@MINI,DEFECT@WAFER@CLASS_EDI@NVD_FALSE,DEFECT@WAFER@CLASS_EDI@OTHER_UNKNOWN,DEFECT@WAFER@CLASS_EDI@PATTERN,DEFECT@WAFER@CLASS_EDI@RESIDUE,DEFECT@WAFER@CLASS_EDI@ROUNDMOUND_BEEP,DEFECT@WAFER@CLASS_EDI@SCRATCH,DEFECT@WAFER@CLASS_EDI@SIZE_SMALL,DEFECT@WAFER@CLASS_EDI@SMALL_PARTICLE,DEFECT@WAFER@CLASS_EDI@WAFER_TOTAL,ACTUAL_LOT@DEFECT,DEVICE@DEFECT,INSPECTION_TIME@DEFECT,INSPECTION_TOOL@DEFECT,LAYER,LAYER@DEFECT,LOAD_DATE@DEFECT,RECIPE@DEFECT,SITE@DEFECT,WAFER_ID_ORDER@DEFECT,WAFER_KEY@DEFECT
D521920,34,KHQMU034WFD2,0,0,0,0,0,0,0.0906823424,0,0,0,0,0,0,0,0,0,2.4895897503,4.7756377736,0,7.3559098663,D5219200,PNCB,08/24/2025 6:03:58 PM,BPD432,8M5CL,8M5CL,02/16/2026 1:03:39 AM,8M5CL,D1D,1,6752124
D521920,87,KHQMU087WFB5,0,0,0,0,0,0,0.2952147918,0.7842167263,5.2934291938,0,0,0,0,0,0,4.4805333829,0,12.84982222,0,22.489386902,D5219200,PNCB,08/24/2025 6:03:58 PM,BPD432,8M5CL,8M5CL,02/16/2026 1:02:43 AM,8M5CL,D1D,2,6752021
D521920,154,KHQMU154WFE0,0,0,0,0,0,0,0,1.1761376338,1.4825722518,0,0,0,0,0,0,6.1005481702,0,1.6893164321,0,10.448572363,D5219200,PNCB,08/24/2025 6:03:58 PM,BPD432,8M5CL,8M5CL,02/16/2026 1:01:52 AM,8M5CL,D1D,3,6752035
D521920,563,KHQ9E563WFB1,0,0,0,0,0,0,0.3181280962,1.7226991046,2.7879002321,0,0,0,0,0,0,5.3320089832,44.791666319,6.16011541,0,59.702579439,D5219200,PNCB,08/24/2025 6:03:58 PM,BPD432,8M5CL,8M5CL,02/16/2026 1:02:01 AM,8M5CL,D1D,4,6752017
D521920,565,KHQ9E565WFC2,0,0,0,0,0,0,0.1802309247,0,1.9920513547,0,0,0,0,0,0,0,10.510704717,1.2205005107,0,13.903487507,D5219200,PNCB,08/24/2025 6:03:58 PM,BPD432,8M5CL,8M5CL,02/16/2026 1:01:24 AM,8M5CL,D1D,5,6752032
D521920,576,KHQ9E576WFD5,0,0,0,0,0,0,1.4242119497,1.1741039591,0.8663326835,0,0,0,0,0,0,2.650179927,0.9021589345,4.8970483673,1.092714469,13.006752415,D5219200,PNCB,08/24/2025 6:03:58 PM,BPD432,8M5CL,8M5CL,02/16/2026 1:01:27 AM,8M5CL,D1D,6,6752094
D521920,612,KHQ9E612WFD0,1.2585683994,0,0,0,0,0,0.2328079426,0,1.4673165037,0,0,0,0,0,0,1.9698700421,0,4.4675668657,0,9.3961297536,D5219200,PNCB,08/24/2025 6:03:58 PM,BPD432,8M5CL,8M5CL,02/16/2026 1:01:22 AM,8M5CL,D1D,7,6752089
D521920,636,KHQ9E636WFG7,0,0,0,0,0,0,0,1.1658948834,0,0,0,0,0,0,0,5.0690373228,0,21.577992249,0,26.069174817,D5219200,PNCB,08/24/2025 6:03:58 PM,BPD432,8M5CL,8M5CL,02/16/2026 1:01:03 AM,8M5CL,D1D,8,6752070
D521920,672,KHQ9E672WFA4,0,0,0,0,0,0,0.4292604963,1.0178998896,1.2831063744,0,0,0,0,0,0,1.6505278586,0,4.2936674885,0,8.6744621074,D5219200,PNCB,08/24/2025 6:03:58 PM,BPD432,8M5CL,8M5CL,02/16/2026 1:00:45 AM,8M5CL,D1D,9,6752028
D521920,677,KHQ9E677WFH0,0,0,0,0,0,0,0.6074101699,2.3340879624,0.6458187409,0,0,0,0,0,0,5.1749503308,0,4.3926170071,2.2039405644,15.117353304,D5219200,PNCB,08/24/2025 6:03:58 PM,BPD432,8M5CL,8M5CL,02/16/2026 1:00:46 AM,8M5CL,D1D,10,6752100
D521920,780,KHQ9E780WFD0,0,0,0,0,0,0,0.3386440305,0,0,0,0,0,0,0,0,7.7116690653,0,0,0,8.0503130958,D5219200,PNCB,08/24/2025 6:03:58 PM,BPD432,8M5CL,8M5CL,02/16/2026 1:00:47 AM,8M5CL,D1D,11,6752048
D522961,332,MC7BP332WAC7,0,0,0,0,0,0,1.2229482785,0,0,0,0,0,0,0,0,0.914159103,0,1.9087747982,0,4.0458821797,D5229610,PNCB,08/28/2025 9:55:37 PM,BPD458,8M5CL,8M5CL,02/15/2026 10:59:05 PM,8M5CL,D1D,1,6788274
D522961,333,MC7BP333WAH1,0,0,4.6526785179,0,0,0,0.1909920021,0,0,0,0,0,0,0,0,1.9116386259,0,7.3807507552,0,12.535537977,D5229610,PNCB,08/28/2025 9:55:37 PM,BPD458,8M5CL,8M5CL,02/15/2026 10:58:01 PM,8M5CL,D1D,2,6788219
D522961,334,MC7BP334WAE0,0,0,0,0,0,0,0.1649040322,0,1.2831063744,0,0,0,0,0,0,0,0,8.2073756863,0,9.6553860929,D5229610,PNCB,08/28/2025 9:55:37 PM,BPD458,8M5CL,8M5CL,02/15/2026 10:57:07 PM,8M5CL,D1D,3,6788259
D522961,348,MC7BP348WAD3,0,0,0,0,0,0,0.6596543798,0,0,0,0,0,0,0,0,0,0.9655577348,13.080098584,0,14.705308573,D5229610,PNCB,08/28/2025 9:55:37 PM,BPD458,8M5CL,8M5CL,02/15/2026 10:56:44 PM,8M5CL,D1D,4,6788250
D522961,360,MC7BP360WAA4,0,0,0,0,0,0,0,3.4494948468,0,0,0,0,0,0,0,4.2173398721,1.1834286871,2.9641372289,0,11.81439851,D5229610,PNCB,08/28/2025 9:55:37 PM,BPD458,8M5CL,8M5CL,02/15/2026 10:56:39 PM,8M5CL,D1D,5,6788221
D522961,364,MC7BP364WAC6,0,0,0,0,0,0,0.5473241331,1.2978627353,0,0,0,0,0,0,0,1.3035536244,0,2.9566336704,0,6.1053741632,D5229610,PNCB,08/28/2025 9:55:37 PM,BPD458,8M5CL,8M5CL,02/15/2026 10:56:17 PM,8M5CL,D1D,6,6788253
D522961,399,MC7BP399WAA5,1.0400975101,0,0,0,0,0,0,1.0896461429,3.4879761726,0,0,0,0,0,0,3.1544067025,0,13.710529356,1.1306634445,22.413454522,D5229610,PNCB,08/28/2025 9:55:37 PM,BPD458,8M5CL,8M5CL,02/15/2026 10:56:16 PM,8M5CL,D1D,7,6788256
D522961,400,MC7BP400WAC1,0,0,0,0,0,0,0.267913801,0.9127671939,2.2030031177,0,0,0,0,0,0,5.3967585862,0,3.3364378324,0,12.116882656,D5229610,PNCB,08/28/2025 9:55:37 PM,BPD458,8M5CL,8M5CL,02/15/2026 10:56:20 PM,8M5CL,D1D,8,6788271
D522961,431,MC7BP431WAF1,0,0,0,0,0,0,0,64.853556403,0,0,0,0,0,0,0,0,0,0,0,64.853556403,D5229610,PNCB,08/28/2025 9:55:37 PM,BPD458,8M5CL,8M5CL,02/15/2026 10:56:37 PM,8M5CL,D1D,9,6788251
D522961,463,MC7BP463WAF0,0,0,1.169849823,0,0,0,0.2949237205,0,1.8264724459,0,0,0,0,0,0,1.6623167902,0,5.4490260689,0,10.402588848,D5229610,PNCB,08/28/2025 9:55:37 PM,BPD458,8M5CL,8M5CL,02/15/2026 10:56:15 PM,8M5CL,D1D,10,6788216
D522881,57,A17UP057SLD5,0,0,0,0,0,0,0,0,0.6307154159,0,0,0,0,0,0,5.3304947688,6.2941479791,2.471340595,0,14.726698759,D5228810,PXMG,09/05/2025 5:11:55 PM,BPD448,8M5CL,8M5CL,02/15/2026 11:13:53 PM,8M5CL,D1D,1,6787491
D522881,64,A17UP064SLC6,0,0,0,0,0,0,0.5521951405,0,1.9366239754,0,0,0,0,0,0,1.7081260978,0,1.6432494145,0,5.8401946282,D5228810,PXMG,09/05/2025 5:11:55 PM,BPD448,8M5CL,8M5CL,02/15/2026 11:09:04 PM,8M5CL,D1D,2,6787593
D521542,276,GJ8RJ276JKC1,0,0,0,0,0,0,0,0,1.5851396992,0,0,0,0,0,0,2.6451983131,0,1.4446607875,0,5.675000999,D5215420,PXMG,09/25/2025 10:25:35 AM,BPD450,8M5CL,8M5CL,02/16/2026 1:56:31 AM,8M5CL,D1D,1,6740373
D521542,277,GJ8RJ277JKG3,0,0,0,0,0,0,0.5099633965,1.0119859677,1.5607682187,0,0,0,0,0,0,6.6104519743,0,3.2091783879,0,12.902347945,D5215420,PXMG,09/25/2025 10:25:35 AM,BPD450,8M5CL,8M5CL,02/16/2026 1:56:07 AM,8M5CL,D1D,2,6740199
D522604,266,KHQMW266WFC1,0,0,0,0,0,0,0,4.3996353667,0,0,3.0904876756,0,0,0,0,3.275900838,1.8033518735,2.9804546216,0,14.720651383,D5226040,PXMG,09/26/2025 6:26:06 AM,BPD434,8M5CL,8M5CL,02/15/2026 11:36:00 PM,8M5CL,D1D,1,6777749
D522604,287,KHQMW287WFA5,0,0,0,0,0,0,4.5131244739,2.3451415998,13.559570497,0,0,0,0,0,0,0,2.0288154174,12.352593892,0,34.799243661,D5226040,PXMG,09/26/2025 6:26:06 AM,BPD434,8M5CL,8M5CL,02/15/2026 11:35:18 PM,8M5CL,D1D,2,6777715
D522596,233,KHQMW233WFF3,0,0,0,0,0,0,0.679474169,2.0415908497,0,0,0,0,0,0,0,0,0,0.8505957375,0,3.5716607562,D5225960,PXMG,09/23/2025 11:13:24 PM,BPD454,8M5CL,8M5CL,02/15/2026 11:51:15 PM,8M5CL,D1D,1,6777056
D522596,234,KHQMW234WFC2,0.8255942806,0,0,0,0,0,0.7530599495,1.9742062683,4.9477487742,0,0,0,0,0,0,0,0,2.408763488,0,10.909370561,D5225960,PXMG,09/23/2025 11:13:24 PM,BPD454,8M5CL,8M5CL,02/15/2026 11:49:44 PM,8M5CL,D1D,2,6776989
D522600,576,GJ8EJ576JKE6,0,0,0,0,0,0,0,0,9.2837807999,0,0,0,0,0,0.454915303,0,1.3675674949,2.3442210846,0,13.450482483,D5226000,PXMG,09/24/2025 3:03:56 AM,BPD444,8M5CL,8M5CL,02/15/2026 11:43:25 PM,8M5CL,D1D,1,6778027
D522600,577,GJ8EJ577JKB5,2.6481088247,0,0,0,0,0,0.0925009635,0,2.1559418405,0,0,0,0,0,0,0,0,3.1990964906,0,8.0956503382,D5226000,PXMG,09/24/2025 3:03:56 AM,BPD444,8M5CL,8M5CL,02/15/2026 11:42:21 PM,8M5CL,D1D,2,6777990
D521844,568,KHQ9E568WFA2,0,0,0,0,0,0,0.9926374451,1.7996088188,0,0,2.4081477093,0,0,1.6772975776,0,0.7934836212,0,9.3900905921,0,14.230467356,D5218440,PXMG,09/27/2025 11:14:33 AM,BPD454,8M5CL,8M5CL,02/16/2026 1:25:51 AM,8M5CL,D1D,1,6752167
D521844,573,KHQ9E573WFF5,0,0,0,0,0,0,0.2240914662,0,0,0,0,0,0,0,0,1.7232855624,0,0.7632422215,0,2.7106192501,D5218440,PXMG,09/27/2025 11:14:33 AM,BPD454,8M5CL,8M5CL,02/16/2026 1:23:31 AM,8M5CL,D1D,2,6752155
D520492,71,A1KHD071SLD2,0,0,0,0,0,0,1.0070581742,0,0.861489689,0,0,0,0,0,0,3.7802743802,0,2.4944841403,1.1532523406,9.2965587243,D5204920,PXMG,09/22/2025 7:44:00 AM,BPD432,8M5CL,8M5CL,02/16/2026 4:16:53 AM,8M5CL,D1D,1,6702205
D520492,112,A1KV2112SLA1,1.1841072307,0,0,0,0,0,0.1774212346,0,0,0,0,0,0,0,0,3.9025810085,0,0.7865099275,1.0851076112,7.1357270126,D5204920,PXMG,09/22/2025 7:44:00 AM,BPD432,8M5CL,8M5CL,02/16/2026 4:15:01 AM,8M5CL,D1D,2,6702224
D521840,505,MC5BW505WAG5,0,0,0,0,0,0,0.3088867895,0.8205364189,1.8465891183,0,0,0,0,0,0,2.3753673231,1.3331046014,2.1040968377,1.0150433741,9.8036266816,D5218400,PXMG,09/27/2025 7:20:50 AM,BPD450,8M5CL,8M5CL,02/16/2026 1:31:30 AM,8M5CL,D1D,1,6745855
D521840,507,MC5BW507WAA3,1.0717451712,0,0,0,0,0,0,6.8569193063,0,0,0,0,0,0,0,0,0,9.1458849474,0,17.074547206,D5218400,PXMG,09/27/2025 7:20:50 AM,BPD450,8M5CL,8M5CL,02/16/2026 1:29:49 AM,8M5CL,D1D,2,6745893
D522564,45,MC64G045WAF0,0,0,0,0,0,0,0,0,0.5924157172,0,0,0,0,0,0,0,0.9329263407,6.2700183706,0,7.7953604285,D5225640,PNCB,09/26/2025 9:10:22 AM,BPD458,8M5CL,8M5CL,02/16/2026 12:18:37 AM,8M5CL,D1D,1,6771856
D522564,49,MC64G049WAH2,0,0,0,0,0,0,0,0.5742237605,3.1279464257,0,0,0,0,0,0,1.0296647454,0,1.4724783721,0,6.2043133037,D5225640,PNCB,09/26/2025 9:10:22 AM,BPD458,8M5CL,8M5CL,02/16/2026 12:17:26 AM,8M5CL,D1D,2,6771921
D520871,351,GJ8XN351JKF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5351818544,0.4621165404,1.9972983948,D5208710,PXMG,09/26/2025 2:36:43 PM,BPD454,8M5CL,8M5CL,02/16/2026 3:55:54 AM,8M5CL,D1D,1,6708136
D520871,397,GJ8XN397JKE4,0,0,0,0,0,0,0.1721732453,0,0.5633348839,0,0,0,0,0,0,1.7232855624,0,4.7771419395,0,7.2359356311,D5208710,PXMG,09/26/2025 2:36:43 PM,BPD454,8M5CL,8M5CL,02/16/2026 3:54:03 AM,8M5CL,D1D,2,6708282
D522598,231,KHQMW231WFE2,0,0,0,0,0,0,0,0,1.8360257572,0.6686889352,0,0,0,0,0,3.9398452539,0,3.4746291513,6.2304105975,14.554161642,D5225980,PXMG,09/30/2025 3:51:39 PM,BPD450,8M5CL,8M5CL,02/15/2026 11:49:22 PM,8M5CL,D1D,1,6777371
D522598,242,KHQMW242WFF5,0,0,0,0,0,0,1.7622816342,2.0832166898,5.8783619109,0,0,0,0,0,0,1.636570415,0,0,0,10.563335927,D5225980,PXMG,09/30/2025 3:51:39 PM,BPD450,8M5CL,8M5CL,02/15/2026 11:47:37 PM,8M5CL,D1D,2,6777426
D521511,188,A1JXB188SLA7,0,0,0,0,0,0,0,0,1.5318182059,0,0,0,0,0,0,1.2205320944,0,3.7163971231,0,6.4687474234,D5215110,PNCB,09/30/2025 4:40:03 AM,BPD432,8M5CL,8M5CL,02/16/2026 2:29:21 AM,8M5CL,D1D,1,6731120
D521511,189,A1JXB189SLF1,0,0,0,0,0,0,0,1.4552216961,0,0,0,0,0,0,0,9.9140363623,0,4.6147557792,0,15.984013838,D5215110,PNCB,09/30/2025 4:40:03 AM,BPD432,8M5CL,8M5CL,02/16/2026 2:27:51 AM,8M5CL,D1D,2,6731127
D521511,198,A1JXB198SLF3,0,0,0,0,0,0,0.6012707022,5.3992066461,2.4581241059,0,0,0,0,0,0,2.3653145865,0,0.7310178748,0,10.4613418,D5215110,PNCB,09/30/2025 4:40:03 AM,BPD432,8M5CL,8M5CL,02/16/2026 2:27:10 AM,8M5CL,D1D,3,6730895
D521511,227,A1KE8227SLF6,0,0,0,0,0,0,0,0,1.3015274855,0,0,0,0,2.2134025221,0,0,0,0,0,3.5149321478,D5215110,PNCB,09/30/2025 4:40:03 AM,BPD432,8M5CL,8M5CL,02/16/2026 2:25:36 AM,8M5CL,D1D,4,6731035
D521838,1,MC5LJ001WAE3,0,0,0,0,0,0,1.4900706892,4.1816998516,3.3951166179,0,0,0,0,0,0,5.6297589377,0,8.1404331318,0,22.735437108,D5218380,PXMG,10/04/2025 11:33:30 AM,BPD458,8M5CL,8M5CL,02/16/2026 1:36:58 AM,8M5CL,D1D,1,6745527
D521838,8,MC5LJ008WAE5,0,0,0,0,0,0,0.1706586651,0,0,0,0,0,0,0,0,0,0,4.8668310561,0.4554563085,5.4929460297,D5218380,PXMG,10/04/2025 11:33:30 AM,BPD458,8M5CL,8M5CL,02/16/2026 1:35:04 AM,8M5CL,D1D,2,6745495
D521539,317,KHQYW317WFE2,0,0,0,0,0,0,0.4189223556,0,2.011808872,0,0,0,0,0,0,5.2692334869,0,3.2976590174,0,10.997623732,D5215390,PXMG,10/04/2025 3:14:18 PM,BPD446,8M5CL,8M5CL,02/16/2026 2:06:40 AM,8M5CL,D1D,1,6740486
D521539,372,KHQYW372WFC5,0,0,0,0,0,0,3.2983283775,2.7085069599,4.3768141686,0,0,0,0,0,0,2.3884735802,0.9582879903,5.2017266942,0,18.932137771,D5215390,PXMG,10/04/2025 3:14:18 PM,BPD446,8M5CL,8M5CL,02/16/2026 2:04:55 AM,8M5CL,D1D,2,6740322
D522880,127,A10GU127SLC3,1.4609121738,0,0,0,0,0,4.8235843412,1.3511805734,5.2330837616,0,0,0,0,0,0,2.6801827478,1.8236718831,2.1077311131,0,19.013408759,D5228800,PXMG,10/04/2025 4:16:37 AM,BPD436,8M5CL,8M5CL,02/17/2026 1:10:34 PM,8M5CL,D1D,1,6787573
D522880,230,A14U9230SLA4,1.5133684939,0,0,0,0,0,0.4442403396,1.3996979472,0,0.4618340164,0,0,0,0,0,0,0,1.1556846458,2.9590365193,7.2089584931,D5228800,PXMG,10/04/2025 4:16:37 AM,BPD436,8M5CL,8M5CL,02/15/2026 11:09:29 PM,8M5CL,D1D,2,6787496
D521841,22,MC5LJ022WAC7,2.4231947014,0,0,0,0,0,0,0.7397239425,0,0,2.2732086066,0,0,1.1993279603,0,0.9084561,0,4.168850311,0,10.277900512,D5218410,PXMG,10/09/2025 8:12:36 PM,BPD446,8M5CL,8M5CL,02/16/2026 1:30:24 AM,8M5CL,D1D,1,6746022
D521841,24,MC5LJ024WAE0,0,0,0,0,0,0,0.2384427035,1.1308357765,0,0,0,0,0,0,0,5.1871217433,0,3.8873360875,0.4889260795,10.932664589,D5218410,PXMG,10/09/2025 8:12:36 PM,BPD446,8M5CL,8M5CL,02/16/2026 1:28:41 AM,8M5CL,D1D,2,6745921
D521545,138,GJ7HF138JKE3,0,0,0,0,0,0,0.4698325417,0,0,0,0,0,0,0,0,0.7866352825,0,0.8926349861,0.7923664227,2.941469233,D5215450,PXMG,10/09/2025 12:57:52 PM,BPD458,8M5CL,8M5CL,02/16/2026 1:54:30 AM,8M5CL,D1D,1,6742227
D521545,139,GJ7HF139JKB2,0,0,0,0,0,0,0,0,2.0462878956,0,0,0,0,0,0,5.472906005,0,4.3860268942,0,11.905220795,D5215450,PXMG,10/09/2025 12:57:52 PM,BPD458,8M5CL,8M5CL,02/16/2026 1:52:26 AM,8M5CL,D1D,2,6742222
D521530,37,A1LDK037SLD2,0,0,0,0,0,0,0,3.7578504149,1.29227099,0,0,0,0,0,0,0,0,0.8002320688,0,5.8503534736,D5215300,PNCB,10/06/2025 11:30:41 PM,BPD444,8M5CL,8M5CL,02/16/2026 2:10:58 AM,8M5CL,D1D,1,6736105
D521530,39,A1LDK039SLE3,5.7012735994,0,0,0,0,0,0.4559803229,24.703014148,2.9199288924,0,7.6254432731,0,0,0,0,1.1900856994,0,5.4859279179,0,35.200389511,D5215300,PNCB,10/06/2025 11:30:41 PM,BPD444,8M5CL,8M5CL,02/16/2026 2:10:50 AM,8M5CL,D1D,2,6736220
D521530,41,A1LDK041SLE3,0,0,0,0,0,0,0.2479392471,5.7953474175,0.9237105095,0,0,0,0,0,0,0,0,4.8348313694,0,11.801828543,D5215300,PNCB,10/06/2025 11:30:41 PM,BPD444,8M5CL,8M5CL,02/16/2026 2:10:37 AM,8M5CL,D1D,3,6736190
D521530,43,A1LDK043SLF4,0,0,0,0,0,0,0,2.6979677594,0,0,0,0,0,0,0,0,0,1.7057634631,0,4.4037312225,D5215300,PNCB,10/06/2025 11:30:41 PM,BPD444,8M5CL,8M5CL,02/16/2026 2:10:35 AM,8M5CL,D1D,4,6736041
D521530,44,A1LDK044SLC3,0,0,0,0.5953205567,0,0,0,0.7946355554,1.8346444856,0,0,0,0,0,0,3.07542195,4.8970887433,5.7737683048,0,16.588580623,D5215300,PNCB,10/07/2025 2:22:51 AM,BPD432,8M5CL,8M5CL,02/16/2026 2:10:33 AM,8M5CL,D1D,5,6736067
D521530,131,A1JS9131SLE0,0,0,0,0,0,0,0.1165162719,5.661364727,1.9117370765,0,0,0,0,0,0,2.3942626745,0,0,0,9.3928261036,D5215300,PNCB,10/07/2025 2:22:51 AM,BPD432,8M5CL,8M5CL,02/16/2026 2:10:32 AM,8M5CL,D1D,6,6736093
D522578,306,GJ7SX306JKF5,0.5442258074,0,0,0,0,0,0.1649040322,1.7491302696,0.5395506931,0,0,0,0,0,0,0,0,0,0,2.9188226209,D5225780,PNCB,10/08/2025 5:11:07 PM,BPD432,8M5CL,8M5CL,02/16/2026 12:06:29 AM,8M5CL,D1D,1,6776525
D522578,307,GJ7SX307JKC4,0,0,0,0,0,0,0.6045208591,4.6696740859,0.9369071689,0,0,0,0,0,0,0,2.1882590978,1.164364413,0,9.3999723322,D5225780,PNCB,10/08/2025 5:11:07 PM,BPD432,8M5CL,8M5CL,02/16/2026 12:06:37 AM,8M5CL,D1D,2,6776539
D522578,308,GJ7SX308JKG6,0,0,0,0,0,0,0,2.7455756346,0,2.3923771233,0,0,0,0,0,1.8769287695,0,3.0755324527,0,9.1115852959,D5225780,PNCB,10/08/2025 5:11:07 PM,BPD432,8M5CL,8M5CL,02/16/2026 12:06:24 AM,8M5CL,D1D,3,6776565
D522578,309,GJ7SX309JKD5,0,0,0,0,0,0,0,8.4056149643,0,0,0,0,0,0,0,0,0,5.0940688916,0,12.744591382,D5225780,PNCB,10/08/2025 5:11:07 PM,BPD432,8M5CL,8M5CL,02/16/2026 12:06:06 AM,8M5CL,D1D,4,6776503
D520867,1,KHQQT001WFD3,1.8205723209,0,0,0,0,0,0.7571939707,0,6.1245018643,0,0,0,0,0,0,0,0,0,0,8.7022681559,D5208670,PXMG,10/07/2025 5:34:27 AM,BPD446,8M5CL,8M5CL,02/16/2026 4:06:23 AM,8M5CL,D1D,1,6705091
D520867,3,KHQQT003WFE4,0,0,0,0,0,0,0.9959379126,1.2295210945,3.0997307846,0,0,0,0,0,0,0,0,6.5801241897,0.5315959886,12.436912189,D5208670,PXMG,10/07/2025 5:34:27 AM,BPD446,8M5CL,8M5CL,02/16/2026 4:05:17 AM,8M5CL,D1D,2,6705103
D522593,327,MC6GT327WAE6,0,0,0,0,0,0,0.5842486082,0,4.1969003529,0,0,0,0,0,0.7095135191,2.7064302928,0,2.1273202572,5.4727151944,15.797130443,D5225930,PXMG,10/08/2025 6:32:21 AM,BPD436,8M5CL,8M5CL,02/15/2026 11:53:23 PM,8M5CL,D1D,1,6771433
D522593,343,MC6GT343WAE1,0,0,0,0,0,0,0.3781443649,1.2883151516,4.4968367962,0,0,0,0,0,0,0,1.6320137738,1.2879401867,0,9.0832502732,D5225930,PXMG,10/08/2025 6:32:21 AM,BPD436,8M5CL,8M5CL,02/15/2026 11:52:26 PM,8M5CL,D1D,2,6771351
D520874,579,GJ4XA579JKE5,0,0,0,0,0,0,0,5.5080750528,0.6591528448,0,0,0,0,0,0,1.1456598554,0,4.2995187134,0.6629646185,12.275373304,D5208740,PXMG,10/05/2025 5:02:59 AM,BPD446,8M5CL,8M5CL,02/16/2026 3:50:21 AM,8M5CL,D1D,1,6708364
D520874,651,GJ4XA651JKF0,0,0,0,0,0,0,0.2511111283,0,9.8639427856,0,0,0,0,0,0,0,0,9.5585704603,0,19.673624374,D5208740,PXMG,10/05/2025 5:02:59 AM,BPD446,8M5CL,8M5CL,02/16/2026 3:48:27 AM,8M5CL,D1D,2,6708341
D520868,316,KHQYW316WFA0,0,0,0,0,0,0,1.1752598105,0,6.0241849019,0,0,0,0,0,0,5.5490786556,0,2.6713029311,0,15.419826299,D5208680,PXMG,10/10/2025 10:11:25 PM,BPD458,8M5CL,8M5CL,02/17/2026 1:08:52 PM,8M5CL,D1D,1,6708115
D520868,318,KHQYW318WFB1,0,0,0,0,0,0,0,2.1992096019,0,0,0,0,0,0,0,0,0,0,0,2.1992096019,D5208680,PXMG,10/10/2025 10:11:25 PM,BPD458,8M5CL,8M5CL,02/17/2026 1:08:54 PM,8M5CL,D1D,2,6708242
D522590,281,GJ7SX281JKG4,0,0,0,0.1661589112,0,0,0,0.5742237605,0,0,0,0,0,0,0,2.165360775,0,3.3831132301,0,6.2888566768,D5225900,PNCB,10/16/2025 7:37:30 AM,BPD446,8M5CL,8M5CL,02/15/2026 11:57:08 PM,8M5CL,D1D,1,6776790
D522590,326,GJ7SX326JKH2,0,0,0,0,0,0,0.2146302481,0,0,0,0,0,0,0,0,1.6505278586,0,1.1167148058,0,2.9818729126,D5225900,PNCB,10/16/2025 7:37:30 AM,BPD446,8M5CL,8M5CL,02/15/2026 11:56:43 PM,8M5CL,D1D,2,6776892
D522590,327,GJ7SX327JKE1,0,0,0,0,0,0,0,3.7381260534,2.0604702335,0,0,0,0,0,0,2.5805376092,1.6033748507,0.8531492603,0,10.067642823,D5225900,PNCB,10/16/2025 7:37:30 AM,BPD446,8M5CL,8M5CL,02/15/2026 11:56:04 PM,8M5CL,D1D,3,6776794
D522590,328,GJ7SX328JKB0,0,0,0,0,0,0,0,1.5529943487,0,0,0,0,0,0,0,2.1713015925,0,0,0,3.7242959413,D5225900,PNCB,10/16/2025 7:37:30 AM,BPD446,8M5CL,8M5CL,02/15/2026 11:55:15 PM,8M5CL,D1D,4,6776787
D521513,247,MC5LK247WAC2,0,0,0,0,0,0,0,4.854074179,0,0,0,0,0,0,0,1.9829510959,0,10.663746157,0.7107683065,18.211539739,D5215130,PNCB,10/15/2025 4:51:57 PM,BPD450,8M5CL,8M5CL,02/16/2026 2:25:44 AM,8M5CL,D1D,1,6733751
D521513,249,MC5LK249WAD3,0,0,0,0,0,0,0,0,0.735838963,0,0,0,0,0,0,4.1295185096,0,8.6491431969,0,13.514500669,D5215130,PNCB,10/15/2025 4:51:57 PM,BPD450,8M5CL,8M5CL,02/16/2026 2:24:43 AM,8M5CL,D1D,2,6733865
D521513,251,MC5LK251WAD3,0,0,0,0,0,0,0.6262313542,0,0,0,0,0,0,0,0,0,0,0,0.7103424007,1.3365737549,D5215130,PNCB,10/15/2025 4:51:57 PM,BPD450,8M5CL,8M5CL,02/16/2026 2:23:45 AM,8M5CL,D1D,3,6733892
D521513,252,MC5LK252WAA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D5215130,PNCB,10/15/2025 4:51:57 PM,BPD450,8M5CL,8M5CL,02/16/2026 2:23:30 AM,8M5CL,D1D,4,6733786
D520E0B,10,MC4XF010WAA3,0,0,0,0,0,0,0.4096976848,2.2902192543,0,0,0,0,0,0,0,0,0,4.5388309514,0,7.2387478905,D520E0B0,X78D,10/16/2025 7:40:23 AM,BPD442,8M5CL,8M5CL,01/15/2026 5:02:43 PM,8M5CL,D1D,1,6724745
