WAFER_KEY,INSPECTION_TIME,DEFECT_ID,LOT_old,LOT_new,WAFER_ID_old,WAFER_ID_new,LAYER_old,LAYER_new,CLASS_old,CLASS_new,MANUAL_OPTICAL_CLASS_old,MANUAL_OPTICAL_CLASS_new,LOT7_old,LOT7_new,ACTUAL_LOT_old,ACTUAL_LOT_new,YYMM_old,YYMM_new,change_type,lookback_days,logged_at
8610294,2026-08-20 11:36:32,1376,D6208640,,A2HE8010SLE6,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D620864,,D6208640,,2608.0,,class_changed,210,2026-08-24 07:28:36
8610294,2026-08-20 11:36:32,16206,D6208640,,A2HE8010SLE6,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D620864,,D6208640,,2608.0,,class_changed,210,2026-08-24 07:28:36
8610294,2026-08-20 11:36:32,16231,D6208640,,A2HE8010SLE6,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D620864,,D6208640,,2608.0,,class_changed,210,2026-08-24 07:28:36
8610294,2026-08-20 11:36:32,18878,D6208640,,A2HE8010SLE6,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D620864,,D6208640,,2608.0,,class_changed,210,2026-08-24 07:28:36
8610294,2026-08-20 11:36:32,18964,D6208640,,A2HE8010SLE6,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D620864,,D6208640,,2608.0,,class_changed,210,2026-08-24 07:28:36
8610294,2026-08-20 11:36:32,19095,D6208640,,A2HE8010SLE6,,8M6CL,,BEEP,SCRATCH,0.0,0.0,D620864,,D6208640,,2608.0,,class_changed,210,2026-08-24 07:28:36
8610294,2026-08-20 11:36:32,24608,D6208640,,A2HE8010SLE6,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D620864,,D6208640,,2608.0,,class_changed,210,2026-08-24 07:28:36
8610294,2026-08-20 11:36:32,24870,D6208640,,A2HE8010SLE6,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D620864,,D6208640,,2608.0,,class_changed,210,2026-08-24 07:28:36
8610294,2026-08-20 11:36:32,5504,D6208640,,A2HE8010SLE6,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D620864,,D6208640,,2608.0,,class_changed,210,2026-08-24 07:28:36
8591066,2026-08-27 02:59:27,37398,D6203890,D6203890,A2DMV093SLA1,A2DMV093SLA1,8M6CL,8M6CL,SMALL_PARTICLE,BEEP,0.0,0.0,D620389,D620389,D6203890,D6203890,2608.0,2608.0,class_changed,210,2026-08-28 07:28:25
8040136,2026-08-26 23:28:03,11681,D605E9A0,,A27XC028SLG1,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D605E9A,,D605E9A0,,2608.0,,class_changed,210,2026-08-28 07:28:25
8565305,2026-08-27 05:00:17,364,D6193320,,KJFMH045WFB6,,8M6CL,,SMALL_PARTICLE,BLOCKED_TRENCH,0.0,0.0,D619332,,D6193320,,2608.0,,class_changed,210,2026-08-28 07:28:25
8565305,2026-08-27 05:00:17,73,D6193320,,KJFMH045WFB6,,8M6CL,,SMALL_PARTICLE,ROUNDMOUND_BEEP,0.0,0.0,D619332,,D6193320,,2608.0,,class_changed,210,2026-08-28 07:28:25
8591123,2026-08-27 02:59:27,21367,D6203890,,A2DY9011SLC7,,8M6CL,,BEEP,PATTERN,37.0,37.0,D620389,,D6203890,,2608.0,,class_changed,210,2026-08-28 07:28:25
8676717,2026-08-27 21:14:40,138,D6221210,,KJCJD002WFG4,,8M6CL,,SMALL_PARTICLE,ILD_HOLE_TEAROUT,0.0,0.0,D622121,,D6221210,,2608.0,,class_changed,210,2026-08-29 07:28:31
8627842,2026-08-27 21:43:02,11615,D6215000,D6215000,MCR6K262WAA4,MCR6K262WAA4,8M6CL,8M6CL,SMALL_PARTICLE,BEEP,0.0,0.0,D621500,D621500,D6215000,D6215000,2608.0,2608.0,class_changed,210,2026-09-02 07:28:53
8627842,2026-08-27 21:43:02,11729,D6215000,D6215000,MCR6K262WAA4,MCR6K262WAA4,8M6CL,8M6CL,SMALL_PARTICLE,BEEP,0.0,0.0,D621500,D621500,D6215000,D6215000,2608.0,2608.0,class_changed,210,2026-09-02 07:28:53
9232799,2026-08-31 06:45:08,165,D6193240T,D6193240T,A2FSN127SLD4,A2FSN127SLD4,8M5CL,8M5CL,SMALL_PARTICLE,BEEP,0.0,0.0,D619324,D619324,D6193240T,D6193240T,2608.0,2608.0,class_changed,210,2026-09-02 07:28:53
8565432,2026-08-27 10:26:14,470,D6193300,,KJFMF119WFD5,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D619330,,D6193300,,2608.0,,class_changed,210,2026-09-02 07:28:53
8625166,2026-08-30 16:43:58,21418,D6214840,,A2GYQ043SLC5,,8M5CL,,BEEP,FALLEN_LINES,37.0,37.0,D621484,,D6214840,,2608.0,,class_changed,210,2026-09-02 07:28:53
8625322,2026-08-31 09:25:57,48305,D6214880,,5DXYJ202MVE6,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D621488,,D6214880,,2608.0,,class_changed,210,2026-09-02 07:28:53
9230924,2026-08-31 02:25:09,342,D6193240T,,A2GTK115SLB5,,8M5CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D619324,,D6193240T,,2608.0,,class_changed,210,2026-09-02 07:28:53
9230924,2026-08-31 02:25:09,377,D6193240T,,A2GTK115SLB5,,8M5CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D619324,,D6193240T,,2608.0,,class_changed,210,2026-09-02 07:28:53
9230924,2026-08-31 02:25:09,388,D6193240T,,A2GTK115SLB5,,8M5CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D619324,,D6193240T,,2608.0,,class_changed,210,2026-09-02 07:28:53
9231378,2026-08-31 06:08:18,183,D6192790T,,KJFMH018WFB0,,8M5CL,,SMALL_PARTICLE,NVD_FALSE,0.0,0.0,D619279,,D6192790T,,2608.0,,class_changed,210,2026-09-02 07:28:53
8550362,2026-09-01 09:04:12,4173,D6192700,D6192700,A2GNM026SLB3,A2GNM026SLB3,8M5CL,8M5CL,BEEP,SMALL_PARTICLE,0.0,0.0,D619270,D619270,D6192700,D6192700,2609.0,2609.0,class_changed,210,2026-09-03 07:28:41
8553313,2026-09-01 10:35:05,384,D6192790,D6192790,KJFMH015WFD0,KJFMH015WFD0,8M6CL,8M6CL,SMALL_PARTICLE,BEEP,0.0,0.0,D619279,D619279,D6192790,D6192790,2609.0,2609.0,class_changed,210,2026-09-03 07:28:41
8553313,2026-09-01 10:35:05,8697,D6192790,D6192790,KJFMH015WFD0,KJFMH015WFD0,8M6CL,8M6CL,SMALL_PARTICLE,BEEP,0.0,0.0,D619279,D619279,D6192790,D6192790,2609.0,2609.0,class_changed,210,2026-09-03 07:28:41
8553313,2026-09-01 10:35:05,8913,D6192790,D6192790,KJFMH015WFD0,KJFMH015WFD0,8M6CL,8M6CL,SMALL_PARTICLE,BEEP,0.0,0.0,D619279,D619279,D6192790,D6192790,2609.0,2609.0,class_changed,210,2026-09-03 07:28:41
8553313,2026-09-01 10:35:05,8915,D6192790,D6192790,KJFMH015WFD0,KJFMH015WFD0,8M6CL,8M6CL,SMALL_PARTICLE,BEEP,0.0,0.0,D619279,D619279,D6192790,D6192790,2609.0,2609.0,class_changed,210,2026-09-03 07:28:41
8553317,2026-09-01 10:35:05,2371,D6192790,D6192790,KJFMH017WFE1,KJFMH017WFE1,8M6CL,8M6CL,SMALL_PARTICLE,BEEP,0.0,0.0,D619279,D619279,D6192790,D6192790,2609.0,2609.0,class_changed,210,2026-09-03 07:28:41
8550550,2026-09-01 09:04:12,1554,D6192700,,A2GNM029SLG6,,8M5CL,,BEEP,NVD_FALSE,0.0,0.0,D619270,,D6192700,,2609.0,,class_changed,210,2026-09-03 07:28:41
8625070,2026-09-02 09:48:39,21643,D6214840,D6214840,A2GYQ026SLG3,A2GYQ026SLG3,8M6CL,8M6CL,SMALL_PARTICLE,BEEP,2.0,2,D621484,D621484,D6214840,D6214840,2609.0,2609,class_changed,210,2026-09-04 07:28:19
8625166,2026-09-02 09:48:39,4935,D6214840,D6214840,A2GYQ043SLC5,A2GYQ043SLC5,8M6CL,8M6CL,SMALL_PARTICLE,BEEP,2.0,2,D621484,D621484,D6214840,D6214840,2609.0,2609,class_changed,210,2026-09-04 07:28:19
9245790,2026-09-02 17:12:34,101947,D6181530Q,D6181530Q,HP1SH187JKE3,HP1SH187JKE3,8M5CL,8M5CL,SMALL_PARTICLE,BEEP,0.0,0,D618153,D618153,D6181530Q,D6181530Q,2609.0,2609,class_changed,210,2026-09-04 07:28:19
9245790,2026-09-02 17:12:34,102907,D6181530Q,D6181530Q,HP1SH187JKE3,HP1SH187JKE3,8M5CL,8M5CL,SMALL_PARTICLE,BEEP,0.0,0,D618153,D618153,D6181530Q,D6181530Q,2609.0,2609,class_changed,210,2026-09-04 07:28:19
8507426,2026-09-02 12:33:19,1478,D6181530,,HP1SH180JKE1,,8M5CL,,BEEP,NVD_FALSE,0.0,0,D618153,,D6181530,,2609.0,,class_changed,210,2026-09-04 07:28:19
8550398,2026-09-03 02:22:16,39149,D6192700,,A2GNM027SLF5,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0,D619270,,D6192700,,2609.0,,class_changed,210,2026-09-04 07:28:19
8625070,2026-09-02 09:48:39,27370,D6214840,,A2GYQ026SLG3,,8M6CL,,BEEP,SIZE_SMALL,37.0,37,D621484,,D6214840,,2609.0,,class_changed,210,2026-09-04 07:28:19
8625070,2026-09-02 09:48:39,27371,D6214840,,A2GYQ026SLG3,,8M6CL,,BEEP,SIZE_SMALL,37.0,37,D621484,,D6214840,,2609.0,,class_changed,210,2026-09-04 07:28:19
8625070,2026-09-02 09:48:39,7503,D6214840,,A2GYQ026SLG3,,8M6CL,,BEEP,NVD_FALSE,37.0,37,D621484,,D6214840,,2609.0,,class_changed,210,2026-09-04 07:28:19
8625072,2026-09-02 12:51:53,5337,D6214840,,A2GYQ044SLG7,,8M6CL,,BEEP,FALLEN_LINES,37.0,37,D621484,,D6214840,,2609.0,,class_changed,210,2026-09-04 07:28:19
8625166,2026-09-02 09:48:39,35436,D6214840,,A2GYQ043SLC5,,8M6CL,,BEEP,ROUNDMOUND_BEEP,37.0,37,D621484,,D6214840,,2609.0,,class_changed,210,2026-09-04 07:28:19
9245767,2026-09-02 17:12:34,8129,D6181530Q,,HP1SH184JKG3,,8M5CL,,SMALL_PARTICLE,MINI,0.0,0,D618153,,D6181530Q,,2609.0,,class_changed,210,2026-09-04 07:28:19
