YYMM,LOT,LOT7_prod,ACTUAL_LOT_prod,WAFER_ID_prod,LAYER_prod,WAFER_KEY_prod,INSPECTION_TIME_prod,DEFECT_ID_prod,CLASS_prod,FINEBIN_prod,WAFER_X_MM_prod,WAFER_Y_MM_prod,IMAGE_COUNT_prod,SUBENTITY,RECIPE,SUBENTITY_END_TIME,INSPECT_TIME,INSPECT_TOOL,SUM_NCDD,STATUS,SRCIP,CCMR2,ICCR2,CV,GF,TS,PILOT_STATUS,BEEP_NCDD,SMP_NCDD,SIZE_X_prod,SIZE_Y_prod,SIZE_D_prod,AREA_prod,MANUAL_OPTICAL_CLASS_prod,INSPECT_TIME_DT,INSPECT_KEY_prod,_KEY,WAFER_KEY_db,INSPECTION_TIME_db,WAFER_ID_db,LOT7_db,ACTUAL_LOT_db,LAYER_db,DEFECT_ID_db,CLASS_db,FINEBIN_db,WAFER_X_MM_db,WAFER_Y_MM_db,IMAGE_COUNT_db,SIZE_X_db,SIZE_Y_db,SIZE_D_db,AREA_db,MANUAL_OPTICAL_CLASS_db,INSPECT_KEY_db,_merge,mismatch_type,LOT_GROUP,WAFER_GROUP,LAYER_GROUP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|380,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,380,UNCLASSIFIED,UNCLASSIFIED,-85.460731,-109.264882,0,809,809,810,10351,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|381,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,381,DOME,DOME,-84.160257,-108.738846,4,809,809,810,13348,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|382,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,382,UNCLASSIFIED,UNCLASSIFIED,-83.931364,-108.998892,0,630,630,630,5966,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|386,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,386,DOME,DOME,78.517572,-109.997454,4,899,809,900,10749,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|387,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,387,DOME,DOME,-83.05799,-109.507478,4,720,720,720,11477,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|388,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,388,UNCLASSIFIED,UNCLASSIFIED,-83.451453,-109.476935,0,540,630,630,3117,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|389,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,389,DOME,DOME,-83.900622,-109.724329,4,360,270,360,3072,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|39,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,39,NVD_FALSE,NVD_FALSE,-128.345959,19.710328,4,540,630,630,4611,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|390,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,390,UNCLASSIFIED,UNCLASSIFIED,-84.002688,-109.90576,0,449,360,450,3681,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|391,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,391,UNCLASSIFIED,UNCLASSIFIED,-84.876192,-110.022628,0,540,540,540,3661,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|392,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,392,UNCLASSIFIED,UNCLASSIFIED,-85.148691,-109.902009,0,360,540,540,2625,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|393,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,393,DOME,DOME,-84.467491,-110.314524,4,270,270,270,1363,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|394,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,394,DOME,DOME,-82.643392,-110.398983,4,720,809,810,7833,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|395,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,395,DOME,DOME,-81.943871,-110.057862,4,720,809,810,8345,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|396,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,396,UNCLASSIFIED,UNCLASSIFIED,-81.3784,-110.098325,0,360,449,450,3533,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|397,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,397,DOME,DOME,79.947897,-110.583979,4,809,809,810,23016,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|398,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,398,DOME,DOME,-85.192299,-111.089464,4,630,630,630,5010,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|399,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,399,UNCLASSIFIED,UNCLASSIFIED,-85.26759,-110.956051,0,809,809,810,16675,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|40,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,40,NVD_FALSE,NVD_FALSE,-71.502523,19.492895,4,270,270,270,1559,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|400,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,400,UNCLASSIFIED,UNCLASSIFIED,-85.314687,-110.946573,0,809,809,810,12689,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|401,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,401,DOME,DOME,-84.117739,-111.639738,4,720,630,720,5580,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|406,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,406,NVD_FALSE,NVD_FALSE,33.452596,-112.530935,4,270,270,270,3665,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D5311930J|GQ1KC483JKB3|8M6CL|2026-08-10 12:26:29|407,8833258,2026-08-10 12:26:29,GQ1KC483JKB3,D531193,D5311930J,8M6CL,407,DOME,DOME,-67.958323,-113.070978,4,809,809,810,8897,0,2026-08-10 12:26:29,right_only,missing_in_production,,GQ1KC483JKB3,8M6CL
