"pair_key","bright_path","dark_path"
"9004285|2026-07-23 06:07:44|50255","\\orshfs.intel.com\ORAnalysis$\1276_MAODATA\Config\etch\AME\tbatson\Defects\BE\images\defects\AME401_PM2\260723_0259_D615973_542_SMP_8M6CL_50255_2.jpg","\\orshfs.intel.com\ORAnalysis$\1276_MAODATA\Config\etch\AME\tbatson\Defects\BE\images\defects\AME401_PM2\260723_0259_D615973_542_SMP_8M6CL_50255_3.jpg"
