"pair_key","bright_path","dark_path"
"8979113|2026-07-19 13:06:31|113395","\\orshfs.intel.com\ORAnalysis$\1276_MAODATA\Config\etch\AME\tbatson\Defects\BE\images\defects\AME403_PM3\260719_1100_D614177_060_SMP_8M5CL_113395_2.jpg","\\orshfs.intel.com\ORAnalysis$\1276_MAODATA\Config\etch\AME\tbatson\Defects\BE\images\defects\AME403_PM3\260719_1100_D614177_060_SMP_8M5CL_113395_3.jpg"
