YYMM,LOT,LOT7,ACTUAL_LOT,WAFER_ID,LAYER,WAFER_KEY,INSPECTION_TIME,DEFECT_ID,CLASS,FINEBIN,WAFER_X_MM,WAFER_Y_MM,IMAGE_COUNT,SUBENTITY,RECIPE,SUBENTITY_END_TIME,INSPECT_TIME,INSPECT_TOOL,PILOT_STATUS,SUM_NCDD,STATUS,BEEP_NCDD,SMP_NCDD,ORIGINAL_ROW_NUMBER,PILOT,_INCLUDE
2601,D5334360,D533436,D5334360,GQ5EV260JKA1,8M5CL,7178580,2026/01/14 3:31:13 PM,130,SMALL_PARTICLE,SMALL_PARTICLE,2.59375,-2.216798,5,AME409_PM6,P_78_GABON_B10_R3,2026/01/14 2:18:00 PM,2026/01/14 3:31:13 PM,BPD436,ICCR2+CV,0.007319,BSL,0,0.007319,2208,ICCR2,1
2604,D6025860,D602586,D6025860,KJ7YP567WFD5,8M5CL,7909757,2026/04/08 4:13:45 AM,199,SMALL_PARTICLE,SMALL_PARTICLE,-19.753555,4.792326,5,AME419_PM6,P_78_GABON_B10_R3,2026/04/08 2:45:33 AM,2026/04/08 4:13:45 AM,BPD450,ICCR2+CV+GF,0.003609,BSL,0,0.003609,113,ICCR2,1
2604,D5485340,D548534,D5485340,KJ6GQ123WFF1,8M6CL,7712232,2026/04/03 7:36:10 AM,27,SMALL_PARTICLE,SMALL_PARTICLE,-20.55761,-7.706765,4,AME401_PM2,P_78_GABON_R1,2026/04/03 5:36:34 AM,2026/04/03 7:36:10 AM,BPD432,ICCR2+CV+GF,0.010753,BSL,0,0.010753,261,ICCR2,1
2601,D5402170,D540217,D5402170,GS1QE006JKA7,8M6CL,7412105,2026/01/26 8:12:23 PM,10,SMALL_PARTICLE,SMALL_PARTICLE,-7.443713,-3.709808,4,AME421_PM6,P_78_GABON_R1,2026/01/26 6:31:40 PM,2026/01/26 8:12:23 PM,BPD450,SRCIP,0.010658,BSL,0,0.010658,2018,SRCIP,1
2603,D5355230,D535523,D5355230,GP8YG811JKG7,8M6CL,7250665,2026/03/31 1:03:35 AM,225,SMALL_PARTICLE,SMALL_PARTICLE,-1.279922,0.186772,4,AME409_PM6,P_78_GABON_R1,2026/03/30 11:37:05 PM,2026/03/31 1:03:35 AM,BPD436,ICCR2+CV,0.010827,BSL,0,0.010827,377,ICCR2,1
2603,D5452080,D545208,D5452080,KJ5DR038WFG4,8M6CL,7595939,2026/03/10 10:58:30 PM,4,SMALL_PARTICLE,SMALL_PARTICLE,-23.193447,3.954981,4,AME423_PM4,P_78_GABON_R1,2026/03/10 8:50:23 PM,2026/03/10 10:58:30 PM,BPD446,ICCR2+CV+GF,0.003553,BSL,0,0.003553,753,ICCR2,1
2604,D6031270,D603127,D6031270,GT7PS427JKC2,8M5CL,7951063,2026/04/12 10:12:30 AM,2652,SMALL_PARTICLE,SMALL_PARTICLE,-8.411342,17.221913,5,AME403_PM5,P_78_GABON_B10_R3,2026/04/12 8:29:45 AM,2026/04/12 10:12:30 AM,BPD448,ICCR2+CV+GF,0.003609,BSL,0,0.003609,10,ICCR2,1
2603,D5491160,D549116,D5491160,MCK3P017WAC7,8M5CL,7742220,2026/03/26 3:50:14 AM,695,SMALL_PARTICLE,SMALL_PARTICLE,3.024992,-6.021605,5,AME421_PM4,P_78_GABON_B10_R3,2026/03/26 2:51:48 AM,2026/03/26 3:50:14 AM,BPD454,ICCR2+CV,0.003692,BSL,0,0.003692,473,ICCR2,1
2604,D5523220,D552322,D5523220,A25YU061SLA3,8M5CL,7843630,2026/04/03 11:19:19 PM,7,SMALL_PARTICLE,SMALL_PARTICLE,-4.687605,-5.317826,5,AME423_PM2,P_78_GABON_B10_R3,2026/04/03 9:28:48 PM,2026/04/03 11:19:19 PM,BPD450,ICCR2+CV+GF,0.003609,BSL,0,0.003609,227,ICCR2,1
2604,D5485340,D548534,D5485340,KJ6GQ122WFA7,8M6CL,7712304,2026/04/03 7:36:10 AM,13,SMALL_PARTICLE,SMALL_PARTICLE,7.266172,0.085716,4,AME401_PM1,P_78_GABON_R1,2026/04/03 5:40:07 AM,2026/04/03 7:36:10 AM,BPD432,ICCR2+CV+GF,0.010658,BSL,0,0.010658,260,ICCR2,1
2601,D5402120,D540212,D5402120,GS1QE055JKE3,8M6CL,7411952,2026/01/24 10:59:47 PM,4,SMALL_PARTICLE,SMALL_PARTICLE,-9.462067,-13.55787,4,AME421_PM4,P_78_GABON_R1,2026/01/24 9:32:23 PM,2026/01/24 10:59:47 PM,BPD432,ICCR2+CV,0.010753,BSL,0,0.010753,2048,ICCR2,1
2602,D5424460,D542446,D5424460,GT1MH500JKE5,8M5CL,7488276,2026/02/26 8:56:48 PM,17,SMALL_PARTICLE,SMALL_PARTICLE,23.406432,-10.993916,5,AME411_PM2,P_78_GABON_B10_R3,2026/02/26 7:01:50 PM,2026/02/26 8:56:48 PM,BPD432,ICCR2+CV+GF,0.014334,BSL,0.007167,0.007167,1016,ICCR2,1
2602,D5424700,D542470,D5424700,KJ3FM063WFG4,8M5CL,7491988,2026/02/14 6:23:32 PM,369,SMALL_PARTICLE,SMALL_PARTICLE,4.643081,-6.357773,5,AME421_PM5,P_78_GABON_B10_R3,2026/02/14 5:24:25 PM,2026/02/14 6:23:32 PM,BPD436,ICCR2+CV,0.014766,BSL,0.007383,0.007383,1318,ICCR2,1
2602,D5446240,D544624,D5446240,MCG3W226WAD7,8M6CL,7572001,2026/02/26 3:02:21 AM,31,SMALL_PARTICLE,SMALL_PARTICLE,4.649297,6.319333,4,AME401_PM1,P_78_GABON_R1,2026/02/25 3:27:10 PM,2026/02/26 3:02:21 AM,BPD432,ICCR2+CV+GF,0.010658,BSL,0,0.010658,1047,ICCR2,1
2601,D5334300,D533430,D5334300,KJ0AD023WFB3,8M5CL,7176592,2026/01/01 10:40:09 PM,474,SMALL_PARTICLE,SMALL_PARTICLE,9.002832,26.865867,5,AME423_PM3,P_78_GABON_B10_R3,2026/01/01 9:04:49 PM,2026/01/01 10:40:09 PM,BPD454,ICCR2+CV+GF,0.011075,BSL,0.003692,0.007383,2430,ICCR2,1
2603,D5501710,D550171,D5501710,A23Z5102SLA7,8M6CL,7777511,2026/03/17 4:55:21 AM,9,SMALL_PARTICLE,SMALL_PARTICLE,-13.659718,14.50662,4,AME417_PM5,P_78_GABON_R1,2026/03/17 3:52:55 AM,2026/03/17 4:55:21 AM,BPD442,ICCR2+CV+GF,0.003553,BSL,0,0.003553,626,ICCR2,1
2601,D5413140,D541314,D5413140,GS1YD087JKF6,8M5CL,7443383,2026/01/26 11:50:27 PM,13,SMALL_PARTICLE,SMALL_PARTICLE,2.716387,-13.76774,5,AME411_PM4,P_78_GABON_B10_R3,2026/01/26 10:42:57 PM,2026/01/26 11:50:27 PM,BPD432,ICCR2+CV+GF,0.018459,BSL,0,0.018459,2016,ICCR2,1
2603,D5451800,D545180,D5451800,KJ51H020WFD1,8M5CL,7591359,2026/03/22 8:49:24 AM,168,SMALL_PARTICLE,SMALL_PARTICLE,7.545217,2.204137,5,AME409_PM1,P_78_GABON_B10_R3,2026/03/22 7:43:27 AM,2026/03/22 8:49:24 AM,BPD442,ICCR2+CV+GF,0.003659,BSL,0,0.003659,532,ICCR2,1
2512,D5323310,D532331,D5323310,KJ09W421WFC0,8M6CL,7160344,2025/12/18 9:25:40 PM,5,SMALL_PARTICLE,SMALL_PARTICLE,17.814684,-14.427971,4,AME421_PM6,P_78_GABON_R1,2025/12/18 7:22:40 PM,2025/12/18 9:25:40 PM,BPD450,SRCIP,0.003584,BSL,0,0.003584,2714,SRCIP,1
2601,D5413140,D541314,D5413140,GS1YD087JKF6,8M5CL,7443383,2026/01/26 11:50:27 PM,14,SMALL_PARTICLE,SMALL_PARTICLE,4.641187,-13.419138,5,AME411_PM4,P_78_GABON_B10_R3,2026/01/26 10:42:57 PM,2026/01/26 11:50:27 PM,BPD432,ICCR2+CV+GF,0.018459,BSL,0,0.018459,2016,ICCR2,1
2604,D5496490,D549649,D5496490,GT8DH093JKE1,8M5CL,7755378,2026/04/02 10:56:25 AM,35,SMALL_PARTICLE,SMALL_PARTICLE,-9.890587,-15.169568,5,AME411_PM1,P_78_GABON_B10_R3,2026/04/02 9:27:24 AM,2026/04/02 10:56:25 AM,BPD432,SRCIP,0.011075,BSL,0.003692,0.007383,309,SRCIP,1
2601,D5322810,D532281,D5322810,GQ5EV101JKA3,8M6CL,7150435,2026/01/26 5:03:10 AM,25583,SMALL_PARTICLE,SMALL_PARTICLE,35.890537,12.709144,4,AME423_PM2,P_78_GABON_R1,2026/01/26 3:58:39 AM,2026/01/26 5:03:10 AM,BPD458,ICCR2+CV+GF,0.007218,BSL,0.003609,0.003609,2029,ICCR2,1
2601,D5355420,D535542,D5355420,A1ZWL127SLA3,8M5CL,7258378,2026/01/02 12:36:50 PM,97,SMALL_PARTICLE,SMALL_PARTICLE,-11.729497,-7.552452,5,AME423_PM4,P_78_GABON_B10_R3,2026/01/02 11:13:26 AM,2026/01/02 12:36:50 PM,BPD432,ICCR2+CV+GF,0.008945,BSL,0,0.008945,2391,ICCR2,1
2604,D5485180,D548518,D5485180,A22JR056SLC2,8M5CL,7706565,2026/04/09 5:47:45 PM,208,SMALL_PARTICLE,SMALL_PARTICLE,-6.321254,3.018576,5,AME421_PM4,P_78_GABON_B10_R3,2026/04/09 4:14:22 PM,2026/04/09 5:47:45 PM,BPD436,ICCR2+CV,0.003659,BSL,0,0.003659,65,ICCR2,1
2604,D5501410,D550141,D5501410,KJ7HE568WFE3,8M5CL,7768956,2026/04/07 5:12:54 AM,4,SMALL_PARTICLE,SMALL_PARTICLE,-9.15778,-17.705581,5,AME417_PM5,P_78_GABON_B10_R3,2026/04/07 3:12:41 AM,2026/04/07 5:12:54 AM,BPD432,ICCR2+CV+GF,0.007167,BSL,0,0.007167,138,ICCR2,1
2512,D5312030,D531203,D5312030,MCE3Q342WAD6,8M5CL,7123961,2025/12/12 2:20:55 AM,107,SMALL_PARTICLE,SMALL_PARTICLE,-4.57521,-1.228166,5,AME417_PM6,P_78_GABON_B10_R3,2025/12/12 12:52:09 AM,2025/12/12 2:20:55 AM,BPD436,ICCR2+CV+GF,0.007516,BSL,0,0.007516,2828,ICCR2,1
2603,D5501870,D550187,D5501870,GT4TS327JKC1,8M5CL,7782204,2026/03/10 11:23:47 AM,116,SMALL_PARTICLE,SMALL_PARTICLE,-12.515529,-13.002989,5,AME421_PM6,P_78_GABON_B10_R3,2026/03/10 9:20:01 AM,2026/03/10 11:23:47 AM,BPD450,SRCIP,0.007383,BSL,0,0.007383,760,SRCIP,1
2601,D5311390,D531139,D5311390,GQ0HQ186JKD6,8M6CL,7107242,2026/01/11 8:20:41 PM,24,SMALL_PARTICLE,SMALL_PARTICLE,30.855304,-8.513035,4,AME409_PM5,P_78_GABON_R1,2026/01/11 6:13:26 PM,2026/01/11 8:20:41 PM,BPD446,ICCR2+CV+GF,0.003584,BSL,0,0.003584,2249,ICCR2,1
2603,D5491220,D549122,D5491220,5DWYB347MVB3,8M6CL,7742509,2026/03/31 12:35:37 AM,1,SMALL_PARTICLE,SMALL_PARTICLE,1.518699,-17.128336,4,AME401_PM1,P_78_GABON_R1,2026/03/30 8:33:18 PM,2026/03/31 12:35:37 AM,BPD432,ICCR2+CV+GF,0.014337,BSL,0,0.014337,378,ICCR2,1
2601,D5413140,D541314,D5413140,GS1YD087JKF6,8M6CL,7443383,2026/01/29 6:17:21 AM,37,SMALL_PARTICLE,SMALL_PARTICLE,15.733085,-21.817416,4,AME417_PM2,P_78_GABON_R1,2026/01/29 3:03:27 AM,2026/01/29 6:17:21 AM,BPD454,ICCR2+CV+GF,0.017921,BSL,0.007168,0.010753,1987,ICCR2,1
2602,D5424700,D542470,D5424700,KJ3FM063WFG4,8M5CL,7491988,2026/02/14 6:23:32 PM,313,SMALL_PARTICLE,SMALL_PARTICLE,3.459037,-7.818602,5,AME421_PM5,P_78_GABON_B10_R3,2026/02/14 5:24:25 PM,2026/02/14 6:23:32 PM,BPD436,ICCR2+CV,0.014766,BSL,0.007383,0.007383,1318,ICCR2,1
2603,D5491220,D549122,D5491220,5DWYB330MVE0,8M6CL,7742457,2026/03/31 12:35:37 AM,17,SMALL_PARTICLE,SMALL_PARTICLE,4.485186,3.234262,4,AME401_PM2,P_78_GABON_R1,2026/03/30 8:15:25 PM,2026/03/31 12:35:37 AM,BPD432,ICCR2+CV+GF,0.003553,BSL,0,0.003553,380,ICCR2,1
2602,D5424590,D542459,D5424590,GT1WK327JKC4,8M5CL,7490172,2026/02/08 3:09:01 PM,100,SMALL_PARTICLE,SMALL_PARTICLE,-17.666442,-7.723888,5,AME421_PM3,P_78_GABON_B10_R3,2026/02/08 2:16:08 PM,2026/02/08 3:09:01 PM,BPD450,ICCR2+CV+GF,0.011075,BSL,0,0.011075,1750,ICCR2,1
2601,D5413140,D541314,D5413140,GS1YD087JKF6,8M5CL,7443383,2026/01/26 11:50:27 PM,38,SMALL_PARTICLE,SMALL_PARTICLE,4.888001,-8.030178,5,AME411_PM4,P_78_GABON_B10_R3,2026/01/26 10:42:57 PM,2026/01/26 11:50:27 PM,BPD432,ICCR2+CV+GF,0.018459,BSL,0,0.018459,2016,ICCR2,1
2602,D5435330,D543533,D5435330,KJ41L068WFD1,8M6CL,7524355,2026/02/22 12:39:00 PM,105,SMALL_PARTICLE,SMALL_PARTICLE,10.194611,2.594901,4,AME403_PM1,P_78_GABON_R1,2026/02/22 10:08:37 AM,2026/02/22 12:39:00 PM,BPD454,ICCR2+CV+GF,0.007105,BSL,0,0.007105,1108,ICCR2,1
2603,D5474280,D547428,D5474280,GR0ZC837JDD2,8M6CL,7673465,2026/03/29 12:38:09 AM,9,SMALL_PARTICLE,SMALL_PARTICLE,18.581913,-9.088068,4,AME409_PM6,P_78_GABON_R1,2026/03/28 10:43:39 PM,2026/03/29 12:38:09 AM,BPD454,ICCR2+CV,0.003584,BSL,0,0.003584,439,ICCR2,1
2601,D5311450,D531145,D5311450,GQ1KC529JKG3,8M5CL,7107679,2026/01/30 2:08:58 AM,323,SMALL_PARTICLE,SMALL_PARTICLE,-4.415625,16.693807,5,AME419_PM6,P_78_GABON_B10_R3,2026/01/30 1:00:40 AM,2026/01/30 2:08:58 AM,BPD444,ICCR2+CV+GF,0.003609,BSL,0,0.003609,1964,ICCR2,1
2604,D5523300,D552330,D5523300,KJ7HF512WFB0,8M6CL,7837348,2026/04/09 9:58:03 AM,30,SMALL_PARTICLE,SMALL_PARTICLE,-9.614671,14.803117,4,AME421_PM4,P_78_GABON_R1,2026/04/09 8:08:11 AM,2026/04/09 9:58:03 AM,BPD436,ICCR2+CV,0.007105,BSL,0,0.007105,82,ICCR2,1
2604,D5512540,D551254,D5512540,A25G6005SLF7,8M6CL,7818339,2026/04/01 5:49:48 AM,7,SMALL_PARTICLE,SMALL_PARTICLE,11.557719,-15.929296,4,AME409_PM5,P_78_GABON_R1,2026/04/01 4:01:10 AM,2026/04/01 5:49:48 AM,BPD448,ICCR2+CV+GF,0.010753,BSL,0,0.010753,337,ICCR2,1
2512,D5334210,D533421,D5334210,KHZTW420WFC1,8M5CL,7175090,2025/12/22 4:42:06 PM,636,SMALL_PARTICLE,SMALL_PARTICLE,0.682948,-0.470713,5,AME409_PM1,P_78_GABON_B10_R3,2025/12/22 12:50:05 PM,2025/12/22 4:42:06 PM,BPD450,ICCR2+CV+GF,0.003659,BSL,0,0.003659,2628,ICCR2,1
2604,D5485340,D548534,D5485340,KJ6GQ122WFA7,8M6CL,7712304,2026/04/03 7:36:10 AM,10,SMALL_PARTICLE,SMALL_PARTICLE,7.061672,-0.440235,4,AME401_PM1,P_78_GABON_R1,2026/04/03 5:40:07 AM,2026/04/03 7:36:10 AM,BPD432,ICCR2+CV+GF,0.010658,BSL,0,0.010658,260,ICCR2,1
2601,D5334360,D533436,D5334360,GQ5EV261JKE3,8M5CL,7178457,2026/01/14 3:31:13 PM,186,SMALL_PARTICLE,SMALL_PARTICLE,1.96301,-8.533406,5,AME409_PM6,P_78_GABON_B10_R3,2026/01/14 1:26:55 PM,2026/01/14 3:31:13 PM,BPD436,ICCR2+CV,0.007383,BSL,0,0.007383,2209,ICCR2,1
2602,D5446320,D544632,D5446320,A22EA127SLA2,8M6CL,7572988,2026/02/13 12:30:11 PM,10,SMALL_PARTICLE,SMALL_PARTICLE,16.677979,-6.354088,4,AME421_PM5,P_78_GABON_R1,2026/02/13 11:19:26 AM,2026/02/13 12:30:11 PM,BPD442,ICCR2+CV,0.014337,BSL,0.003584,0.010753,1332,ICCR2,1
2602,D5402130,D540213,D5402130,A21NN059SLB4,8M5CL,7412064,2026/02/02 10:01:38 PM,52,SMALL_PARTICLE,SMALL_PARTICLE,13.464628,-13.760241,5,AME419_PM6,P_78_GABON_B10_R3,2026/02/02 8:01:09 PM,2026/02/02 10:01:38 PM,BPD454,ICCR2+CV+GF,0.014767,BSL,0,0.014767,1858,ICCR2,1
2604,D6015380,D601538,D6015380,KJ7HC021WFE4,8M6CL,7883529,2026/04/08 7:50:25 AM,208,SMALL_PARTICLE,SMALL_PARTICLE,-0.170869,0.590354,4,AME401_PM1,P_78_GABON_R1,2026/04/08 2:44:29 AM,2026/04/08 7:50:25 AM,BPD444,ICCR2+CV+GF,0.003609,BSL,0,0.003609,114,ICCR2,1
2601,D5402100,D540210,D5402100,KJ39E084WFH2,8M5CL,7410015,2026/01/17 12:27:16 PM,453,SMALL_PARTICLE,SMALL_PARTICLE,16.715309,16.951216,5,AME411_PM2,P_78_GABON_B10_R3,2026/01/17 11:17:38 AM,2026/01/17 12:27:16 PM,BPD432,ICCR2+CV+GF,0.003659,BSL,0,0.003659,2158,ICCR2,1
2602,D5435340,D543534,D5435340,KJ41L010WFF5,8M6CL,7524238,2026/02/06 11:37:12 PM,11,SMALL_PARTICLE,SMALL_PARTICLE,8.565783,-1.491363,4,AME419_PM6,P_78_GABON_R1,2026/02/06 9:10:45 PM,2026/02/06 11:37:12 PM,BPD450,ICCR2+CV+GF,0.010658,BSL,0,0.010658,1789,ICCR2,1
2603,D5424740,D542474,D5424740,A20HR043SLE6,8M5CL,7491832,2026/03/07 10:51:37 PM,313,SMALL_PARTICLE,SMALL_PARTICLE,6.083167,-5.956866,5,AME409_PM3,P_78_GABON_B10_R3,2026/03/07 9:49:01 PM,2026/03/07 10:51:37 PM,BPD454,ICCR2+CV+GF,0.003692,BSL,0,0.003692,815,ICCR2,1
2604,D5485340,D548534,D5485340,KJ6GQ122WFA7,8M6CL,7712304,2026/04/03 7:36:10 AM,9,SMALL_PARTICLE,SMALL_PARTICLE,6.884888,-0.776666,4,AME401_PM1,P_78_GABON_R1,2026/04/03 5:40:07 AM,2026/04/03 7:36:10 AM,BPD432,ICCR2+CV+GF,0.010658,BSL,0,0.010658,260,ICCR2,1
2604,D5501410,D550141,D5501410,KJ7HE527WFE2,8M5CL,7768986,2026/04/07 5:12:54 AM,3,SMALL_PARTICLE,SMALL_PARTICLE,11.777186,-4.751264,5,AME417_PM6,P_78_GABON_B10_R3,2026/04/07 3:28:19 AM,2026/04/07 5:12:54 AM,BPD432,ICCR2+CV+GF,0.007218,BSL,0,0.007218,137,ICCR2,1
2604,D5523380,D552338,D5523380,GT7EJ246JKB7,8M6CL,7849137,2026/04/09 3:48:11 PM,63,SMALL_PARTICLE,SMALL_PARTICLE,-7.276293,0.957824,4,AME403_PM2,P_78_GABON_R1,2026/04/09 12:56:54 PM,2026/04/09 3:48:11 PM,BPD450,ICCR2+CV,0.007105,BSL,0,0.007105,74,ICCR2,1
2601,D5355450,D535545,D5355450,GR0QX151JKG2,8M5CL,7261927,2026/01/08 9:29:31 AM,232,SMALL_PARTICLE,SMALL_PARTICLE,1.295932,18.371216,5,AME411_PM2,P_78_GABON_B10_R3,2026/01/08 7:36:49 AM,2026/01/08 9:29:31 AM,BPD448,ICCR2+CV+GF,0.011075,BSL,0,0.011075,2298,ICCR2,1
2602,D5446320,D544632,D5446320,A22EA127SLA2,8M6CL,7572988,2026/02/13 12:30:11 PM,6,SMALL_PARTICLE,SMALL_PARTICLE,27.304583,-10.263584,4,AME421_PM5,P_78_GABON_R1,2026/02/13 11:19:26 AM,2026/02/13 12:30:11 PM,BPD442,ICCR2+CV,0.014337,BSL,0.003584,0.010753,1332,ICCR2,1
2603,D5501560,D550156,D5501560,KJ7KF009WFC6,8M6CL,7768854,2026/03/10 7:01:08 AM,6,SMALL_PARTICLE,SMALL_PARTICLE,-15.79626,-13.859406,4,AME421_PM3,P_78_GABON_R1,2026/03/10 5:01:56 AM,2026/03/10 7:01:08 AM,BPD436,ICCR2+CV+GF,0.017921,BSL,0.003584,0.014337,769,ICCR2,1
2602,D5311750,D531175,D5311750,KHYXL237WFH2,8M5CL,7116720,2026/02/02 2:04:54 PM,24,SMALL_PARTICLE,SMALL_PARTICLE,0.282647,-1.122414,5,AME421_PM4,P_78_GABON_B10_R3,2026/02/02 12:34:15 PM,2026/02/02 2:04:54 PM,BPD450,ICCR2+CV,0.003609,BSL,0,0.003609,1894,ICCR2,1
2601,D5391100,D539110,D5391100,GS3WB607JKF6,8M5CL,7391728,2026/01/16 8:59:07 AM,1367,SMALL_PARTICLE,SMALL_PARTICLE,13.05827,-18.247662,5,AME409_PM5,P_78_GABON_B10_R3,2026/01/16 7:28:04 AM,2026/01/16 8:59:07 AM,BPD454,ICCR2+CV+GF,0.014766,BSL,0.007383,0.007383,2188,ICCR2,1
2603,D5474430,D547443,D5474430,GT3TA556JKB0,8M6CL,7675191,2026/03/18 7:20:28 AM,10,SMALL_PARTICLE,SMALL_PARTICLE,-15.551463,8.630923,4,AME423_PM4,P_78_GABON_R1,2026/03/18 3:30:47 AM,2026/03/18 7:20:28 AM,BPD450,ICCR2+CV+GF,0.007105,BSL,0,0.007105,615,ICCR2,1
2603,D5219160,D521916,D5219160,GK2VC326JKG5,8M6CL,6762806,2026/03/16 4:18:15 AM,40,SMALL_PARTICLE,SMALL_PARTICLE,5.180717,-7.295195,4,AME409_PM3,P_78_GABON_R1,2026/03/16 1:56:00 AM,2026/03/16 4:18:15 AM,BPD436,ICCR2+CV+GF,0.003584,BSL,0,0.003584,644,ICCR2,1
2604,D5523300,D552330,D5523300,KJ7HF512WFB0,8M6CL,7837348,2026/04/09 9:58:03 AM,32,SMALL_PARTICLE,SMALL_PARTICLE,11.124588,16.943209,4,AME421_PM4,P_78_GABON_R1,2026/04/09 8:08:11 AM,2026/04/09 9:58:03 AM,BPD436,ICCR2+CV,0.007105,BSL,0,0.007105,82,ICCR2,1
2601,D5334360,D533436,D5334360,GQ5EV260JKA1,8M5CL,7178580,2026/01/14 3:31:13 PM,527,SMALL_PARTICLE,SMALL_PARTICLE,4.567115,9.205499,5,AME409_PM6,P_78_GABON_B10_R3,2026/01/14 2:18:00 PM,2026/01/14 3:31:13 PM,BPD436,ICCR2+CV,0.007319,BSL,0,0.007319,2208,ICCR2,1
2603,D5512940,D551294,D5512940,KJ7JA436WFC4,8M5CL,7820705,2026/03/29 1:31:10 PM,236,SMALL_PARTICLE,SMALL_PARTICLE,12.149018,15.512158,5,AME401_PM1,P_78_GABON_B10_R3,2026/03/29 12:21:32 PM,2026/03/29 1:31:10 PM,BPD442,ICCR2+CV+GF,0.003659,BSL,0,0.003659,416,ICCR2,1
2604,D5512330,D551233,D5512330,5DXAB645MVB2,8M6CL,7814288,2026/04/05 9:27:39 PM,323,SMALL_PARTICLE,SMALL_PARTICLE,-23.519498,-0.524835,4,AME401_PM2,P_78_GABON_R1,2026/04/05 7:40:03 PM,2026/04/05 9:27:39 PM,BPD444,ICCR2+CV+GF,0.018046,BSL,0.003609,0.014437,176,ICCR2,1
2512,D5295350,D529535,D5295350,GP1JU004JKG1,8M6CL,7031384,2025/12/18 3:51:14 PM,9,SMALL_PARTICLE,SMALL_PARTICLE,7.734982,2.965881,4,AME423_PM1,P_78_GABON_R1,2025/12/18 12:43:15 PM,2025/12/18 3:51:14 PM,BPD454,ICCR2+CV+GF,0.007105,BSL,0,0.007105,2723,ICCR2,1
2603,D5501670,D550167,D5501670,GT4TT501JKD1,8M5CL,7774273,2026/03/18 2:14:10 PM,168,SMALL_PARTICLE,SMALL_PARTICLE,-10.350884,-8.064709,5,AME403_PM6,P_78_GABON_B10_R3,2026/03/18 11:57:26 AM,2026/03/18 2:14:10 PM,BPD450,ICCR2+CV,0.003692,BSL,0,0.003692,608,ICCR2,1
2602,D5451900,D545190,D5451900,GS4MJ234JKH0,8M6CL,7593902,2026/02/10 11:15:01 PM,3,SMALL_PARTICLE,SMALL_PARTICLE,31.067496,-4.548537,4,AME421_PM4,P_78_GABON_R1,2026/02/10 10:17:17 PM,2026/02/10 11:15:01 PM,BPD444,ICCR2+CV,0.014211,BSL,0,0.014211,1377,ICCR2,1
2604,D5523220,D552322,D5523220,A25YU063SLB4,8M5CL,7843694,2026/04/03 11:19:19 PM,207,SMALL_PARTICLE,SMALL_PARTICLE,-3.281317,11.250067,5,AME423_PM2,P_78_GABON_B10_R3,2026/04/03 9:08:09 PM,2026/04/03 11:19:19 PM,BPD450,ICCR2+CV+GF,0.003609,BSL,0,0.003609,229,ICCR2,1
2604,D5485340,D548534,D5485340,KJ6GQ123WFF1,8M6CL,7712232,2026/04/03 7:36:10 AM,28,SMALL_PARTICLE,SMALL_PARTICLE,-18.459069,-7.854783,4,AME401_PM2,P_78_GABON_R1,2026/04/03 5:36:34 AM,2026/04/03 7:36:10 AM,BPD432,ICCR2+CV+GF,0.010753,BSL,0,0.010753,261,ICCR2,1
2603,D5496480,D549648,D5496480,GT8DH066JKD3,8M5CL,7755486,2026/03/27 2:43:08 AM,626,SMALL_PARTICLE,SMALL_PARTICLE,-1.550056,-0.292963,5,AME409_PM5,P_78_GABON_B10_R3,2026/03/27 1:27:32 AM,2026/03/27 2:43:08 AM,BPD436,ICCR2+CV+GF,0.003659,BSL,0,0.003659,463,ICCR2,1
2512,D5323290AF,D532329,D5323290AF,GQ8TY493JKC5,8M5CL,7864615,2025/12/27 5:33:09 AM,17,SMALL_PARTICLE,SMALL_PARTICLE,-8.957792,18.358129,5,AME409_PM5,P_78_GABON_B10_R3,2025/12/27 4:44:41 AM,2025/12/27 5:33:09 AM,BPD454,ICCR2+CV+GF,0.003836,BSL,0,0.003836,2539,ICCR2,1
2601,D5299420,D529942,D5299420,GP6JL603JKC5,8M5CL,7061767,2026/01/19 9:49:08 PM,593,SMALL_PARTICLE,SMALL_PARTICLE,19.891203,9.436249,5,AME401_PM3,P_78_GABON_B10_R3,2026/01/19 7:11:34 PM,2026/01/19 9:49:08 PM,BPD458,ICCR2+CV+GF,0.003609,BSL,0,0.003609,2124,ICCR2,1
2601,D5413140,D541314,D5413140,GS1YD087JKF6,8M5CL,7443383,2026/01/26 11:50:27 PM,37,SMALL_PARTICLE,SMALL_PARTICLE,5.56406,-8.262748,5,AME411_PM4,P_78_GABON_B10_R3,2026/01/26 10:42:57 PM,2026/01/26 11:50:27 PM,BPD432,ICCR2+CV+GF,0.018459,BSL,0,0.018459,2016,ICCR2,1
2602,D5446240,D544624,D5446240,MCG3W226WAD7,8M6CL,7572001,2026/02/26 3:02:21 AM,27,SMALL_PARTICLE,SMALL_PARTICLE,7.679886,4.358007,4,AME401_PM1,P_78_GABON_R1,2026/02/25 3:27:10 PM,2026/02/26 3:02:21 AM,BPD432,ICCR2+CV+GF,0.010658,BSL,0,0.010658,1047,ICCR2,1
