YYMM,LOT,LOT7,ACTUAL_LOT,WAFER_ID,LAYER,WAFER_KEY,INSPECTION_TIME,DEFECT_ID,CLASS,FINEBIN,WAFER_X_MM,WAFER_Y_MM,Column 14,IMAGE_COUNT,SUBENTITY,RECIPE,SUBENTITY_END_TIME,INSPECT_TIME,INSPECT_TOOL,PILOT_STATUS,SUM_NCDD,STATUS,BEEP_NCDD,SMP_NCDD,ORIGINAL_ROW_NUMBER,PILOT,_INCLUDE
2601,D542936A,D542936,D542936A,KJ4AD387WFG0,8M5CL,7614904,2026/01/13 2:10:17 AM,5778,SMALL_PARTICLE,SMALL_PARTICLE,69.332228,-120.374345,19296.940774,5,AME417_PM6,P_78_GABON_B10_R3,2026/01/12 3:21:17 PM,2026/01/13 2:10:17 AM,BPD444,ICCR2+CV+GF,0.016059,BSL,0.005353,0.010706,2224,ICCR2,1
2512,D5241410,D524141,D5241410,KHT1K346WFF2,8M6CL,6851132,2025/12/11 7:13:35 PM,588,SMALL_PARTICLE,LOWCONF,46.560223,-127.466699,18415.61372,4,AME411_PM1,P_78_GABON_R1,2025/12/11 4:10:34 PM,2025/12/11 7:13:35 PM,BPD450,SRCIP,0.017918,BSL,0.003584,0.014334,2832,SRCIP,1
2601,D5380330,D538033,D5380330,A1ZSS009SLG1,8M5CL,7340114,2026/01/04 10:03:41 AM,20566,SMALL_PARTICLE,SMALL_PARTICLE,61.095669,-121.066673,18389.820082,5,AME417_PM1,P_78_GABON_B10_R3,2026/01/04 8:24:45 AM,2026/01/04 10:03:41 AM,BPD444,CCMR2+ICCR2+CV+GF,0.003692,BSL,0,0.003692,2345,CCMR2,1
2603,D5424350,D542435,D5424350,KJ39G145WFA6,8M6CL,7484679,2026/03/02 6:31:11 PM,48,SMALL_PARTICLE,SMALL_PARTICLE,-86.702094,-103.020365,18130.448709,4,AME417_PM2,P_78_GABON_R1,2026/03/02 5:33:19 PM,2026/03/02 6:31:11 PM,BPD432,ICCR2+CV+GF,0.010753,BSL,0,0.010753,915,ICCR2,1
2512,D5295710D,D529571,D5295710D,GP6ZP329JKA6,8M6CL,7741472,2025/12/04 1:53:55 PM,306,SMALL_PARTICLE,SMALL_PARTICLE,-27.709083,-131.199106,17980.998696,4,AME411_PM1,P_78_GABON_R1,2025/12/04 12:34:49 PM,2025/12/04 1:53:55 PM,BPD458,SRCIP,0.017921,BSL,0.007168,0.010753,2963,SRCIP,1
2601,D5322970,D532297,D5322970,A1YQA051SLC1,8M6CL,7141317,2026/01/22 10:55:43 AM,23,SMALL_PARTICLE,SMALL_PARTICLE,119.86026,73.753516,19806.06305,4,AME427_PM3,P_78_GABON,2026/01/22 10:10:16 AM,2026/01/22 10:55:43 AM,BPD454,POR+CV+GF,0.010753,BSL,0,0.010753,2075,POR,1
2601,D5355350,D535535,D5355350,KJ1JT354WFH1,8M5CL,7252838,2026/01/03 6:24:16 AM,1347,SMALL_PARTICLE,SMALL_PARTICLE,-122.808897,64.694346,19267.383587,5,AME409_PM1,P_78_GABON_B10_R3,2026/01/03 5:27:29 AM,2026/01/03 6:24:16 AM,BPD446,ICCR2+CV+GF,0.00966,BSL,0,0.00966,2378,ICCR2,1
2603,D5451770,D545177,D5451770,KJ57R165WFE2,8M5CL,7591211,2026/03/25 9:01:38 AM,19934,SMALL_PARTICLE,SMALL_PARTICLE,69.268194,-115.475968,18132.781886,5,AME427_PM6,P_78_GABON_B10_R3,2026/03/25 7:49:32 AM,2026/03/25 9:01:38 AM,BPD444,ICCR2+CV+GF,0.00923,BSL,0.004615,0.004615,487,ICCR2,1
2604,D5485340,D548534,D5485340,KJ6GQ055WFF7,8M6CL,7712288,2026/04/03 7:36:10 AM,177,SMALL_PARTICLE,SMALL_PARTICLE,131.552427,-28.782169,18134.454302,4,AME401_PM1,P_78_GABON_R1,2026/04/03 5:43:41 AM,2026/04/03 7:36:10 AM,BPD432,ICCR2+CV+GF,0.010752,BSL,0.003584,0.007168,258,ICCR2,1
2512,D5413110,D541311,D5413110,MCFJF115WAF1,8M6CL,7442154,2025/12/21 9:42:36 PM,68,SMALL_PARTICLE,SMALL_PARTICLE,32.627529,-134.649568,19195.061811,4,AME423_PM4,P_78_GABON_R1,2025/12/21 3:48:01 PM,2025/12/21 9:42:36 PM,BPD432,ICCR2+CV+GF,0.017921,BSL,0,0.017921,2640,ICCR2,1
2603,D5501560,D550156,D5501560,KJ7KF009WFC6,8M6CL,7768854,2026/03/10 7:01:08 AM,30,SMALL_PARTICLE,SMALL_PARTICLE,-135.957674,40.540784,20128.044287,4,AME421_PM3,P_78_GABON_R1,2026/03/10 5:01:56 AM,2026/03/10 7:01:08 AM,BPD436,ICCR2+CV+GF,0.017921,BSL,0.003584,0.014337,769,ICCR2,1
2604,D5512570Q,D551257,D5512570Q,KJ7KG376WFE4,8M6CL,8364206,2026/04/08 8:27:26 AM,94681,SMALL_PARTICLE,SMALL_PARTICLE,70.74371,118.492283,19045.093635,4,AME421_PM6,P_78_GABON_R1,2026/04/08 6:37:54 AM,2026/04/08 8:27:26 AM,BPD450,SRCIP,0.017763,BSL,0,0.017763,103,SRCIP,1
2604,D5501740,D550174,D5501740,KJ7HA045WFA2,8M6CL,7777173,2026/04/08 7:36:52 AM,9,SMALL_PARTICLE,SMALL_PARTICLE,-129.319588,38.839077,18232.029743,4,AME411_PM1,P_78_GABON_R1,2026/04/08 3:22:19 AM,2026/04/08 7:36:52 AM,BPD446,SRCIP,0.010753,BSL,0,0.010753,109,SRCIP,1
2602,D5435460,D543546,D5435460,MCFTG383WAF1,8M6CL,7525684,2026/02/17 1:24:05 AM,346,SMALL_PARTICLE,SMALL_PARTICLE,-117.189816,-74.578303,19295.376252,4,AME403_PM2,P_78_GABON_R1,2026/02/17 12:30:38 AM,2026/02/17 1:24:05 AM,BPD454,ICCR2+CV,0.006233,BSL,0,0.006233,1261,ICCR2,1
2604,D5435390,D543539,D5435390,KJ39G021WFF1,8M6CL,7524703,2026/04/08 8:08:57 AM,1619,SMALL_PARTICLE,SMALL_PARTICLE,83.336905,-109.894821,19021.911418,4,AME417_PM6,P_78_GABON_R1,2026/04/08 5:56:26 AM,2026/04/08 8:08:57 AM,BPD454,ICCR2+CV+GF,0.003584,BSL,0,0.003584,106,ICCR2,1
2601,D5322970,D532297,D5322970,A1YVB085SLD6,8M6CL,7141462,2026/01/22 10:55:43 AM,128,SMALL_PARTICLE,SMALL_PARTICLE,113.06657,74.642043,18355.483835,4,AME427_PM3,P_78_GABON,2026/01/22 10:15:15 AM,2026/01/22 10:55:43 AM,BPD454,POR+CV+GF,0.017921,BSL,0,0.017921,2074,POR,1
2602,D5451830,D545183,D5451830,GS6CV541JKD7,8M6CL,7590968,2026/02/16 9:27:21 PM,73,SMALL_PARTICLE,SMALL_PARTICLE,135.295598,35.716283,19580.55171,4,AME417_PM1,P_78_GABON_R1,2026/02/16 7:54:03 PM,2026/02/16 9:27:21 PM,BPD448,CCMR2+ICCR2+CV+GF,0.003584,BSL,0,0.003584,1268,CCMR2,1
2601,D541909A,D541909,D541909A,GR8XT887JDE2,8M5CL,7952664,2026/01/14 11:28:56 PM,1111,SMALL_PARTICLE,SMALL_PARTICLE,-116.144972,76.452617,19334.657167,5,AME411_PM2,P_78_GABON_B10_R3,2026/01/14 9:49:13 PM,2026/01/14 11:28:56 PM,BPD454,ICCR2+CV+GF,0.007383,BSL,0,0.007383,2201,ICCR2,1
2604,D5501720AK,D550172,D5501720AK,MCK3P178WAD6,8M6CL,8379204,2026/04/07 5:49:33 AM,78,SMALL_PARTICLE,SMALL_PARTICLE,-45.956237,-129.736407,18943.51102,4,AME411_PM1,P_78_GABON_R1,2026/04/07 4:13:07 AM,2026/04/07 5:49:33 AM,BPD454,SRCIP,0.007106,BSL,0.003553,0.003553,134,SRCIP,1
2602,D5463050,D546305,D5463050,GS4VR288JKC6,8M6CL,7627644,2026/02/16 6:24:41 PM,179,SMALL_PARTICLE,SMALL_PARTICLE,111.112034,-84.032091,19407.276417,4,AME403_PM2,P_78_GABON_R1,2026/02/16 4:58:07 PM,2026/02/16 6:24:41 PM,BPD444,ICCR2+CV,0.007105,BSL,0,0.007105,1279,ICCR2,1
2512,D5355250,D535525,D5355250,GR0QX228JKG7,8M5CL,7250817,2025/12/03 3:18:48 PM,61,SMALL_PARTICLE,SMALL_PARTICLE,93.595303,95.622081,17903.663118,9,AME417_PM4,P_78_GABON_B10_R3,2025/12/03 1:29:32 PM,2025/12/03 3:18:48 PM,BPD442,CCMR2+ICCR2+CV+GF,0.007167,BSL,0,0.007167,3015,CCMR2,1
2512,D547R190,D547R19,D547R190,GAKFA034MMG6,8M5CL,7868382,2025/12/27 8:49:26 PM,1963,SMALL_PARTICLE,SMALL_PARTICLE,-38.018969,-129.811666,18296.510634,5,AME421_PM6,P_78_GABON_B10_R3,2025/12/27 5:51:13 AM,2025/12/27 8:49:26 PM,BPD446,SRCIP,0.003584,BSL,0,0.003584,2528,SRCIP,1
2601,D5380500,D538050,D5380500,MCCYF645WAC0,8M6CL,7341850,2026/01/08 12:28:45 PM,55,SMALL_PARTICLE,SMALL_PARTICLE,-117.771936,-74.056737,19354.629204,4,AME409_PM4,P_78_GABON_R1,2026/01/08 10:50:58 AM,2026/01/08 12:28:45 PM,BPD436,ICCR2+CV+GF,0.010752,BSL,0.003584,0.007168,2290,ICCR2,1
2601,D5344910X,D534491,D5344910X,A0SWX042SLC2,8M6CL,7893379,2026/01/04 9:59:31 AM,211,SMALL_PARTICLE,SMALL_PARTICLE,-132.418132,-30.537042,18467.072616,4,AME425_PM4,P_78_GABON,2026/01/04 8:22:40 AM,2026/01/04 9:59:31 AM,BPD442,POR+CV+GF,0.007106,BSL,0.003553,0.003553,2346,POR,1
2602,D5463310,D546331,D5463310,GR0ZC797JDB5,8M6CL,7636263,2026/02/25 11:57:26 AM,329,SMALL_PARTICLE,SMALL_PARTICLE,114.034094,-73.63208,18425.4578,4,AME403_PM3,P_78_GABON_R1,2026/02/25 10:29:08 AM,2026/02/25 11:57:26 AM,BPD454,ICCR2+CV,0.007168,BSL,0,0.007168,1053,ICCR2,1
2601,D541909A,D541909,D541909A,GR8XT883JDC0,8M5CL,7833217,2026/01/14 11:28:56 PM,2345,SMALL_PARTICLE,SMALL_PARTICLE,-127.229311,-64.316472,20323.906148,5,AME411_PM2,P_78_GABON_B10_R3,2026/01/14 10:23:28 PM,2026/01/14 11:28:56 PM,BPD454,ICCR2+CV+GF,0.003692,BSL,0,0.003692,2199,ICCR2,1
2601,D5334310,D533431,D5334310,KJ0AA571WFC4,8M6CL,7176735,2026/01/09 11:25:30 AM,96,SMALL_PARTICLE,SMALL_PARTICLE,-40.750251,-135.300591,19966.832882,4,AME425_PM2,P_78_GABON,2026/01/09 9:14:25 AM,2026/01/09 11:25:30 AM,BPD448,POR+CV+GF,0.007168,BSL,0.003584,0.003584,2270,POR,1
2512,D5334390,D533439,D5334390,GQ6BB353JKA2,8M6CL,7178691,2025/12/21 11:10:07 PM,1282,SMALL_PARTICLE,SMALL_PARTICLE,48.045908,129.076172,18969.067454,4,AME425_PM2,P_78_GABON,2025/12/21 10:05:20 PM,2025/12/21 11:10:07 PM,BPD448,POR+CV+GF,0.007168,BSL,0.003584,0.003584,2631,POR,1
2603,D5484930,D548493,D5484930,GT3FZ405JKB4,8M6CL,7702178,2026/03/24 5:55:42 PM,381,SMALL_PARTICLE,SMALL_PARTICLE,70.328108,-116.064936,18417.112144,4,AME417_PM6,P_78_GABON_R1,2026/03/24 4:09:15 PM,2026/03/24 5:55:42 PM,BPD442,ICCR2+CV+GF,0.003609,BSL,0,0.003609,493,ICCR2,1
2512,D5295710,D529571,D5295710,GP6ZP326JKC6,8M6CL,7050899,2025/12/03 2:06:57 AM,131734,SMALL_PARTICLE,SMALL_PARTICLE,-142.112925,3.558209,20208.744303,4,AME403_PM6,P_78_GABON,2025/12/02 11:46:59 PM,2025/12/03 2:06:57 AM,BPD448,POR+CV,0.007105,BSL,0,0.007105,3023,POR,1
2601,D5380320,D538032,D5380320,A20H5078SLG4,8M5CL,7337183,2026/01/12 6:05:49 AM,3563,SMALL_PARTICLE,SMALL_PARTICLE,-46.159736,133.26948,19891.475527,5,AME417_PM2,P_78_GABON_B10_R3,2026/01/12 4:41:48 AM,2026/01/12 6:05:49 AM,BPD444,ICCR2+CV+GF,0.014637,BSL,0,0.014637,2232,ICCR2,1
2602,D5424770P,D542477,D5424770P,KJ39E048WFG2,8M6CL,8094698,2026/02/15 10:31:21 PM,489,SMALL_PARTICLE,SMALL_PARTICLE,-38.854693,-133.868973,19430.5891,4,AME421_PM6,P_78_GABON_R1,2026/02/15 9:10:07 PM,2026/02/15 10:31:21 PM,BPD442,SRCIP,0.014211,BSL,0.010658,0.003553,1299,SRCIP,1
2604,D6015060,D601506,D6015060,5DXAI209MVG3,8M6CL,7873216,2026/04/03 3:29:45 PM,73,SMALL_PARTICLE,SMALL_PARTICLE,58.631033,120.100751,17861.788421,4,AME403_PM3,P_78_GABON_R1,2026/04/03 1:37:39 PM,2026/04/03 3:29:45 PM,BPD458,ICCR2+CV,0.014437,BSL,0,0.014437,242,ICCR2,1
2601,D5322690,D532269,D5322690,A1YCG007SLC2,8M5CL,7147889,2026/01/31 6:22:24 PM,171,SMALL_PARTICLE,SMALL_PARTICLE,-34.885737,128.918852,17837.085047,5,AME409_PM5,P_78_GABON_B10_R3,2026/01/31 1:47:45 PM,2026/01/31 6:22:24 PM,BPD458,ICCR2+CV+GF,0.014437,BSL,0,0.014437,1920,ICCR2,1
2604,D6026080,D602608,D6026080,KJ7YL025WFC1,8M6CL,7919736,2026/04/09 10:28:50 AM,1014,SMALL_PARTICLE,SMALL_PARTICLE,32.059055,135.478451,19382.193693,4,AME417_PM6,P_78_GABON_R1,2026/04/09 7:01:26 AM,2026/04/09 10:28:50 AM,BPD436,ICCR2+CV+GF,0.010827,BSL,0.003609,0.007218,88,ICCR2,1
2603,D5484950,D548495,D5484950,GT4JT176JKH2,8M5CL,7702215,2026/03/01 4:30:05 AM,439,SMALL_PARTICLE,SMALL_PARTICLE,135.605441,31.645087,19390.24716,5,AME417_PM3,P_78_GABON_B10_R3,2026/03/01 2:24:48 AM,2026/03/01 4:30:05 AM,BPD448,CCMR2+ICCR2+CV+GF,0.007167,BSL,0,0.007167,957,CCMR2,1
2602,D5463310,D546331,D5463310,GR0ZC798JDF7,8M5CL,7636215,2026/02/22 10:29:03 PM,3508,SMALL_PARTICLE,SMALL_PARTICLE,-86.87245,109.964854,19639.091684,5,AME419_PM4,P_78_GABON_B10_R3,2026/02/22 9:33:12 PM,2026/02/22 10:29:03 PM,BPD450,ICCR2+CV+GF,0.018662,BSL,0,0.018662,1096,ICCR2,1
2603,D5491260,D549126,D5491260,GT5VX104JKG5,8M5CL,7744938,2026/03/08 6:19:58 AM,12285,SMALL_PARTICLE,SMALL_PARTICLE,-45.896281,-132.108067,19559.009976,5,AME417_PM5,P_78_GABON_B10_R3,2026/03/08 4:36:52 AM,2026/03/08 6:19:58 AM,BPD444,ICCR2+CV+GF,0.011343,BSL,0.003659,0.007684,809,ICCR2,1
2602,D5401910,D540191,D5401910,GS2UG002JKF7,8M6CL,7407844,2026/02/01 11:34:40 PM,340,SMALL_PARTICLE,SMALL_PARTICLE,-23.696346,-133.581901,18405.641089,4,AME425_PM1,P_78_GABON,2026/02/01 9:46:58 PM,2026/02/01 11:34:40 PM,BPD450,POR+CV+GF,0.007106,BSL,0.003553,0.003553,1901,POR,1
2601,D532263A,D532263,D532263A,KHZBU430WFD4,8M6CL,7683885,2026/01/22 2:14:26 PM,73,SMALL_PARTICLE,SMALL_PARTICLE,22.140494,135.740654,18915.726623,4,AME419_PM4,P_78_GABON,2026/01/22 1:26:31 PM,2026/01/22 2:14:26 PM,BPD458,POR+CV+GF,0.017918,BSL,0.003584,0.014334,2066,POR,1
2602,D5413480,D541348,D5413480,MCFFR004WAE4,8M6CL,7451930,2026/02/02 2:08:30 AM,15,SMALL_PARTICLE,SMALL_PARTICLE,-124.444808,64.486235,19644.984743,4,AME423_PM1,P_78_GABON_R1,2026/02/02 12:47:11 AM,2026/02/02 2:08:30 AM,BPD432,ICCR2+CV+GF,0.014211,BSL,0,0.014211,1899,ICCR2,1
2601,D5334360,D533436,D5334360,GQ5EV261JKE3,8M5CL,7178457,2026/01/14 3:31:13 PM,3117,SMALL_PARTICLE,SMALL_PARTICLE,25.858317,-132.052543,18106.526671,5,AME409_PM6,P_78_GABON_B10_R3,2026/01/14 1:26:55 PM,2026/01/14 3:31:13 PM,BPD436,ICCR2+CV,0.007383,BSL,0,0.007383,2209,ICCR2,1
2601,D5424860,D542486,D5424860,A20V6037SLE4,8M6CL,7495968,2026/01/31 4:20:07 PM,95,SMALL_PARTICLE,SMALL_PARTICLE,-37.585466,135.306967,19720.642573,4,AME427_PM6,P_78_GABON,2026/01/31 2:59:59 PM,2026/01/31 4:20:07 PM,BPD432,POR+CV+GF,0.010753,BSL,0,0.010753,1917,POR,1
2603,D5484990,D548499,D5484990,A24QB029SLF4,8M6CL,7702159,2026/03/15 6:18:37 AM,60,SMALL_PARTICLE,SMALL_PARTICLE,-17.301514,135.611857,18689.918146,4,AME423_PM3,P_78_GABON_R1,2026/03/15 12:59:27 AM,2026/03/15 6:18:37 AM,BPD436,ICCR2+CV+GF,0.007168,BSL,0,0.007168,657,ICCR2,1
2512,D5306440W,D530644,D5306440W,GP1WY160JKE1,8M5CL,7749476,2025/12/03 1:21:00 AM,1606,SMALL_PARTICLE,SMALL_PARTICLE,-3.897666,134.673816,18152.228516,5,AME411_PM1,P_78_GABON_B10_R3,2025/12/02 11:56:47 PM,2025/12/03 1:21:00 AM,BPD454,SRCIP,0.003903,BSL,0,0.003903,3022,SRCIP,1
2602,D5402320,D540232,D5402320,GS2UF434JKB7,8M6CL,7415648,2026/02/12 11:36:07 PM,69,SMALL_PARTICLE,SMALL_PARTICLE,-45.113837,-129.11232,18705.249465,4,AME425_PM5,P_78_GABON,2026/02/12 9:25:04 PM,2026/02/12 11:36:07 PM,BPD432,POR+CV+GF,0.003553,BSL,0,0.003553,1339,POR,1
2512,D5334220,D533422,D5334220,A1UPA020SLD3,8M6CL,7175169,2025/12/29 10:49:40 PM,116279,SMALL_PARTICLE,SMALL_PARTICLE,-70.217623,113.698774,17857.925789,4,AME403_PM4,P_78_GABON,2025/12/29 8:32:25 PM,2025/12/29 10:49:40 PM,BPD432,POR+CV,0.003553,BSL,0,0.003553,2466,POR,1
2604,D6026440,D602644,D6026440,GT7EJ003JKC3,8M6CL,7912585,2026/04/13 4:20:03 PM,15,SMALL_PARTICLE,SMALL_PARTICLE,134.320843,-6.704517,18087.039412,4,AME423_PM1,P_78_GABON_R1,2026/04/13 12:30:23 PM,2026/04/13 4:20:03 PM,BPD444,ICCR2+CV+GF,0.010752,BSL,0.003584,0.007168,1411,ICCR2,1
2602,D547939A,D547939,D547939A,GT3FY039JKF5,8M5CL,7968589,2026/02/16 8:07:11 PM,1383,SMALL_PARTICLE,SMALL_PARTICLE,34.682857,134.519732,19298.458867,5,AME421_PM4,P_78_GABON_B10_R3,2026/02/16 5:44:24 PM,2026/02/16 8:07:11 PM,BPD444,ICCR2+CV,0.014766,BSL,0.007383,0.007383,1277,ICCR2,1
2603,D5491210,D549121,D5491210,KJ6GY332WFG5,8M6CL,7742379,2026/03/25 3:41:40 PM,123,SMALL_PARTICLE,SMALL_PARTICLE,-39.86116,-128.410528,18078.175778,4,AME409_PM6,P_78_GABON_R1,2026/03/25 12:55:46 PM,2026/03/25 3:41:40 PM,BPD442,ICCR2+CV,0.018733,BSL,0.004522,0.014211,482,ICCR2,1
2602,D5413370,D541337,D5413370,GS0ZL252JKC7,8M5CL,7447077,2026/02/18 7:22:02 AM,2782,SMALL_PARTICLE,SMALL_PARTICLE,-39.488391,-134.179611,19563.501032,5,AME421_PM1,P_78_GABON_B10_R3,2026/02/18 5:47:51 AM,2026/02/18 7:22:02 AM,BPD432,CCMR2+ICCR2+CV+GF,0.003659,BSL,0,0.003659,1222,CCMR2,1
2603,D547ERF0,D547ERF,D547ERF0,KJ69G447WFE7,8M6CL,7699045,2026/03/28 9:49:22 PM,906,SMALL_PARTICLE,SMALL_PARTICLE,117.802749,72.544967,19140.259909,6,AME403_PM6,P_78_ROADRUNNER_R1,2026/03/28 8:36:25 PM,2026/03/28 9:49:22 PM,BPD432,ICCR2+CV,0.005289,BSL,0,0.005289,448,ICCR2,1
2602,D5424880,D542488,D5424880,MCEWL451WAG0,8M6CL,7498097,2026/02/12 8:57:40 PM,142,SMALL_PARTICLE,SMALL_PARTICLE,-41.305488,-130.110672,18634.930307,4,AME411_PM2,P_78_GABON_R1,2026/02/12 7:28:52 PM,2026/02/12 8:57:40 PM,BPD454,ICCR2+CV+GF,0.007168,BSL,0,0.007168,1341,ICCR2,1
2603,D541E7PA,D541E7P,D541E7PA,A20V6146SLD7,8M5CL,7705028,2026/03/11 11:49:46 PM,7423,SMALL_PARTICLE,SMALL_PARTICLE,20.311035,-137.715825,19378.186598,9,AME417_PM6,P_78_GABON_B10_R3,2026/03/11 10:12:20 PM,2026/03/11 11:49:46 PM,BPD450,ICCR2+CV+GF,0.005273,BSL,0,0.005273,732,ICCR2,1
2601,D5391100,D539110,D5391100,GS3WB727JKG4,8M6CL,7391743,2026/01/19 5:48:45 AM,237,SMALL_PARTICLE,SMALL_PARTICLE,-122.298408,-53.992942,17872.138385,4,AME403_PM5,P_78_GABON,2026/01/19 3:54:14 AM,2026/01/19 5:48:45 AM,BPD432,POR+CV+GF,0.014336,BSL,0.007168,0.007168,2142,POR,1
2604,D6021040,D602104,D6021040,KJ7KK004WFF4,8M6CL,7907507,2026/04/15 12:38:04 AM,51,SMALL_PARTICLE,SMALL_PARTICLE,-47.551566,132.899689,19923.478765,4,AME423_PM3,P_78_GABON_R1,2026/04/14 9:56:21 PM,2026/04/15 12:38:04 AM,BPD454,ICCR2+CV+GF,0.010658,BSL,0,0.010658,1480,ICCR2,1
2604,D6031270,D603127,D6031270,GT7PS426JKF3,8M6CL,7950883,2026/04/15 12:48:44 AM,168,SMALL_PARTICLE,SMALL_PARTICLE,-133.215829,22.045257,18232.450452,4,AME411_PM2,P_78_GABON_R1,2026/04/14 10:33:22 PM,2026/04/15 12:48:44 AM,BPD448,ICCR2+CV+GF,0.003584,BSL,0,0.003584,1477,ICCR2,1
2604,D6014950,D601495,D6014950,GT6QX355JKD6,8M5CL,7869601,2026/04/15 1:03:41 AM,4184,SMALL_PARTICLE,SMALL_PARTICLE,-25.790835,131.889357,18059.96966,5,AME401_PM1,P_78_GABON_B10_R3,2026/04/14 11:25:24 PM,2026/04/15 1:03:41 AM,BPD448,ICCR2+CV+GF,0.010827,BSL,0.003609,0.007218,1475,ICCR2,1
2604,D6015700,D601570,D6015700,KJ7KK160WFH2,8M6CL,7891073,2026/04/15 6:51:43 AM,3522,SMALL_PARTICLE,SMALL_PARTICLE,133.334118,-36.895928,19139.296526,4,AME427_PM6,P_78_GABON_R1,2026/04/15 2:35:31 AM,2026/04/15 6:51:43 AM,BPD458,ICCR2+CV+GF,0.007105,BSL,0,0.007105,1467,ICCR2,1
2604,D6021040,D602104,D6021040,KJ7KK021WFB6,8M6CL,7907584,2026/04/15 11:49:42 AM,65,SMALL_PARTICLE,SMALL_PARTICLE,-60.846142,-118.780475,17811.054238,4,AME423_PM4,P_78_GABON_R1,2026/04/14 10:03:29 PM,2026/04/15 11:49:42 AM,BPD446,ICCR2+CV+GF,0.017921,BSL,0.003584,0.014337,1479,ICCR2,1
2604,D6021080,D602108,D6021080,KJ7KE239WFG6,8M5CL,7907494,2026/04/16 9:48:25 AM,3916,SMALL_PARTICLE,SMALL_PARTICLE,116.256396,-73.357824,18896.919953,5,AME425_PM4,P_78_GABON_B10_R4,2026/04/16 8:44:28 AM,2026/04/16 9:48:25 AM,BPD458,SRCIP,0.003876,BSL,0,0.003876,1495,SRCIP,1
2604,D6015450,D601545,D6015450,5DXBG149MVF3,8M6CL,7883410,2026/04/17 12:26:41 PM,113,SMALL_PARTICLE,SMALL_PARTICLE,136.443043,-18.728766,18967.470659,4,AME423_PM5,P_78_GABON_R1,2026/04/17 9:33:30 AM,2026/04/17 12:26:41 PM,BPD450,ICCR2+CV+GF,0.003584,BSL,0,0.003584,1719,ICCR2,1
2604,D550E800,D550E80,D550E800,5DWZH313MVF5,8M6CL,7796360,2026/04/21 11:12:45 PM,1954,SMALL_PARTICLE,SMALL_PARTICLE,-66.890028,119.883457,18846.319108,6,AME419_PM3,P_78_ROADRUNNER_R1,2026/04/21 9:44:27 PM,2026/04/21 11:12:45 PM,BPD458,ICCR2+CV+GF,0.005289,BSL,0,0.005289,1615,ICCR2,1
2604,D6021040,D602104,D6021040,KJ7KK004WFF4,8M6CL,7907507,2026/04/15 12:38:04 AM,51,SMALL_PARTICLE,SMALL_PARTICLE,-47.551566,132.899689,19923.478765,4,AME423_PM3,P_78_GABON_R1,2026/04/14 9:56:21 PM,2026/04/15 12:38:04 AM,BPD454,ICCR2+CV+GF,0.010658,BSL,0,0.010658,1480,ICCR2,1
2604,D6031270,D603127,D6031270,GT7PS426JKF3,8M6CL,7950883,2026/04/15 12:48:44 AM,168,SMALL_PARTICLE,SMALL_PARTICLE,-133.215829,22.045257,18232.450452,4,AME411_PM2,P_78_GABON_R1,2026/04/14 10:33:22 PM,2026/04/15 12:48:44 AM,BPD448,ICCR2+CV+GF,0.003584,BSL,0,0.003584,1477,ICCR2,1
2604,D6014950,D601495,D6014950,GT6QX355JKD6,8M5CL,7869601,2026/04/15 1:03:41 AM,4184,SMALL_PARTICLE,SMALL_PARTICLE,-25.790835,131.889357,18059.96966,5,AME401_PM1,P_78_GABON_B10_R3,2026/04/14 11:25:24 PM,2026/04/15 1:03:41 AM,BPD448,ICCR2+CV+GF,0.010827,BSL,0.003609,0.007218,1475,ICCR2,1
2604,D6015700,D601570,D6015700,KJ7KK160WFH2,8M6CL,7891073,2026/04/15 6:51:43 AM,3522,SMALL_PARTICLE,SMALL_PARTICLE,133.334118,-36.895928,19139.296526,4,AME427_PM6,P_78_GABON_R1,2026/04/15 2:35:31 AM,2026/04/15 6:51:43 AM,BPD458,ICCR2+CV+GF,0.007105,BSL,0,0.007105,1467,ICCR2,1
2604,D6021040,D602104,D6021040,KJ7KK021WFB6,8M6CL,7907584,2026/04/15 11:49:42 AM,65,SMALL_PARTICLE,SMALL_PARTICLE,-60.846142,-118.780475,17811.054238,4,AME423_PM4,P_78_GABON_R1,2026/04/14 10:03:29 PM,2026/04/15 11:49:42 AM,BPD446,ICCR2+CV+GF,0.017921,BSL,0.003584,0.014337,1479,ICCR2,1
2604,D6021080,D602108,D6021080,KJ7KE239WFG6,8M5CL,7907494,2026/04/16 9:48:25 AM,3916,SMALL_PARTICLE,SMALL_PARTICLE,116.256396,-73.357824,18896.919953,5,AME425_PM4,P_78_GABON_B10_R4,2026/04/16 8:44:28 AM,2026/04/16 9:48:25 AM,BPD458,SRCIP,0.003876,BSL,0,0.003876,1495,SRCIP,1
2604,D6015450,D601545,D6015450,5DXBG149MVF3,8M6CL,7883410,2026/04/17 12:26:41 PM,113,SMALL_PARTICLE,SMALL_PARTICLE,136.443043,-18.728766,18967.470659,4,AME423_PM5,P_78_GABON_R1,2026/04/17 9:33:30 AM,2026/04/17 12:26:41 PM,BPD450,ICCR2+CV+GF,0.003584,BSL,0,0.003584,1719,ICCR2,1
