PERIOD_START,PERIOD_END,DEVICE,LAYER,PERIOD_DAYS,SAMPLE_SIZE,FIRST_WAFER_TIME,LAST_WAFER_TIME,ZERO_BEEP_DEFECT_RATE,ZERO_SMP_DEFECT_RATE,ZERO_BEEP_LOT_DEFECT_RATE,ZERO_SMP_LOT_DEFECT_RATE,CCMR2_ON_RATE,ICCR2_ON_RATE,GF_ON_RATE,CV_ON_RATE,SRCIP_ON_RATE,P_ORDER_BEEP_CLEAN_AVG,P_ORDER_BEEP_DEFECTIVE_AVG,P_ORDER_BEEP_CLEAN_COUNT,P_ORDER_BEEP_DEFECTIVE_COUNT,P_ORDER_SMP_CLEAN_AVG,P_ORDER_SMP_DEFECTIVE_AVG,P_ORDER_SMP_CLEAN_COUNT,P_ORDER_SMP_DEFECTIVE_COUNT,UNW_12HRS_BEEP_CLEAN_AVG,UNW_12HRS_BEEP_DEFECTIVE_AVG,UNW_12HRS_BEEP_CLEAN_COUNT,UNW_12HRS_BEEP_DEFECTIVE_COUNT,UNW_12HRS_SMP_CLEAN_AVG,UNW_12HRS_SMP_DEFECTIVE_AVG,UNW_12HRS_SMP_CLEAN_COUNT,UNW_12HRS_SMP_DEFECTIVE_COUNT,S_SCAN_TOTAL,S_SCAN_AVG,N_SCAN_TOTAL,N_SCAN_AVG
2025-05-22,2025-05-28,PNCB,8M5CL,7,14,2025-05-27 09:31:29,2025-05-28 20:07:59,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.7857142857142857,0.0,1.0,0.0,0.0,0.0,5.384615384615385,6.0,13,1,5.166666666666667,7.0,12,2,52.47722047476923,60.601933086,13,1,53.4004832715,51.0,12,2,130,9.285714285714286,130,9.285714285714286
2025-05-29,2025-06-04,PNCB,8M5CL,7,12,2025-06-04 03:48:22,2025-06-04 03:48:22,0.0,0.25,0.0,1.0,0.0,1.0,0.5,0.0,0.0,3.5,,12,0,3.7777777777777777,2.6666666666666665,9,3,63.103199358999994,,12,0,62.31395498577778,65.47093247866667,9,3,72,6.0,144,12.0
2025-06-05,2025-06-11,PNCB,8M5CL,7,62,2025-06-05 09:33:11,2025-06-11 09:32:06,0.04838709677419355,0.27419354838709675,0.2903225806451613,0.6774193548387096,0.3870967741935484,1.0,0.0,0.6774193548387096,0.0,11.101694915254237,7.333333333333333,59,3,10.28888888888889,12.588235294117647,45,17,65.43625488711865,35.666666666666664,59,3,70.54975640755556,46.64705882352941,45,17,436,7.032258064516129,436,7.032258064516129
2025-06-12,2025-06-18,PNCB,8M5CL,7,62,2025-06-12 00:10:08,2025-06-18 22:32:08,0.04838709677419355,0.16129032258064516,0.3870967741935484,0.6129032258064516,0.2903225806451613,1.0,0.0,0.3548387096774194,0.0,6.898305084745763,8.333333333333334,59,3,7.403846153846154,4.7,52,10,77.44183071044068,117.93572932,59,3,78.19103989199999,85.69411254920001,52,10,685,11.048387096774194,685,11.048387096774194
2025-06-19,2025-06-25,PNCB,8M5CL,7,29,2025-06-19 00:48:53,2025-06-24 22:35:44,0.034482758620689655,0.3448275862068966,0.4827586206896552,0.6896551724137931,0.0,1.0,0.5517241379310345,0.5517241379310345,0.0,7.321428571428571,3.0,28,1,5.894736842105263,9.6,19,10,67.83441966907142,8.0,28,1,65.77239799042106,65.76881889159999,19,10,330,11.379310344827585,356,12.275862068965518
2025-06-26,2025-07-02,PNCB,8M5CL,7,19,2025-06-28 02:14:12,2025-07-02 21:21:35,0.10526315789473684,0.0,0.21052631578947367,0.0,0.05263157894736842,1.0,0.9473684210526315,1.0,0.0,5.235294117647059,2.0,17,2,4.894736842105263,,19,0,58.88235294117647,42.5,17,2,57.1578947368421,,19,0,79,4.157894736842105,141,7.421052631578948
2025-07-03,2025-07-09,PNCB,8M5CL,7,100,2025-07-04 01:20:09,2025-07-09 08:03:08,0.05,0.21,0.4,0.82,0.15,1.0,0.85,1.0,0.0,5.2,6.8,95,5,5.227848101265823,5.476190476190476,79,21,57.40815839901056,39.8,95,5,60.04577756639244,43.29326762671429,79,21,916,9.16,1704,17.04
2025-07-10,2025-07-16,PNCB,8M5CL,7,63,2025-07-10 02:00:13,2025-07-16 16:16:01,0.07936507936507936,0.14285714285714285,0.3492063492063492,0.8412698412698413,0.0,1.0,0.9047619047619048,0.9047619047619048,0.0,5.948275862068965,4.4,58,5,5.962962962962963,5.0,54,9,39.3382676882069,15.2,58,5,37.28425194314815,38.25221344288889,54,9,569,9.031746031746032,641,10.174603174603174
2025-07-17,2025-07-23,PNCB,8M5CL,7,52,2025-07-17 03:36:17,2025-07-23 10:25:56,0.07692307692307693,0.2692307692307692,0.4423076923076923,0.7307692307692307,0.0,1.0,0.9615384615384616,0.9615384615384616,0.0,6.541666666666667,6.25,48,4,5.605263157894737,9.0,38,14,42.357064866625,34.713546031250004,48,4,35.033101833394745,60.05253057528572,38,14,442,8.5,442,8.5
2025-07-24,2025-07-30,PNCB,8M5CL,7,54,2025-07-24 10:58:38,2025-07-30 00:08:20,0.037037037037037035,0.1111111111111111,0.4074074074074074,0.5185185185185185,0.1111111111111111,1.0,0.8888888888888888,1.0,0.0,7.5576923076923075,9.0,52,2,7.4375,9.0,48,6,29.15704073026923,13.0,52,2,29.647563728895832,19.847176497833335,48,6,484,8.962962962962964,484,8.962962962962964
2025-07-31,2025-08-06,PNCB,8M5CL,7,131,2025-07-31 01:58:01,2025-08-05 15:29:58,0.022900763358778626,0.31297709923664124,0.1450381679389313,0.7557251908396947,0.06870229007633588,1.0,0.6335877862595419,1.0,0.0,8.828125,5.333333333333333,128,3,8.28888888888889,9.75609756097561,90,41,67.9572621919375,87.84301498,128,3,68.80735181786666,67.54626687560975,90,41,1351,10.312977099236642,1357,10.358778625954198
2025-08-07,2025-08-13,PNCB,8M5CL,7,31,2025-08-07 04:08:20,2025-08-11 21:33:27,0.0967741935483871,0.3870967741935484,0.2903225806451613,0.9354838709677419,0.3225806451612903,1.0,0.6774193548387096,1.0,0.0,8.0,2.6666666666666665,28,3,8.0,6.666666666666667,19,12,53.964285714285715,30.0,28,3,43.10526315789474,65.16666666666667,19,12,229,7.387096774193548,229,7.387096774193548
2025-08-14,2025-08-20,PNCB,8M5CL,7,58,2025-08-14 04:59:04,2025-08-20 19:31:39,0.15517241379310345,0.1206896551724138,0.6379310344827587,0.6551724137931034,0.43103448275862066,1.0,0.5689655172413793,1.0,0.0,8.714285714285714,8.11111111111111,49,9,8.764705882352942,7.571428571428571,51,7,50.63657862320409,55.57276778444444,49,9,51.224205683039216,52.70182468028571,51,7,776,13.379310344827585,802,13.827586206896552
2025-08-21,2025-08-27,PNCB,8M5CL,7,99,2025-08-21 20:52:14,2025-08-27 17:46:56,0.13131313131313133,0.16161616161616163,0.5353535353535354,0.7777777777777778,0.10101010101010101,1.0,0.7272727272727273,1.0,0.04040404040404041,5.0813953488372094,3.923076923076923,86,13,4.9397590361445785,4.875,83,16,57.4563263541279,53.18174496576923,86,13,56.56265242771084,58.619162469375,83,16,787,7.94949494949495,1223,12.353535353535353
2025-08-28,2025-09-03,PNCB,8M5CL,7,132,2025-08-28 10:57:52,2025-09-03 21:22:13,0.06060606060606061,0.2196969696969697,0.3181818181818182,0.7424242424242424,0.12121212121212122,1.0,0.8787878787878788,1.0,0.0,6.048387096774194,6.25,124,8,5.757281553398058,7.137931034482759,103,29,80.81494054704032,74.88401093525,124,8,80.84043911871844,79.08825814093102,103,29,968,7.333333333333333,1464,11.090909090909092
2025-09-04,2025-09-10,PNCB,8M5CL,7,49,2025-09-04 08:22:57,2025-09-10 03:23:55,0.08163265306122448,0.14285714285714285,0.5918367346938775,0.6326530612244898,0.3673469387755102,1.0,0.6326530612244898,1.0,0.0,7.888888888888889,9.25,45,4,7.738095238095238,9.571428571428571,42,7,146.5270054040889,177.80984243,45,4,144.2164289015238,178.26637129142858,42,7,541,11.040816326530612,541,11.040816326530612
2025-09-11,2025-09-17,PNCB,8M5CL,7,57,2025-09-11 07:06:41,2025-09-17 20:33:01,0.10526315789473684,0.14035087719298245,0.5263157894736842,0.6491228070175439,0.14035087719298245,1.0,0.8596491228070176,1.0,0.0,5.568627450980392,6.833333333333333,51,6,5.326530612244898,8.0,49,8,110.20665323960783,105.00373279433335,51,6,110.75418868214287,102.95080832012499,49,8,363,6.368421052631579,441,7.7368421052631575
2025-09-18,2025-09-24,PNCB,8M5CL,7,40,2025-09-18 16:26:18,2025-09-24 22:04:58,0.15,0.25,0.45,0.5,0.7,1.0,0.8,1.0,0.0,5.382352941176471,10.666666666666666,34,6,6.133333333333334,6.3,30,10,154.9222846235294,160.36058422000002,34,6,151.67484928366667,167.927570401,30,10,222,5.55,224,5.6
2025-09-25,2025-10-01,PNCB,8M5CL,7,103,2025-09-25 06:58:53,2025-10-01 21:32:22,0.24271844660194175,0.3106796116504854,0.5242718446601942,0.6310679611650486,0.6990291262135923,1.0,0.5145631067961165,1.0,0.0,6.717948717948718,6.32,78,25,6.690140845070423,6.46875,71,32,136.2894077297949,129.785703736,78,25,130.46678427769012,144.127334769,71,32,373,3.621359223300971,395,3.8349514563106797
2025-10-02,2025-10-08,PNCB,8M5CL,7,63,2025-10-04 03:31:17,2025-10-08 17:11:07,0.1746031746031746,0.1111111111111111,0.4603174603174603,0.42857142857142855,0.7777777777777778,1.0,0.8888888888888888,1.0,0.0,7.461538461538462,7.181818181818182,52,11,7.607142857142857,5.857142857142857,56,7,137.41465118938459,120.07623474909089,52,11,135.11627977712502,128.55553950985714,56,7,295,4.682539682539683,317,5.031746031746032
