PERIOD_START,PERIOD_END,DEVICE,LAYER,PERIOD_DAYS,SAMPLE_SIZE,FIRST_WAFER_TIME,LAST_WAFER_TIME,ZERO_BEEP_DEFECT_RATE,ZERO_SMP_DEFECT_RATE,ZERO_BEEP_LOT_DEFECT_RATE,ZERO_SMP_LOT_DEFECT_RATE,CCMR2_ON_RATE,ICCR2_ON_RATE,GF_ON_RATE,CV_ON_RATE,SRCIP_ON_RATE,P_ORDER_BEEP_CLEAN_AVG,P_ORDER_BEEP_DEFECTIVE_AVG,P_ORDER_BEEP_CLEAN_COUNT,P_ORDER_BEEP_DEFECTIVE_COUNT,P_ORDER_SMP_CLEAN_AVG,P_ORDER_SMP_DEFECTIVE_AVG,P_ORDER_SMP_CLEAN_COUNT,P_ORDER_SMP_DEFECTIVE_COUNT,UNW_12HRS_BEEP_CLEAN_AVG,UNW_12HRS_BEEP_DEFECTIVE_AVG,UNW_12HRS_BEEP_CLEAN_COUNT,UNW_12HRS_BEEP_DEFECTIVE_COUNT,UNW_12HRS_SMP_CLEAN_AVG,UNW_12HRS_SMP_DEFECTIVE_AVG,UNW_12HRS_SMP_CLEAN_COUNT,UNW_12HRS_SMP_DEFECTIVE_COUNT,S_SCAN_TOTAL,S_SCAN_AVG,N_SCAN_TOTAL,N_SCAN_AVG
2025-07-19,2025-07-23,PNCB,8M5CL,5,26,2025-07-21 21:55:17,2025-07-23 10:25:56,0.038461538461538464,0.19230769230769232,0.4230769230769231,0.6153846153846154,0.0,1.0,1.0,1.0,0.0,5.24,5.0,25,1,5.476190476190476,4.2,21,5,21.541673649999996,27.854184125,25,1,19.189489946428573,32.683347299999994,21,5,246,9.461538461538462,246,9.461538461538462
2025-07-24,2025-07-28,PNCB,8M5CL,5,38,2025-07-24 10:58:38,2025-07-28 23:31:59,0.02631578947368421,0.07894736842105263,0.3157894736842105,0.47368421052631576,0.15789473684210525,1.0,0.8421052631578947,1.0,0.0,6.918918918918919,12.0,37,1,6.6,12.333333333333334,35,3,19.247732918216215,0.0,37,1,19.173801685342855,13.694352995666668,35,3,348,9.157894736842104,348,9.157894736842104
2025-07-29,2025-08-02,PNCB,8M5CL,5,101,2025-07-29 09:07:17,2025-08-02 17:00:31,0.019801980198019802,0.3465346534653465,0.21782178217821782,0.7326732673267327,0.0,1.0,0.6336633663366337,1.0,0.0,9.06060606060606,9.5,99,2,8.712121212121213,9.742857142857142,66,35,52.00127318020202,35.0,99,2,50.092818861212116,54.628571428571426,66,35,1259,12.465346534653465,1259,12.465346534653465
2025-08-03,2025-08-07,PNCB,8M5CL,5,58,2025-08-03 04:02:39,2025-08-07 15:40:15,0.05172413793103448,0.1896551724137931,0.22413793103448276,0.8103448275862069,0.25862068965517243,1.0,0.7068965517241379,1.0,0.0,9.018181818181818,3.0,55,3,8.574468085106384,9.272727272727273,47,11,82.0982457405091,73.50968164666666,55,3,80.28799188868085,87.49063108181818,47,11,300,5.172413793103448,306,5.275862068965517
2025-08-08,2025-08-12,PNCB,8M5CL,5,19,2025-08-08 07:48:12,2025-08-11 21:33:27,0.10526315789473684,0.5263157894736842,0.15789473684210525,0.8947368421052632,0.21052631578947367,1.0,0.7894736842105263,1.0,0.0,5.764705882352941,1.0,17,2,5.111111111111111,5.4,9,10,79.41176470588235,44.5,17,2,76.0,75.5,9,10,157,8.263157894736842,157,8.263157894736842
2025-08-13,2025-08-17,PNCB,8M5CL,5,50,2025-08-14 04:59:04,2025-08-17 10:20:25,0.14,0.1,0.7,0.68,0.5,1.0,0.5,1.0,0.0,9.418604651162791,10.0,43,7,9.466666666666667,9.8,45,5,49.47191995276744,50.770855997714285,43,7,48.86054866495555,56.79277200599999,45,5,762,15.24,778,15.56
2025-08-18,2025-08-22,PNCB,8M5CL,5,28,2025-08-18 04:47:40,2025-08-22 22:22:34,0.21428571428571427,0.21428571428571427,0.7857142857142857,0.8571428571428571,0.0,1.0,0.5714285714285714,1.0,0.0,4.681818181818182,3.3333333333333335,22,6,4.545454545454546,3.8333333333333335,22,6,65.81362702581818,65.79315301266666,22,6,69.62317272327272,51.82481878866667,22,6,190,6.785714285714286,232,8.285714285714286
2025-08-23,2025-08-27,PNCB,8M5CL,5,79,2025-08-23 22:04:45,2025-08-27 17:46:56,0.11392405063291139,0.1518987341772152,0.4177215189873418,0.7215189873417721,0.12658227848101267,1.0,0.810126582278481,1.0,0.05063291139240506,5.085714285714285,3.7777777777777777,70,9,4.940298507462686,4.916666666666667,67,12,54.96062952078572,49.04029828388889,70,9,53.38358435074626,59.32554995916667,67,12,611,7.734177215189874,1015,12.848101265822784
2025-08-28,2025-09-01,PNCB,8M5CL,5,113,2025-08-28 10:57:52,2025-08-31 15:46:55,0.061946902654867256,0.22123893805309736,0.336283185840708,0.7345132743362832,0.10619469026548672,1.0,0.8938053097345132,1.0,0.0,5.9245283018867925,5.285714285714286,106,7,5.511363636363637,7.2,88,25,77.94969747900943,76.16741681142857,106,7,78.45625197036362,75.66758708252,88,25,799,7.070796460176991,1295,11.460176991150442
2025-09-02,2025-09-06,PNCB,8M5CL,5,60,2025-09-03 03:25:49,2025-09-06 11:55:07,0.08333333333333333,0.16666666666666666,0.55,0.7333333333333333,0.36666666666666664,1.0,0.6333333333333333,1.0,0.0,7.4,10.0,55,5,7.28,9.3,50,10,129.74604585505452,155.4279079044,55,5,128.96038068552,146.5153027274,50,10,694,11.566666666666666,694,11.566666666666666
2025-09-07,2025-09-11,PNCB,8M5CL,5,10,2025-09-08 05:30:18,2025-09-11 07:06:41,0.0,0.1,0.0,0.2,0.2,1.0,0.8,1.0,0.0,7.7,,10,0,8.444444444444445,1.0,9,1,144.60674162139998,,10,0,140.1651150471111,184.58138079,9,1,20,2.0,20,2.0
2025-09-12,2025-09-16,PNCB,8M5CL,5,47,2025-09-12 01:30:21,2025-09-16 05:48:24,0.0851063829787234,0.14893617021276595,0.46808510638297873,0.6595744680851063,0.0,1.0,1.0,1.0,0.0,5.534883720930233,6.75,43,4,5.175,8.285714285714286,40,7,112.22093230255815,97.770391995,43,4,111.86249474462502,106.011695315,40,7,319,6.787234042553192,397,8.446808510638299
2025-09-17,2025-09-21,PNCB,8M5CL,5,16,2025-09-17 19:13:54,2025-09-21 14:39:43,0.25,0.0625,0.75,0.375,0.5,1.0,0.5,1.0,0.0,8.666666666666666,9.75,12,4,9.133333333333333,6.0,15,1,110.45796357333332,132.349291364,12,4,118.22454193199997,81.524599356,15,1,56,3.5,56,3.5
2025-09-22,2025-09-26,PNCB,8M5CL,5,53,2025-09-22 00:51:27,2025-09-26 12:24:27,0.1320754716981132,0.20754716981132076,0.4528301886792453,0.49056603773584906,0.7924528301886793,1.0,0.660377358490566,1.0,0.0,5.326086956521739,9.0,46,7,5.642857142857143,6.454545454545454,42,11,149.34938025891304,118.24388123571428,46,7,139.58340372738098,166.84324581909092,42,11,307,5.7924528301886795,309,5.830188679245283
2025-09-27,2025-10-01,PNCB,8M5CL,5,82,2025-09-27 00:26:03,2025-10-01 21:32:22,0.2682926829268293,0.3780487804878049,0.5365853658536586,0.7195121951219512,0.6829268292682927,1.0,0.5365853658536586,1.0,0.0,6.616666666666666,6.090909090909091,60,22,6.509803921568627,6.419354838709677,51,31,137.79006085906664,140.39284515454548,60,22,135.29355945756862,143.74434556800003,51,31,272,3.317073170731707,294,3.5853658536585367
2025-10-02,2025-10-06,PNCB,8M5CL,5,30,2025-10-04 03:31:17,2025-10-06 23:30:41,0.16666666666666666,0.1,0.4666666666666667,0.3333333333333333,0.9333333333333333,1.0,0.8666666666666667,1.0,0.0,8.44,5.8,25,5,8.296296296296296,5.333333333333333,27,3,150.59708175104,154.627239332,25,5,152.26733168474075,142.28176164933333,27,3,132,4.4,148,4.933333333333334
2025-10-07,2025-10-11,PNCB,8M5CL,5,54,2025-10-07 02:21:48,2025-10-10 17:34:20,0.24074074074074073,0.18518518518518517,0.5740740740740741,0.5185185185185185,0.5,1.0,0.8703703703703703,1.0,0.0,7.048780487804878,10.23076923076923,41,13,7.931818181818182,7.3,44,10,126.4128602232195,116.17064844,41,13,124.43414107388634,121.8043491621,44,10,222,4.111111111111111,238,4.407407407407407
2025-10-12,2025-10-16,PNCB,8M5CL,5,36,2025-10-13 03:58:34,2025-10-16 21:19:47,0.1388888888888889,0.1388888888888889,0.4166666666666667,0.4166666666666667,0.7222222222222222,1.0,0.8055555555555556,1.0,0.0,12.419354838709678,5.4,31,5,12.0,8.0,31,5,112.40740097132259,115.5617616278,31,5,114.94853115841934,99.8067544678,31,5,130,3.611111111111111,136,3.7777777777777777
2025-10-17,2025-10-21,PNCB,8M5CL,5,50,2025-10-17 07:39:05,2025-10-21 20:39:17,0.14,0.26,0.3,0.46,0.28,1.0,0.84,1.0,0.0,6.5813953488372094,5.0,43,7,6.513513513513513,5.923076923076923,37,13,123.17497845681395,152.8375317532857,43,7,131.08155463286485,116.64379034615386,37,13,128,2.56,156,3.12
2025-10-22,2025-10-26,PNCB,8M5CL,5,89,2025-10-22 00:30:49,2025-10-26 17:13:16,0.19101123595505617,0.20224719101123595,0.43820224719101125,0.4044943820224719,0.5842696629213483,1.0,0.7303370786516854,1.0,0.0,7.763888888888889,6.294117647058823,72,17,7.704225352112676,6.611111111111111,71,18,103.79291304144999,93.16635628192941,72,17,100.31766414059719,107.46464676637778,71,18,257,2.8876404494382024,329,3.696629213483146
2025-10-27,2025-10-31,PNCB,8M5CL,5,35,2025-10-27 21:27:11,2025-10-31 19:50:04,0.08571428571428572,0.2571428571428571,0.37142857142857144,0.6571428571428571,0.2857142857142857,1.0,1.0,1.0,0.0,9.25,12.333333333333334,32,3,9.653846153846153,9.11111111111111,26,9,126.492646615,141.18710780666666,32,3,126.37556506461539,131.72903593555554,26,9,165,4.714285714285714,165,4.714285714285714
2025-11-01,2025-11-05,PNCB,8M5CL,5,28,2025-11-01 05:39:14,2025-11-04 21:33:24,0.17857142857142858,0.32142857142857145,0.5,0.6428571428571429,0.6428571428571429,1.0,1.0,1.0,0.0,8.08695652173913,10.2,23,5,8.789473684210526,7.777777777777778,19,9,115.35505674304349,101.2706188248,23,5,107.30929476205263,124.51586652611111,19,9,96,3.4285714285714284,104,3.7142857142857144
2025-11-06,2025-11-10,PNCB,8M5CL,5,10,2025-11-08 22:05:49,2025-11-09 04:12:14,0.4,0.2,1.0,0.6,0.8,1.0,0.8,1.0,0.0,6.166666666666667,5.75,6,4,6.0,6.0,8,2,46.39214399166667,57.0882159875,6,4,42.54410799375,83.176431975,8,2,36,3.6,36,3.6
2025-11-11,2025-11-15,PNCB,8M5CL,5,4,2025-11-14 06:55:31,2025-11-14 23:46:35,0.25,0.25,0.5,0.5,0.0,1.0,1.0,1.0,0.0,8.333333333333334,8.0,3,1,8.333333333333334,8.0,3,1,54.251243638666665,64.753730916,3,1,54.251243638666665,64.753730916,3,1,8,2.0,8,2.0
2025-11-21,2025-11-25,PNCB,8M5CL,5,23,2025-11-21 19:50:41,2025-11-25 22:47:59,0.34782608695652173,0.21739130434782608,1.0,0.8260869565217391,0.5217391304347826,1.0,1.0,1.0,0.5217391304347826,9.0,12.0,15,8,9.944444444444445,10.4,18,5,60.34057625053333,74.88858046975,15,8,63.84306719166667,71.0084156132,18,5,113,4.913043478260869,113,4.913043478260869
2025-11-26,2025-11-30,PNCB,8M5CL,5,6,2025-11-27 11:19:41,2025-11-28 22:27:11,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,9.25,11.5,4,2,10.0,,6,0,107.206287815,81.712592815,4,2,98.70838948166666,,6,0,10,1.6666666666666667,12,2.0
2025-12-01,2025-12-05,PNCB,8M5CL,5,34,2025-12-02 01:06:40,2025-12-03 20:05:07,0.38235294117647056,0.38235294117647056,0.9411764705882353,0.7058823529411765,0.47058823529411764,1.0,1.0,1.0,0.0,12.476190476190476,7.538461538461538,21,13,13.571428571428571,5.769230769230769,21,13,96.54691900171429,125.24011032938462,21,13,97.8210661544762,123.18187262107693,21,13,166,4.882352941176471,228,6.705882352941177
2025-12-06,2025-12-10,PNCB,8M5CL,5,5,2025-12-09 17:54:18,2025-12-10 08:01:22,0.2,0.2,0.4,0.6,0.0,1.0,1.0,1.0,0.0,12.75,4.0,4,1,10.75,12.0,4,1,169.40464455999998,145.73667313,4,1,161.51532075,177.29396837,4,1,13,2.6,13,2.6
2025-12-11,2025-12-15,PNCB,8M5CL,5,4,2025-12-13 04:00:22,2025-12-13 04:00:22,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.5,,4,0,8.5,8.5,2,2,0.0,,4,0,0.0,0.0,2,2,16,4.0,16,4.0
2025-12-21,2025-12-25,PNCB,8M5CL,5,8,2025-12-22 14:10:46,2025-12-23 18:39:16,0.125,0.125,0.25,0.125,0.5,1.0,0.875,1.0,0.0,7.285714285714286,20.0,7,1,9.714285714285714,3.0,7,1,37.47933961,0.0,7,1,19.592264054285714,125.20952889,7,1,22,2.75,24,3.0
2025-12-26,2025-12-29,PNCB,8M5CL,5,23,2025-12-26 08:41:41,2025-12-29 03:30:58,0.08695652173913043,0.17391304347826086,0.5652173913043478,0.6521739130434783,0.8260869565217391,1.0,0.9130434782608695,1.0,0.7391304347826086,7.238095238095238,5.5,21,2,7.157894736842105,6.75,19,4,115.53895163714284,98.0,21,2,113.3436112268421,117.1973427675,19,4,197,8.565217391304348,197,8.565217391304348
2025-05-30,2025-06-03,PNCB,8M6CL,5,24,2025-06-01 11:33:49,2025-06-03 05:06:36,0.125,0.25,0.8333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,6.238095238095238,5.0,21,3,5.611111111111111,7.5,18,6,36.146524043952375,23.608399889666668,21,3,34.57925852466666,34.57925852466666,18,6,224,9.333333333333334,288,12.0
2025-06-04,2025-06-08,PNCB,8M6CL,5,16,2025-06-04 22:22:48,2025-06-08 10:25:52,0.0,0.0625,0.0,0.75,0.0,0.75,0.0625,0.1875,0.0,6.3125,,16,0,6.266666666666667,7.0,15,1,91.49700076824999,,16,0,90.60464879946669,104.8822803,15,1,154,9.625,160,10.0
2025-06-09,2025-06-13,PNCB,8M6CL,5,44,2025-06-10 00:04:13,2025-06-13 01:37:51,0.045454545454545456,0.06818181818181818,0.3181818181818182,0.2727272727272727,0.0,0.2727272727272727,0.13636363636363635,0.5909090909090909,0.0,4.476190476190476,5.0,42,2,4.512195121951219,4.333333333333333,41,3,53.13447051333334,25.0,42,2,54.11336003804878,21.0,41,3,352,8.0,496,11.272727272727273
2025-06-14,2025-06-18,PNCB,8M6CL,5,11,2025-06-14 06:00:30,2025-06-14 06:00:30,0.45454545454545453,0.36363636363636365,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.5,4.2,6,5,2.5714285714285716,4.5,7,4,7.5,7.6,6,5,7.428571428571429,7.75,7,4,61,5.545454545454546,121,11.0
2025-06-19,2025-06-23,PNCB,8M6CL,5,36,2025-06-19 22:38:04,2025-06-23 19:47:49,0.1388888888888889,0.5277777777777778,1.0,1.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,6.645161290322581,5.6,31,5,5.235294117647059,7.631578947368421,17,19,24.70967741935484,14.8,31,5,40.0,8.421052631578947,17,19,432,12.0,720,20.0
2025-06-29,2025-07-03,PNCB,8M6CL,5,9,2025-06-29 13:11:27,2025-06-30 07:52:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.888888888888889,,9,0,2.888888888888889,,9,0,50.77777777777778,,9,0,50.77777777777778,,9,0,29,3.2222222222222223,53,5.888888888888889
2025-07-04,2025-07-08,PNCB,8M6CL,5,41,2025-07-06 09:52:32,2025-07-08 18:30:47,0.04878048780487805,0.0,0.43902439024390244,0.0,0.0,0.2926829268292683,0.34146341463414637,0.7073170731707317,0.0,5.128205128205129,8.0,39,2,5.2682926829268295,,41,0,25.615384615384617,19.5,39,2,25.317073170731707,,41,0,391,9.536585365853659,779,19.0
2025-07-09,2025-07-13,PNCB,8M6CL,5,37,2025-07-09 09:57:53,2025-07-13 03:24:33,0.10810810810810811,0.16216216216216217,0.7837837837837838,0.5675675675675675,0.0,0.16216216216216217,0.16216216216216217,0.2702702702702703,0.0,5.606060606060606,2.75,33,4,5.516129032258065,4.166666666666667,31,6,42.18105050212121,33.0,33,4,42.063698921612904,36.666666666666664,31,6,345,9.324324324324325,681,18.405405405405407
2025-07-14,2025-07-18,PNCB,8M6CL,5,52,2025-07-14 05:43:41,2025-07-18 22:57:59,0.057692307692307696,0.1346153846153846,0.40384615384615385,0.4807692307692308,0.0,0.21153846153846154,0.2692307692307692,0.5769230769230769,0.0,5.591836734693878,5.333333333333333,49,3,5.511111111111111,6.0,45,7,50.82844091004081,44.666666666666664,49,3,50.32656584817778,51.41402020342857,45,7,388,7.461538461538462,498,9.576923076923077
2025-07-19,2025-07-23,PNCB,8M6CL,5,30,2025-07-19 10:43:44,2025-07-23 23:06:58,0.06666666666666667,0.1,0.6,0.6,0.0,0.6666666666666666,0.6666666666666666,0.8,0.0,5.428571428571429,5.0,28,2,5.592592592592593,3.6666666666666665,27,3,50.7109533005,82.213720965,28,2,55.6420049757037,27.333333333333332,27,3,236,7.866666666666666,236,7.866666666666666
2025-07-24,2025-07-28,PNCB,8M6CL,5,36,2025-07-24 20:42:36,2025-07-27 15:45:02,0.19444444444444445,0.4166666666666667,1.0,0.9444444444444444,0.0,0.05555555555555555,0.05555555555555555,0.5277777777777778,0.0,6.241379310344827,5.428571428571429,29,7,6.190476190476191,5.933333333333334,21,15,33.13793103448276,31.428571428571427,29,7,41.142857142857146,21.133333333333333,21,15,330,9.166666666666666,330,9.166666666666666
2025-07-29,2025-08-02,PNCB,8M6CL,5,32,2025-07-29 22:31:22,2025-08-02 20:12:44,0.09375,0.15625,0.625,0.25,0.375,0.625,0.3125,0.75,0.0,9.310344827586206,10.666666666666666,29,3,9.296296296296296,10.2,27,5,63.56650912710345,41.095759122,29,3,65.04332536237037,42.1092514536,27,5,208,6.5,208,6.5
2025-08-03,2025-08-07,PNCB,8M6CL,5,55,2025-08-03 23:39:05,2025-08-07 14:11:35,0.10909090909090909,0.16363636363636364,0.34545454545454546,0.7272727272727273,0.03636363636363636,0.5636363636363636,0.7090909090909091,0.6363636363636364,0.0,7.36734693877551,11.833333333333334,49,6,7.826086956521739,8.0,46,9,58.435603884551014,85.74551524783334,49,6,58.03356073854347,78.69709865077779,46,9,399,7.254545454545455,481,8.745454545454546
2025-08-08,2025-08-12,PNCB,8M6CL,5,3,2025-08-11 04:43:35,2025-08-11 04:43:35,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,,3,0,1.0,2.5,1,2,101.0,,3,0,101.0,101.0,1,2,9,3.0,9,3.0
2025-08-13,2025-08-17,PNCB,8M6CL,5,57,2025-08-13 01:05:30,2025-08-17 03:27:53,0.05263157894736842,0.15789473684210525,0.19298245614035087,0.631578947368421,0.0,0.43859649122807015,0.43859649122807015,0.9298245614035088,0.0,8.777777777777779,4.333333333333333,54,3,7.5625,13.777777777777779,48,9,47.79617661172221,71.27339710966667,54,3,49.26700749956249,47.77748537588889,48,9,709,12.43859649122807,777,13.631578947368421
2025-08-18,2025-08-22,PNCB,8M6CL,5,48,2025-08-18 22:21:02,2025-08-22 06:09:36,0.10416666666666667,0.16666666666666666,0.5833333333333334,0.875,0.0,0.125,0.20833333333333334,0.5625,0.0,5.627906976744186,2.6,43,5,5.025,6.75,40,8,57.51487253446512,38.9574767502,43,5,53.688465800175,65.04853384075,40,8,312,6.5,454,9.458333333333334
2025-08-23,2025-08-27,PNCB,8M6CL,5,75,2025-08-24 21:33:40,2025-08-27 18:11:16,0.2,0.25333333333333335,0.64,0.88,0.0,0.2,0.4533333333333333,0.52,0.0,4.833333333333333,5.333333333333333,60,15,5.053571428571429,4.578947368421052,56,19,55.52513491098334,40.58786915493333,60,15,57.142890940214286,38.964433649,56,19,607,8.093333333333334,1041,13.88
2025-08-28,2025-09-01,PNCB,8M6CL,5,99,2025-08-28 18:51:09,2025-09-01 19:45:30,0.15151515151515152,0.24242424242424243,0.5656565656565656,0.7676767676767676,0.0,0.20202020202020202,0.40404040404040403,0.7272727272727273,0.0,4.821428571428571,3.6666666666666665,84,15,4.693333333333333,4.5,75,24,40.74271180090476,38.31429290853334,84,15,40.87650665508,38.806841073875006,75,24,617,6.232323232323233,805,8.131313131313131
2025-09-02,2025-09-06,PNCB,8M6CL,5,97,2025-09-02 05:05:53,2025-09-06 23:47:08,0.061855670103092786,0.15463917525773196,0.5773195876288659,0.4536082474226804,0.0,0.0,0.4536082474226804,0.7422680412371134,0.0,5.78021978021978,2.6666666666666665,91,6,5.7439024390243905,4.733333333333333,82,15,71.66300160113187,63.890549365666665,91,6,75.72668267662195,46.33923082759999,82,15,893,9.206185567010309,1237,12.75257731958763
2025-09-07,2025-09-11,PNCB,8M6CL,5,77,2025-09-07 07:43:56,2025-09-11 12:32:50,0.14285714285714285,0.03896103896103896,0.4155844155844156,0.37662337662337664,0.0,0.025974025974025976,0.42857142857142855,0.9090909090909091,0.0,5.287878787878788,4.7272727272727275,66,11,5.081081081081081,8.333333333333334,74,3,70.95809257436365,50.496615890363636,66,11,68.53385767389187,55.730472278,74,3,591,7.675324675324675,591,7.675324675324675
2025-09-12,2025-09-16,PNCB,8M6CL,5,42,2025-09-12 02:03:22,2025-09-16 12:32:56,0.14285714285714285,0.2857142857142857,0.5952380952380952,0.5476190476190477,0.0,0.09523809523809523,0.6666666666666666,0.9047619047619048,0.0,6.472222222222222,10.333333333333334,36,6,6.433333333333334,8.5,30,12,56.87517457066667,55.12414165116667,36,6,46.82480022293334,81.12559398025,30,12,230,5.476190476190476,252,6.0
2025-09-17,2025-09-21,PNCB,8M6CL,5,102,2025-09-17 07:50:29,2025-09-21 22:03:24,0.1568627450980392,0.14705882352941177,0.5980392156862745,0.4803921568627451,0.058823529411764705,0.09803921568627451,0.49019607843137253,0.6666666666666666,0.0,5.476744186046512,5.0,86,16,5.275862068965517,6.133333333333334,87,15,92.6479417546279,86.715113600625,86,16,93.09926034973562,83.70194387206668,87,15,542,5.313725490196078,614,6.019607843137255
