LOT,WAFER_ID,PRODUCT,ROUTE,LAYER,DEVICE,SUBENTITY,OPERATION,RECIPE,SUBENTITY_END_TIME,PILOT_STATUS,N_SCAN,SUM_NCDD,STATUS,CLASS,ZERO_NCDD,INSPECT_TIME,INSPECT_TOOL,BEEP_NCDD,STATUS_BEEP,CLASS_BEEP,ZERO_BEEP,SMP_NCDD,STATUS_SMP,CLASS_SMP,ZERO_SMP,STEPPER,RETICLE,SIF_SED,SIF_ETCH,SIF_DEFECT,ENTITY,LOT7,WAFER,SLOT,P_ORDER,CCMR2,ICCR2,GF,CV,SRCIP,FULLPM,FULLPM_RF,MINIPM,MINIPM_RF,CNTR_SS,PL_RECIPE,PT_BTWN,PL_TIME,UPT_12HRS,UNW_12HRS,UP_12HRS,ROUTE_STARTS,CH_SS_5_TA,CH_SS_5_TA_CLASS,CH_SS_5_N,FL_SS_5_TA,FL_SS_5_N,CH_SS_5_LA,CH_SS_5_LA_CLASS,FL_SS_5_LA,CH_SS_5_AC,CH_SS_5_AC_CLASS,FL_SS_5_AC,CH_SS_5_CA,CH_SS_5_CA_CLASS,FL_SS_5_CA,CH_SS_10_TA,CH_SS_10_TA_CLASS,CH_SS_10_N,FL_SS_10_TA,FL_SS_10_N,CH_SS_10_LA,CH_SS_10_LA_CLASS,FL_SS_10_LA,CH_SS_10_AC,CH_SS_10_AC_CLASS,FL_SS_10_AC,CH_SS_10_CA,CH_SS_10_CA_CLASS,FL_SS_10_CA,CH_SS_15_TA,CH_SS_15_TA_CLASS,CH_SS_15_N,FL_SS_15_TA,FL_SS_15_N,CH_SS_15_LA,CH_SS_15_LA_CLASS,FL_SS_15_LA,CH_SS_15_AC,CH_SS_15_AC_CLASS,FL_SS_15_AC,CH_SS_15_CA,CH_SS_15_CA_CLASS,FL_SS_15_CA,CH_SS_DAYS
D5306430,GP1WY226JKD3,8PXMCVAG,FL,8M5CL,PXMG,AME409_PM6,263067.0,P_78_GABON_B10_R3,2025-12-24 11:08:19,ICCR2+CV,2,0.0,BSL,ZERO,True,2025-12-24 12:05:38,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXMCGMT51NA2,0,0,1,AME409,D530643,226,16.0,8.0,OFF,ON,OFF,ON,OFF,7884.0,500.0,7884.0,500.0,302.0,P_78_GABON_R1,0.9649472222,12/24/2025 11:08:19 AM,6.757445,115.0,56.312041667,FL78.31YBC_SNIP_DLP2238451-1_69,2.0,2.0,1,1.5416666666656251,32,0.0,0.0,0.927083333334375,0.0,0.0,0.02083333333125,0.0,0.0,0.001640625,2.5,2.0,2,1.752032520323171,82,1.0,2.0,1.1300813008134145,0.0,0.0,0.02845528455121951,0.0,0.0,0.0032926829268292686,2.5,2.0,2,1.4021164021158732,126,1.0,2.0,0.9126984126984126,0.0,0.0,0.04761904761746032,0.0,0.0,0.005476190476190476,1.268888888888889
D5284200,5DWKO293MVA1,8PONCVEB,FL,8M6CL,PNCB,AME427_PM5,260463.0,P_78_GABON,2025-12-24 07:44:13,POR+CV+GF,4,0.0,BSL,ZERO,True,2025-12-24 09:15:59,BPD444,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY512,8PXSCBMT60NA2,0,1,1,AME427,D528420,293,17.0,17.0,OFF,OFF,ON,ON,OFF,5416.0,362.0,5416.0,362.0,272.0,P_78_GOBI_R3,0.1161586111,12/24/2025 7:44:13 AM,7.9234858333,101.51756339,66.029048611,FL78.3388C_SNIP_DLP2226417-1_9,4.66666666665,3.0,2,1.5591397849451614,31,4.66666666665,3.0,0.9569892473129032,0.0,0.0,0.021505376341935483,0.0,0.0,0.0016935483870967741,3.4444444444333335,2.0,3,1.7613168724259263,81,3.4444444444333335,3.0,1.1440329218111112,0.0,0.0,0.028806584360493822,0.0,0.0,0.0033333333333333335,2.583333333325,2.0,4,1.4053333333328,125,2.583333333325,3.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,1.1158564814814815
D5284200,5DWKO268MVA4,8PONCVEB,FL,8M6CL,PNCB,AME427_PM5,260463.0,P_78_GABON,2025-12-24 07:10:14,POR+CV+GF,4,0.0,BSL,ZERO,True,2025-12-24 09:15:59,BPD444,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY512,8PXSCBMT60NA2,0,1,1,AME427,D528420,268,9.0,9.0,OFF,OFF,ON,ON,OFF,5416.0,362.0,5416.0,362.0,272.0,P_78_GOBI_R3,0.1161586111,12/24/2025 7:10:14 AM,7.9234858333,101.51756339,66.029048611,FL78.3388C_SNIP_DLP2226417-1_9,4.66666666665,3.0,2,1.5591397849451614,31,4.66666666665,3.0,0.9569892473129032,0.0,0.0,0.021505376341935483,0.0,0.0,0.0016935483870967741,3.4444444444333335,2.0,3,1.7613168724259263,81,3.4444444444333335,3.0,1.1440329218111112,0.0,0.0,0.028806584360493822,0.0,0.0,0.0033333333333333335,2.583333333325,2.0,4,1.4053333333328,125,2.583333333325,3.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,1.0922569444444445
D5284200,5DWKO290MVC1,8PONCVEB,FL,8M6CL,PNCB,AME427_PM5,260463.0,P_78_GABON,2025-12-24 07:06:03,POR+CV+GF,4,0.0,BSL,ZERO,True,2025-12-24 09:15:59,BPD444,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY512,8PXSCBMT60NA2,0,1,1,AME427,D528420,290,8.0,8.0,OFF,OFF,ON,ON,OFF,5416.0,362.0,5416.0,362.0,272.0,P_78_GOBI_R3,0.1161586111,12/24/2025 7:06:03 AM,7.9234858333,101.51756339,66.029048611,FL78.3388C_SNIP_DLP2226417-1_9,4.66666666665,3.0,2,1.5591397849451614,31,4.66666666665,3.0,0.9569892473129032,0.0,0.0,0.021505376341935483,0.0,0.0,0.0016935483870967741,3.4444444444333335,2.0,3,1.7613168724259263,81,3.4444444444333335,3.0,1.1440329218111112,0.0,0.0,0.028806584360493822,0.0,0.0,0.0033333333333333335,2.583333333325,2.0,4,1.4053333333328,125,2.583333333325,3.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,1.089351851851852
D5284200,5DWKO289MVG3,8PONCVEB,FL,8M6CL,PNCB,AME427_PM5,260463.0,P_78_GABON,2025-12-24 06:41:01,POR+CV+GF,4,0.0,BSL,ZERO,True,2025-12-24 09:15:59,BPD444,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY512,8PXSCBMT60NA2,0,1,1,AME427,D528420,289,2.0,2.0,OFF,OFF,ON,ON,OFF,5416.0,362.0,5416.0,362.0,272.0,P_78_GOBI_R3,0.1161586111,12/24/2025 6:41:01 AM,7.9234858333,101.51756339,66.029048611,FL78.3388C_SNIP_DLP2226417-1_9,4.66666666665,3.0,2,1.5591397849451614,31,4.66666666665,3.0,0.9569892473129032,0.0,0.0,0.021505376341935483,0.0,0.0,0.0016935483870967741,3.4444444444333335,2.0,3,1.7613168724259263,81,3.4444444444333335,3.0,1.1440329218111112,0.0,0.0,0.028806584360493822,0.0,0.0,0.0033333333333333335,2.583333333325,2.0,4,1.4053333333328,125,2.583333333325,3.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,1.0719675925925927
D5323050,GQ7WW402JKB1,8PXMCVAG,FL,8M6CL,PXMG,AME423_PM4,260463.0,P_78_GABON_R1,2025-12-24 05:46:49,ICCR2+CV+GF,2,0.007652,BSL,BSL,False,2025-12-24 06:44:18,BPD450,0.007652,BSL,BSL,False,0.0,BSL,ZERO,True,SNV440,8PXMCGMT61NA1,0,0,1,AME423,D532305,402,11.0,7.0,OFF,ON,ON,ON,OFF,32548.0,1626.0,14201.0,674.0,354.0,S_78_ROADRUNNER_WF78,0.2409155556,12/24/2025 5:46:49 AM,5.1576644444,86.0,42.980537037,FL78.31YBC_SNIP_DLP2203458-1_4573,0.0,0.0,1,1.4646464646454547,33,0.0,0.0,0.8989898989909091,0.0,0.0,0.0202020202,0.0,0.0,0.0015909090909090907,0.4444444444333333,1.0,3,1.7613168724259263,81,0.3333333333333333,1.0,1.1440329218111112,0.0,0.0,0.028806584360493822,0.0,0.0,0.0033333333333333335,0.333333333325,1.0,4,1.4053333333328,125,0.25,1.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,2.639594907407407
D5380360,A1ZLP231SLG0,8PXMCVAG,FL,8M5CL,PXMG,AME409_PM5,263067.0,P_78_GABON_B10_R3,2025-12-24 05:41:03,ICCR2+CV+GF,2,0.007384,BSL,BSL,False,2025-12-24 07:02:49,BPD450,0.003692,BSL,BSL,False,0.003692,BSL,BSL,False,SNY449,8PXMCGMT51NA1,0,0,0,AME409,D538036,231,5.0,3.0,OFF,ON,ON,ON,OFF,5759.0,432.0,4949.0,366.0,598.0,P_78_GABON_B10_R3,0.7860086111,12/24/2025 5:41:03 AM,6.3570466667,108.0,52.975388889,FL78.31YBC_SNIP_DLP2203458-1_10471,2.555555555550794,2.0,63,1.4509803921558824,34,0.7354497354428571,2.0,0.8725490196088236,0.09523809523492063,1.0,0.019607843135294116,0.011071428571428572,1.0,0.0015441176470588234,2.555555555550794,2.0,63,1.7613168724259263,81,0.7354497354428571,2.0,1.1440329218111112,0.09523809523492063,1.0,0.028806584360493822,0.011071428571428572,1.0,0.0033333333333333335,2.555555555550794,2.0,63,1.4053333333328,125,0.7354497354428571,2.0,0.9199999999999999,0.09523809523492063,1.0,0.0479999999984,0.011071428571428572,1.0,0.00552,73.55979166666667
D5334210,KHZTW417WFF2,8PXMCVAG,FL,8M6CL,PXMG,AME423_PM2,260463.0,P_78_GABON_R1,2025-12-24 05:39:22,ICCR2+CV+GF,2,0.003584,BSL,BSL,False,2025-12-24 06:24:08,BPD432,0.0,BSL,ZERO,True,0.003584,BSL,BSL,False,SNV440,8PXMCGMT61NA1,0,0,1,AME423,D533421,417,24.0,12.0,OFF,ON,ON,ON,OFF,8700.0,496.0,8492.0,465.0,481.0,P_78_GABON_R1,0.2696238889,12/24/2025 5:39:22 AM,7.3899038889,122.0,61.582532407,FL78.31YBC_SNIP_DLP2203458-1_5194,0.0,0.0,1,1.4509803921558824,34,0.0,0.0,0.8725490196088236,0.0,0.0,0.019607843135294116,0.0,0.0,0.0015441176470588234,0.0,0.0,1,1.7613168724259263,81,0.0,0.0,1.1440329218111112,0.0,0.0,0.028806584360493822,0.0,0.0,0.0033333333333333335,0.0,0.0,1,1.4053333333328,125,0.0,0.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,2.9495833333333334
D5323050,GQ7WW401JKE2,8PXMCVAG,FL,8M6CL,PXMG,AME423_PM4,260463.0,P_78_GABON_R1,2025-12-24 05:38:35,ICCR2+CV+GF,2,0.017921,BSL,BSL,False,2025-12-24 06:44:18,BPD450,0.014337,HIGHFLIER,HIGHFLIER,False,0.003584,BSL,BSL,False,SNV440,8PXMCGMT61NA1,0,0,1,AME423,D532305,401,8.0,5.0,OFF,ON,ON,ON,OFF,32548.0,1626.0,14201.0,674.0,354.0,S_78_ROADRUNNER_WF78,0.2409155556,12/24/2025 5:38:35 AM,5.1576644444,86.0,42.980537037,FL78.31YBC_SNIP_DLP2203458-1_4573,0.0,0.0,1,1.4509803921558824,34,0.0,0.0,0.8725490196088236,0.0,0.0,0.019607843135294116,0.0,0.0,0.0015441176470588234,0.4444444444333333,1.0,3,1.7613168724259263,81,0.3333333333333333,1.0,1.1440329218111112,0.0,0.0,0.028806584360493822,0.0,0.0,0.0033333333333333335,0.333333333325,1.0,4,1.4053333333328,125,0.25,1.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,2.6338773148148147
D5380360,A1ZLP234SLE0,8PXMCVAG,FL,8M5CL,PXMG,AME409_PM6,263067.0,P_78_GABON_B10_R3,2025-12-24 05:33:48,ICCR2+CV,2,0.0,BSL,ZERO,True,2025-12-24 07:02:49,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY449,8PXMCGMT51NA1,0,0,0,AME409,D538036,234,2.0,1.0,OFF,ON,OFF,ON,OFF,7832.0,498.0,7832.0,498.0,250.0,P_78_GABON_B10_R3,0.8453572222,12/24/2025 5:33:48 AM,5.7786666667,98.0,48.155555556,FL78.31YBC_SNIP_DLP2203458-1_10471,2.0,2.0,1,1.4509803921558824,34,0.0,0.0,0.8725490196088236,0.0,0.0,0.019607843135294116,0.0,0.0,0.0015441176470588234,2.5,2.0,2,1.7613168724259263,81,1.0,2.0,1.1440329218111112,0.0,0.0,0.028806584360493822,0.0,0.0,0.0033333333333333335,2.5,2.0,2,1.4053333333328,125,1.0,2.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,1.0365856481481481
D5334210,KHZTW420WFC1,8PXMCVAG,FL,8M6CL,PXMG,AME423_PM2,260463.0,P_78_GABON_R1,2025-12-24 05:09:29,ICCR2+CV+GF,2,0.0,BSL,ZERO,True,2025-12-24 06:24:08,BPD432,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNV440,8PXMCGMT61NA1,0,0,1,AME423,D533421,420,11.0,5.0,OFF,ON,ON,ON,OFF,8700.0,496.0,8492.0,465.0,481.0,P_78_GABON_R1,0.2696238889,12/24/2025 5:09:29 AM,7.3899038889,122.0,61.582532407,FL78.31YBC_SNIP_DLP2203458-1_5194,0.0,0.0,1,1.4509803921558824,34,0.0,0.0,0.8725490196088236,0.0,0.0,0.019607843135294116,0.0,0.0,0.0015441176470588234,0.0,0.0,1,1.7613168724259263,81,0.0,0.0,1.1440329218111112,0.0,0.0,0.028806584360493822,0.0,0.0,0.0033333333333333335,0.0,0.0,1,1.4053333333328,125,0.0,0.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,2.9288310185185185
D5344880,A11HV115SLC0,8PXMCVAG,FL,8M6CL,PXMG,AME421_PM3,260463.0,P_78_GABON,2025-12-24 04:03:58,POR+CV+GF,4,0.0,BSL,ZERO,True,2025-12-24 05:08:48,BPD454,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNV440,8PXMCGMT61NA1,1,0,1,AME421,D534488,115,22.0,11.0,OFF,OFF,ON,ON,OFF,1242.0,137.0,1242.0,137.0,353.0,P_78_GABON,0.4240875,12/24/2025 4:03:58 AM,8.0123608333,108.0,66.769673611,FL78.31YBC_SNIP_DLP2203458-1_6365,3.0454545454499993,2.0,22,1.4509803921558824,34,1.5909090909090913,2.0,0.8725490196088236,0.0,0.0,0.019607843135294116,0.0,0.0,0.0015441176470588234,3.0454545454499993,2.0,22,1.7613168724259263,81,1.5909090909090913,2.0,1.1440329218111112,0.0,0.0,0.028806584360493822,0.0,0.0,0.0033333333333333335,0.0,0.0,2,1.4053333333328,125,0.0,0.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,11.191157407407408
D5344880,A11HV124SLC2,8PXMCVAG,FL,8M6CL,PXMG,AME421_PM3,260463.0,P_78_GABON,2025-12-24 03:49:58,POR+CV+GF,4,0.0,BSL,ZERO,True,2025-12-24 05:08:48,BPD454,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNV440,8PXMCGMT61NA1,1,0,1,AME421,D534488,124,16.0,8.0,OFF,OFF,ON,ON,OFF,1242.0,137.0,1242.0,137.0,353.0,P_78_GABON,0.4240875,12/24/2025 3:49:58 AM,8.0123608333,108.0,66.769673611,FL78.31YBC_SNIP_DLP2203458-1_6365,3.0454545454499993,2.0,22,1.4509803921558824,34,1.5909090909090913,2.0,0.8725490196088236,0.0,0.0,0.019607843135294116,0.0,0.0,0.0015441176470588234,3.0454545454499993,2.0,22,1.7398373983719515,82,1.5909090909090913,2.0,1.1300813008134145,0.0,0.0,0.02845528455121951,0.0,0.0,0.0032926829268292677,0.0,0.0,2,1.4053333333328,125,0.0,0.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,11.181435185185185
D5380370,A1ZSY013SLC1,8PXMCVAG,FL,8M5CL,PXMG,AME409_PM5,263067.0,P_78_GABON_B10_R3,2025-12-24 03:42:24,ICCR2+CV+GF,2,0.003985,BSL,BSL,False,2025-12-24 04:47:59,BPD454,0.003985,BSL,BSL,False,0.0,BSL,ZERO,True,SNY510,8PXMCGMT51NA2,0,0,0,AME409,D538037,13,15.0,8.0,OFF,ON,ON,ON,OFF,5734.0,431.0,4924.0,364.0,573.0,P_78_GABON_B10_R3,0.7316302778,12/24/2025 3:42:24 AM,6.6571525,113.0,55.476270833,FL78.31YBC_SNIP_DLP2203458-1_10471,2.555555555550794,2.0,63,1.4509803921558824,34,0.7354497354428571,2.0,0.8725490196088236,0.09523809523492063,1.0,0.019607843135294116,0.011071428571428572,1.0,0.0015441176470588234,2.555555555550794,2.0,63,1.7398373983719515,82,0.7354497354428571,2.0,1.1300813008134145,0.09523809523492063,1.0,0.02845528455121951,0.011071428571428572,1.0,0.0032926829268292677,2.555555555550794,2.0,63,1.4053333333328,125,0.7354497354428571,2.0,0.9199999999999999,0.09523809523492063,1.0,0.0479999999984,0.011071428571428572,1.0,0.00552,73.47739583333333
D5380370,A1ZSY006SLD0,8PXMCVAG,FL,8M5CL,PXMG,AME409_PM6,263067.0,P_78_GABON_B10_R3,2025-12-24 03:35:09,ICCR2+CV,2,0.0,BSL,ZERO,True,2025-12-24 04:47:59,BPD454,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXMCGMT51NA2,0,0,0,AME409,D538037,6,12.0,6.0,OFF,ON,OFF,ON,OFF,7809.0,497.0,7809.0,497.0,227.0,P_78_GABON_B10_R3,0.7316394444,12/24/2025 3:35:09 AM,6.0793694444,103.0,50.661412037,FL78.31YBC_SNIP_DLP2203458-1_10471,2.0,2.0,1,1.4509803921558824,34,0.0,0.0,0.8725490196088236,0.0,0.0,0.019607843135294116,0.0,0.0,0.0015441176470588234,2.5,2.0,2,1.7398373983719515,82,1.0,2.0,1.1300813008134145,0.0,0.0,0.02845528455121951,0.0,0.0,0.0032926829268292677,2.5,2.0,2,1.4053333333328,125,1.0,2.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,0.9541898148148148
D5344880,A11HV121SLE2,8PXMCVAG,FL,8M6CL,PXMG,AME421_PM3,260463.0,P_78_GABON,2025-12-24 03:28:26,POR+CV+GF,4,0.003584,BSL,BSL,False,2025-12-24 05:08:48,BPD454,0.003584,BSL,BSL,False,0.0,BSL,ZERO,True,SNV440,8PXMCGMT61NA1,1,0,1,AME421,D534488,121,6.0,3.0,OFF,OFF,ON,ON,OFF,1242.0,137.0,1242.0,137.0,353.0,P_78_GABON,0.4240875,12/24/2025 3:28:26 AM,8.0123608333,108.0,66.769673611,FL78.31YBC_SNIP_DLP2203458-1_6365,3.0454545454499993,2.0,22,1.4509803921558824,34,1.5909090909090913,2.0,0.8725490196088236,0.0,0.0,0.019607843135294116,0.0,0.0,0.0015441176470588234,3.0454545454499993,2.0,22,1.7398373983719515,82,1.5909090909090913,2.0,1.1300813008134145,0.0,0.0,0.02845528455121951,0.0,0.0,0.0032926829268292677,0.0,0.0,2,1.4053333333328,125,0.0,0.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,11.166481481481481
D5344880,A11HV113SLA7,8PXMCVAG,FL,8M6CL,PXMG,AME421_PM4,260463.0,P_78_GABON,2025-12-24 03:24:08,POR+CV,4,0.003584,BSL,BSL,False,2025-12-24 05:08:48,BPD454,0.0,BSL,ZERO,True,0.003584,BSL,BSL,False,SNV440,8PXMCGMT61NA1,1,0,1,AME421,D534488,113,5.0,2.0,OFF,OFF,OFF,ON,OFF,26633.0,1692.0,11750.0,770.0,392.0,P_78_GABON,0.4945880556,12/24/2025 3:24:08 AM,7.5389263889,102.0,62.824386574,FL78.31YBC_SNIP_DLP2203458-1_6365,0.0,0.0,1,1.4509803921558824,34,0.0,0.0,0.8725490196088236,0.0,0.0,0.019607843135294116,0.0,0.0,0.0015441176470588234,0.0,0.0,1,1.7398373983719515,82,0.0,0.0,1.1300813008134145,0.0,0.0,0.02845528455121951,0.0,0.0,0.0032926829268292677,0.0,0.0,3,1.4053333333328,125,0.0,0.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,2.1882175925925926
D5334210AJ,KHZTW475WFB5,8PXMCVAG,FL,8M5CL,PXMG,AME417_PM4,263067.0,P_78_GABON_B10_R3,2025-12-24 03:16:44,CCMR2+ICCR2+CV+GF,4,0.003692,BSL,BSL,False,2025-12-24 04:06:12,BPD454,0.003692,BSL,BSL,False,0.0,BSL,ZERO,True,SNY510,8PXMCGMT51NA2,0,0,1,AME417,D533421,475,18.0,11.0,ON,ON,ON,ON,OFF,11931.0,577.0,11931.0,577.0,699.0,P_78_GABON_R1,1.1235036111,12/24/2025 3:16:44 AM,4.7003366667,77.140446331,39.169472222,FL78.31YBC_SNIP_DLP2203458-1_5194,1.0,2.0,1,1.4509803921558824,34,0.0,0.0,0.8725490196088236,0.0,0.0,0.019607843135294116,0.0,0.0,0.0015441176470588234,0.4444444444333333,1.0,3,1.7398373983719515,82,0.11111111109999999,1.0,1.1300813008134145,0.0,0.0,0.02845528455121951,0.0,0.0,0.0032926829268292677,1.0833333333250001,2.0,4,1.4053333333328,125,0.333333333325,1.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,2.83025462962963
D5334210AJ,KHZTW433WFE5,8PXMCVAG,FL,8M5CL,PXMG,AME417_PM4,263067.0,P_78_GABON_B10_R3,2025-12-24 03:09:40,CCMR2+ICCR2+CV+GF,4,0.018257,BSL,BSL,False,2025-12-24 04:06:12,BPD454,0.018257,HIGHFLIER,HIGHFLIER,False,0.0,BSL,ZERO,True,SNY510,8PXMCGMT51NA2,0,0,1,AME417,D533421,433,15.0,9.0,ON,ON,ON,ON,OFF,11931.0,577.0,11931.0,577.0,699.0,P_78_GABON_R1,1.1235036111,12/24/2025 3:09:40 AM,4.7003366667,77.140446331,39.169472222,FL78.31YBC_SNIP_DLP2203458-1_5194,1.0,2.0,1,1.4509803921558824,34,0.0,0.0,0.8725490196088236,0.0,0.0,0.019607843135294116,0.0,0.0,0.0015441176470588234,0.4444444444333333,1.0,3,1.7398373983719515,82,0.11111111109999999,1.0,1.1300813008134145,0.0,0.0,0.02845528455121951,0.0,0.0,0.0032926829268292677,1.0833333333250001,2.0,4,1.4053333333328,125,0.333333333325,1.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,2.8253472222222222
D5334210AJ,KHZTW474WFE6,8PXMCVAG,FL,8M5CL,PXMG,AME417_PM4,263067.0,P_78_GABON_B10_R3,2025-12-24 03:06:07,CCMR2+ICCR2+CV+GF,4,0.0,BSL,ZERO,True,2025-12-24 04:06:12,BPD454,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXMCGMT51NA2,0,0,1,AME417,D533421,474,14.0,8.0,ON,ON,ON,ON,OFF,11931.0,577.0,11931.0,577.0,699.0,P_78_GABON_R1,1.1235036111,12/24/2025 3:06:07 AM,4.7003366667,77.140446331,39.169472222,FL78.31YBC_SNIP_DLP2203458-1_5194,1.0,2.0,1,1.4509803921558824,34,0.0,0.0,0.8725490196088236,0.0,0.0,0.019607843135294116,0.0,0.0,0.0015441176470588234,0.4444444444333333,1.0,3,1.7398373983719515,82,0.11111111109999999,1.0,1.1300813008134145,0.0,0.0,0.02845528455121951,0.0,0.0,0.0032926829268292677,1.0833333333250001,2.0,4,1.4053333333328,125,0.333333333325,1.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,2.8228819444444446
D5334210AJ,KHZTW423WFA1,8PXMCVAG,FL,8M5CL,PXMG,AME417_PM4,263067.0,P_78_GABON_B10_R3,2025-12-24 02:48:28,CCMR2+ICCR2+CV+GF,4,0.0,BSL,ZERO,True,2025-12-24 04:06:12,BPD454,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY510,8PXMCGMT51NA2,0,0,1,AME417,D533421,423,5.0,3.0,ON,ON,ON,ON,OFF,11931.0,577.0,11931.0,577.0,699.0,P_78_GABON_R1,1.1235036111,12/24/2025 2:48:28 AM,4.7003366667,77.140446331,39.169472222,FL78.31YBC_SNIP_DLP2203458-1_5194,1.0,2.0,1,1.4509803921558824,34,0.0,0.0,0.8725490196088236,0.0,0.0,0.019607843135294116,0.0,0.0,0.0015441176470588234,0.4444444444333333,1.0,3,1.7398373983719515,82,0.11111111109999999,1.0,1.1300813008134145,0.0,0.0,0.02845528455121951,0.0,0.0,0.0032926829268292677,1.0833333333250001,2.0,4,1.4053333333328,125,0.333333333325,1.0,0.9199999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,2.810625
D5322980,GP8YG610JKE3,8PXMCVAG,FL,8M5CL,PXMG,AME409_PM6,263067.0,P_78_GABON_B10_R3,2025-12-23 23:19:56,ICCR2+CV,2,0.003659,BSL,BSL,False,2025-12-24 00:15:19,BPD458,0.003659,BSL,BSL,False,0.0,BSL,ZERO,True,SNY510,8PXMCGMT51NA2,0,0,1,AME409,D532298,610,22.0,11.0,OFF,ON,OFF,ON,OFF,7769.0,495.0,7769.0,495.0,186.0,P_78_GABON_B10_R3,1.0602333333,12/23/2025 11:19:56 PM,6.3535383333,107.39580464,52.946152778,FL78.31YBC_SNIP_DLP2203458-1_4573,2.0,2.0,1,1.5333333333314283,35,0.0,0.0,0.9714285714285714,0.0,0.0,0.047619047617142855,0.0,0.0,0.006,2.5,2.0,2,1.727642276420732,82,1.0,2.0,1.1300813008134147,0.0,0.0,0.02845528455121951,0.0,0.0,0.0032926829268292677,2.5,2.0,2,1.4053333333328,125,1.0,2.0,0.9279999999999999,0.0,0.0,0.0479999999984,0.0,0.0,0.00552,0.7769560185185185
D5322980,GP8YG609JKB2,8PXMCVAG,FL,8M5CL,PXMG,AME409_PM5,263067.0,P_78_GABON_B10_R3,2025-12-23 22:58:10,ICCR2+CV+GF,2,0.009303,BSL,BSL,False,2025-12-24 00:15:19,BPD458,0.009303,BSL,BSL,False,0.0,BSL,ZERO,True,SNY510,8PXMCGMT51NA2,0,0,1,AME409,D532298,609,9.0,5.0,OFF,ON,ON,ON,OFF,5689.0,428.0,4879.0,362.0,528.0,P_78_GABON_B10_R3,1.0009877778,12/23/2025 10:58:10 PM,6.8264219444,115.42677176,56.886849537,FL78.31YBC_SNIP_DLP2203458-1_4573,2.555555555550794,2.0,63,1.519607843135294,34,0.7354497354428571,2.0,0.9705882352941176,0.09523809523492063,1.0,0.04901960784117647,0.011071428571428572,1.0,0.006176470588235294,2.555555555550794,2.0,63,1.724279835388889,81,0.7354497354428571,2.0,1.1316872427987656,0.09523809523492063,1.0,0.028806584360493822,0.011071428571428572,1.0,0.0033333333333333327,2.555555555550794,2.0,63,1.4005376344080647,124,0.7354497354428571,2.0,0.9274193548387095,0.09523809523492063,1.0,0.04838709677258064,0.011071428571428572,1.0,0.005564516129032257,73.28001157407408
