LOT,WAFER_ID,PRODUCT,ROUTE,LAYER,DEVICE,SUBENTITY,OPERATION,RECIPE,SUBENTITY_END_TIME,PILOT_STATUS,N_SCAN,SUM_NCDD,STATUS,CLASS,ZERO_NCDD,INSPECT_TIME,INSPECT_TOOL,BEEP_NCDD,STATUS_BEEP,CLASS_BEEP,ZERO_BEEP,SMP_NCDD,STATUS_SMP,CLASS_SMP,ZERO_SMP,STEPPER,RETICLE,SIF_SED,SIF_ETCH,SIF_DEFECT,ENTITY,LOT7,WAFER,SLOT,P_ORDER,CCMR2,ICCR2,GF,CV,SRCIP,FULLPM,FULLPM_RF,MINIPM,MINIPM_RF,CNTR_SS,PL_RECIPE,PT_BTWN,PL_TIME,UPT_12HRS,UNW_12HRS,UP_12HRS,ROUTE_STARTS,CH_SS_5_TA,CH_SS_5_TA_CLASS,CH_SS_5_N,FL_SS_5_TA,FL_SS_5_N,CH_SS_5_LA,CH_SS_5_LA_CLASS,FL_SS_5_LA,CH_SS_5_AC,CH_SS_5_AC_CLASS,FL_SS_5_AC,CH_SS_5_CA,CH_SS_5_CA_CLASS,FL_SS_5_CA,CH_SS_10_TA,CH_SS_10_TA_CLASS,CH_SS_10_N,FL_SS_10_TA,FL_SS_10_N,CH_SS_10_LA,CH_SS_10_LA_CLASS,FL_SS_10_LA,CH_SS_10_AC,CH_SS_10_AC_CLASS,FL_SS_10_AC,CH_SS_10_CA,CH_SS_10_CA_CLASS,FL_SS_10_CA,CH_SS_15_TA,CH_SS_15_TA_CLASS,CH_SS_15_N,FL_SS_15_TA,FL_SS_15_N,CH_SS_15_LA,CH_SS_15_LA_CLASS,FL_SS_15_LA,CH_SS_15_AC,CH_SS_15_AC_CLASS,FL_SS_15_AC,CH_SS_15_CA,CH_SS_15_CA_CLASS,FL_SS_15_CA,CH_SS_DAYS
D547R100,A16X9131SLD5,8PONCVEB,RE,8M6CL,PNCB,AME419_PM3,260463.0,P_78_GABON,2025-12-04 12:14:27,POR+CV+GF,17,0.0,BSL,ZERO,True,2025-12-04 16:15:43,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY511,8PXSCBMT61NA1,1,0,1,AME419,D547R10,131,16.0,6.0,OFF,OFF,ON,ON,OFF,11753.0,853.0,727.0,50.0,727.0,P_78_GABON,0.1553613889,12/04/2025 12:14:27 PM,7.2169086111,101.39919322,60.140905093,RE78.0G3EA_SNIP_DLP2201248-1_288,1.1164021164031745,2.0,63,1.2839506172814816,27,0.4074074074079365,2.0,0.4938271604925926,0.0,0.0,0.14814814814814814,0.0,0.0,0.018333333333333333,1.0,2.0,1,1.1785714285660716,56,0.0,0.0,0.5178571428553571,0.0,0.0,0.08928571428571429,0.0,0.0,0.020089285714285716,0.5,1.0,2,1.1004016064216868,83,0.0,0.0,0.46184738955662646,0.0,0.0,0.0642570281120482,0.0,0.0,0.01391566265060241,5.0674421296296295
D5306470J,GP1WY280JKE7,8PXMCVAG,FL,8M6CL,PXMG,AME421_PM6,260463.0,P_78_GABON_R1,2025-12-04 12:14:14,SRCIP,13,0.010658,BSL,BSL,False,2025-12-04 13:50:20,BPD446,0.010658,HIGHFLIER,HIGHFLIER,False,0.0,BSL,ZERO,True,SNY512,8PXMCGMT61NA2,0,1,1,AME421,D530647,280,3.0,3.0,ON,ON,ON,ON,ON,2672.0,160.0,2672.0,160.0,475.0,M_SS_L100,20.425869444,12/04/2025 12:14:14 PM,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2238456-1_54,1.0,2.0,2,1.2839506172814816,27,0.16666666665,1.0,0.4938271604925926,0.0,0.0,0.14814814814814814,0.0,0.0,0.018333333333333333,0.6666666666666666,1.0,3,1.1785714285660716,56,0.11111111109999999,1.0,0.5178571428553571,0.0,0.0,0.08928571428571429,0.0,0.0,0.020089285714285716,0.6666666666666666,1.0,3,1.1004016064216868,83,0.11111111109999999,1.0,0.46184738955662646,0.0,0.0,0.0642570281120482,0.0,0.0,0.01391566265060241,0.6238773148148148
D5306470J,GP1WY276JKD6,8PXMCVAG,FL,8M6CL,PXMG,AME421_PM6,260463.0,P_78_GABON_R1,2025-12-04 12:10:43,SRCIP,13,0.0,BSL,ZERO,True,2025-12-04 13:50:20,BPD446,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY512,8PXMCGMT61NA2,0,1,1,AME421,D530647,276,2.0,2.0,ON,ON,ON,ON,ON,2672.0,160.0,2672.0,160.0,475.0,M_SS_L100,20.425869444,12/04/2025 12:10:43 PM,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2238456-1_54,1.0,2.0,2,1.2839506172814816,27,0.16666666665,1.0,0.4938271604925926,0.0,0.0,0.14814814814814814,0.0,0.0,0.018333333333333333,0.6666666666666666,1.0,3,1.1785714285660716,56,0.11111111109999999,1.0,0.5178571428553571,0.0,0.0,0.08928571428571429,0.0,0.0,0.020089285714285716,0.6666666666666666,1.0,3,1.1004016064216868,83,0.11111111109999999,1.0,0.46184738955662646,0.0,0.0,0.0642570281120482,0.0,0.0,0.01391566265060241,0.6214351851851851
D547R100,A11NG099SLB7,8PONCVEB,RE,8M6CL,PNCB,AME419_PM4,260463.0,P_78_GABON,2025-12-04 12:10:12,POR+CV+GF,17,0.0,BSL,ZERO,True,2025-12-04 16:15:43,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY511,8PXSCBMT61NA1,1,0,1,AME419,D547R10,99,15.0,5.0,OFF,OFF,ON,ON,OFF,2212.0,161.0,2212.0,161.0,953.0,P_78_GABON,0.1553611111,12/04/2025 12:10:12 PM,6.7979319444,95.399770534,56.64943287,RE78.0G3EA_SNIP_DLP2201248-1_288,1.9552238805940303,2.0,67,1.2839506172814816,27,0.45273631840447764,2.0,0.4938271604925926,0.03482587064626866,1.0,0.14814814814814814,0.007052238805970149,1.0,0.018333333333333333,1.0,2.0,1,1.1785714285660716,56,0.3333333333,1.0,0.5178571428553571,0.0,0.0,0.08928571428571429,0.0,0.0,0.020089285714285716,2.0,2.0,2,1.1004016064216868,83,0.66666666665,2.0,0.46184738955662646,0.0,0.0,0.0642570281120482,0.0,0.0,0.01391566265060241,8.14292824074074
D547R100,A16X9132SLA4,8PONCVEB,RE,8M6CL,PNCB,AME419_PM3,260463.0,P_78_GABON,2025-12-04 12:10:12,POR+CV+GF,17,0.0,BSL,ZERO,True,2025-12-04 16:15:43,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY511,8PXSCBMT61NA1,1,0,1,AME419,D547R10,132,13.0,5.0,OFF,OFF,ON,ON,OFF,11753.0,853.0,727.0,50.0,727.0,P_78_GABON,0.1553613889,12/04/2025 12:10:12 PM,7.2169086111,101.39919322,60.140905093,RE78.0G3EA_SNIP_DLP2201248-1_288,1.1164021164031745,2.0,63,1.2839506172814816,27,0.4074074074079365,2.0,0.4938271604925926,0.0,0.0,0.14814814814814814,0.0,0.0,0.018333333333333333,1.0,2.0,1,1.1785714285660716,56,0.0,0.0,0.5178571428553571,0.0,0.0,0.08928571428571429,0.0,0.0,0.020089285714285716,0.5,1.0,2,1.1004016064216868,83,0.0,0.0,0.46184738955662646,0.0,0.0,0.0642570281120482,0.0,0.0,0.01391566265060241,5.064490740740741
D5306470J,GP1WY288JKC0,8PXMCVAG,FL,8M6CL,PXMG,AME421_PM6,260463.0,P_78_GABON_R1,2025-12-04 12:07:00,SRCIP,13,0.0,BSL,ZERO,True,2025-12-04 20:01:40,BPD444,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY512,8PXMCGMT61NA2,0,1,1,AME421,D530647,288,1.0,1.0,ON,ON,ON,ON,ON,2672.0,160.0,2672.0,160.0,475.0,M_SS_L100,20.425869444,12/04/2025 12:07:00 PM,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2238456-1_54,1.0,2.0,2,1.2839506172814816,27,0.16666666665,1.0,0.4938271604925926,0.0,0.0,0.14814814814814814,0.0,0.0,0.018333333333333333,0.6666666666666666,1.0,3,1.1785714285660716,56,0.11111111109999999,1.0,0.5178571428553571,0.0,0.0,0.08928571428571429,0.0,0.0,0.020089285714285716,0.6666666666666666,1.0,3,1.1004016064216868,83,0.11111111109999999,1.0,0.46184738955662646,0.0,0.0,0.0642570281120482,0.0,0.0,0.01391566265060241,0.6188541666666667
D5295710D,GP6ZP332JKF0,8PXMCVAG,FL,8M6CL,PXMG,AME411_PM1,260463.0,P_78_GABON_R1,2025-12-04 12:06:21,SRCIP,4,0.0,BSL,ZERO,True,2025-12-04 13:53:55,BPD458,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY512,8PXMCGMT61NA2,0,1,1,AME411,D529571,332,1.0,1.0,OFF,ON,ON,ON,ON,685.0,34.0,685.0,34.0,797.0,P_78_THAR_R4,22.699872222,12/04/2025 12:06:21 PM,0.0,0.0,0.0,FL78.31YBC_SNIP_DLP2233485-1_145,4.143589743587692,3.0,65,1.2839506172814816,27,1.8410256410246155,2.0,0.4938271604925926,0.08717948717999999,1.0,0.14814814814814814,0.00726923076923077,1.0,0.018333333333333333,4.143589743587692,3.0,65,1.1785714285660716,56,1.8410256410246155,2.0,0.5178571428553571,0.08717948717999999,1.0,0.08928571428571429,0.00726923076923077,1.0,0.020089285714285716,1.3333333333,2.0,1,1.1004016064216868,83,0.6666666667,2.0,0.46184738955662646,0.0,0.0,0.0642570281120482,0.0,0.0,0.01391566265060241,11.639560185185186
D547R100,A14YS117SLH0,8PONCVEB,RE,8M6CL,PNCB,AME419_PM4,260463.0,P_78_GABON,2025-12-04 12:05:57,POR+CV+GF,17,0.0,BSL,ZERO,True,2025-12-04 16:15:43,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY511,8PXSCBMT61NA1,1,0,1,AME419,D547R10,117,11.0,4.0,OFF,OFF,ON,ON,OFF,2212.0,161.0,2212.0,161.0,953.0,P_78_GABON,0.1553611111,12/04/2025 12:05:57 PM,6.7979319444,95.399770534,56.64943287,RE78.0G3EA_SNIP_DLP2201248-1_288,1.9552238805940303,2.0,67,1.2839506172814816,27,0.45273631840447764,2.0,0.4938271604925926,0.03482587064626866,1.0,0.14814814814814814,0.007052238805970149,1.0,0.018333333333333333,1.0,2.0,1,1.1785714285660716,56,0.3333333333,1.0,0.5178571428553571,0.0,0.0,0.08928571428571429,0.0,0.0,0.020089285714285716,2.0,2.0,2,1.1004016064216868,83,0.66666666665,2.0,0.46184738955662646,0.0,0.0,0.0642570281120482,0.0,0.0,0.01391566265060241,8.139976851851852
D547R100,A11NG092SLB5,8PONCVEB,RE,8M6CL,PNCB,AME419_PM3,260463.0,P_78_GABON,2025-12-04 12:05:57,POR+CV+GF,17,0.0,BSL,ZERO,True,2025-12-04 16:15:43,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY511,8PXSCBMT61NA1,1,0,1,AME419,D547R10,92,9.0,4.0,OFF,OFF,ON,ON,OFF,11753.0,853.0,727.0,50.0,727.0,P_78_GABON,0.1553613889,12/04/2025 12:05:57 PM,7.2169086111,101.39919322,60.140905093,RE78.0G3EA_SNIP_DLP2201248-1_288,1.1164021164031745,2.0,63,1.2839506172814816,27,0.4074074074079365,2.0,0.4938271604925926,0.0,0.0,0.14814814814814814,0.0,0.0,0.018333333333333333,1.0,2.0,1,1.1785714285660716,56,0.0,0.0,0.5178571428553571,0.0,0.0,0.08928571428571429,0.0,0.0,0.020089285714285716,0.5,1.0,2,1.1004016064216868,83,0.0,0.0,0.46184738955662646,0.0,0.0,0.0642570281120482,0.0,0.0,0.01391566265060241,5.061539351851851
D547R100,A14U9295SLE4,8PONCVEB,RE,8M6CL,PNCB,AME419_PM4,260463.0,P_78_GABON,2025-12-04 12:01:41,POR+CV+GF,17,0.003609,BSL,BSL,False,2025-12-04 16:15:43,BPD450,0.003609,BSL,BSL,False,0.0,BSL,ZERO,True,SNY511,8PXSCBMT61NA1,1,0,1,AME419,D547R10,295,8.0,3.0,OFF,OFF,ON,ON,OFF,2212.0,161.0,2212.0,161.0,953.0,P_78_GABON,0.1553611111,12/04/2025 12:01:41 PM,6.7979319444,95.399770534,56.64943287,RE78.0G3EA_SNIP_DLP2201248-1_288,1.9552238805940303,2.0,67,1.2839506172814816,27,0.45273631840447764,2.0,0.4938271604925926,0.03482587064626866,1.0,0.14814814814814814,0.007052238805970149,1.0,0.018333333333333333,1.0,2.0,1,1.1785714285660716,56,0.3333333333,1.0,0.5178571428553571,0.0,0.0,0.08928571428571429,0.0,0.0,0.020089285714285716,2.0,2.0,2,1.1004016064216868,83,0.66666666665,2.0,0.46184738955662646,0.0,0.0,0.0642570281120482,0.0,0.0,0.01391566265060241,8.13701388888889
D547R100,A15CT112SLD1,8PONCVEB,RE,8M6CL,PNCB,AME419_PM3,260463.0,P_78_GABON,2025-12-04 12:01:41,POR+CV+GF,17,0.0,BSL,ZERO,True,2025-12-04 16:15:43,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY511,8PXSCBMT61NA1,1,0,1,AME419,D547R10,112,7.0,3.0,OFF,OFF,ON,ON,OFF,11753.0,853.0,727.0,50.0,727.0,P_78_GABON,0.1553613889,12/04/2025 12:01:41 PM,7.2169086111,101.39919322,60.140905093,RE78.0G3EA_SNIP_DLP2201248-1_288,1.1164021164031745,2.0,63,1.2839506172814816,27,0.4074074074079365,2.0,0.4938271604925926,0.0,0.0,0.14814814814814814,0.0,0.0,0.018333333333333333,1.0,2.0,1,1.1785714285660716,56,0.0,0.0,0.5178571428553571,0.0,0.0,0.08928571428571429,0.0,0.0,0.020089285714285716,0.5,1.0,2,1.1004016064216868,83,0.0,0.0,0.46184738955662646,0.0,0.0,0.0642570281120482,0.0,0.0,0.01391566265060241,5.058576388888889
D547R100,A14YS111SLD5,8PONCVEB,RE,8M6CL,PNCB,AME419_PM4,260463.0,P_78_GABON,2025-12-04 11:57:26,POR+CV+GF,17,0.0,BSL,ZERO,True,2025-12-04 16:15:43,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY511,8PXSCBMT61NA1,1,0,1,AME419,D547R10,111,6.0,2.0,OFF,OFF,ON,ON,OFF,2212.0,161.0,2212.0,161.0,953.0,P_78_GABON,0.1553611111,12/04/2025 11:57:26 AM,6.7979319444,95.399770534,56.64943287,RE78.0G3EA_SNIP_DLP2201248-1_288,1.9552238805940303,2.0,67,1.2839506172814816,27,0.45273631840447764,2.0,0.4938271604925926,0.03482587064626866,1.0,0.14814814814814814,0.007052238805970149,1.0,0.018333333333333333,1.0,2.0,1,1.1785714285660716,56,0.3333333333,1.0,0.5178571428553571,0.0,0.0,0.08928571428571429,0.0,0.0,0.020089285714285716,2.0,2.0,2,1.1004016064216868,83,0.66666666665,2.0,0.46184738955662646,0.0,0.0,0.0642570281120482,0.0,0.0,0.01391566265060241,8.1340625
D547R100,A14YS120SLD7,8PONCVEB,RE,8M6CL,PNCB,AME419_PM3,260463.0,P_78_GABON,2025-12-04 11:57:26,POR+CV+GF,17,0.0,BSL,ZERO,True,2025-12-04 16:15:43,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY511,8PXSCBMT61NA1,1,0,1,AME419,D547R10,120,5.0,2.0,OFF,OFF,ON,ON,OFF,11753.0,853.0,727.0,50.0,727.0,P_78_GABON,0.1553613889,12/04/2025 11:57:26 AM,7.2169086111,101.39919322,60.140905093,RE78.0G3EA_SNIP_DLP2201248-1_288,1.1164021164031745,2.0,63,1.2839506172814816,27,0.4074074074079365,2.0,0.4938271604925926,0.0,0.0,0.14814814814814814,0.0,0.0,0.018333333333333333,1.0,2.0,1,1.1785714285660716,56,0.0,0.0,0.5178571428553571,0.0,0.0,0.08928571428571429,0.0,0.0,0.020089285714285716,0.5,1.0,2,1.1004016064216868,83,0.0,0.0,0.46184738955662646,0.0,0.0,0.0642570281120482,0.0,0.0,0.01391566265060241,5.055625
D547R100,A14YS115SLF7,8PONCVEB,RE,8M6CL,PNCB,AME419_PM3,260463.0,P_78_GABON,2025-12-04 11:52:16,POR+CV+GF,17,0.0,BSL,ZERO,True,2025-12-04 16:15:43,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY511,8PXSCBMT61NA1,1,0,1,AME419,D547R10,115,3.0,1.0,OFF,OFF,ON,ON,OFF,11753.0,853.0,727.0,50.0,727.0,P_78_GABON,0.1553613889,12/04/2025 11:52:16 AM,7.2169086111,101.39919322,60.140905093,RE78.0G3EA_SNIP_DLP2201248-1_288,1.1164021164031745,2.0,63,1.2839506172814816,27,0.4074074074079365,2.0,0.4938271604925926,0.0,0.0,0.14814814814814814,0.0,0.0,0.018333333333333333,1.0,2.0,1,1.1785714285660716,56,0.0,0.0,0.5178571428553571,0.0,0.0,0.08928571428571429,0.0,0.0,0.020089285714285716,0.5,1.0,2,1.1004016064216868,83,0.0,0.0,0.46184738955662646,0.0,0.0,0.0642570281120482,0.0,0.0,0.01391566265060241,5.052037037037037
D547R100,A11NG094SLC6,8PONCVEB,RE,8M6CL,PNCB,AME419_PM4,260463.0,P_78_GABON,2025-12-04 11:52:16,POR+CV+GF,17,0.0,BSL,ZERO,True,2025-12-04 16:15:43,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY511,8PXSCBMT61NA1,1,0,1,AME419,D547R10,94,4.0,1.0,OFF,OFF,ON,ON,OFF,2212.0,161.0,2212.0,161.0,953.0,P_78_GABON,0.1553611111,12/04/2025 11:52:16 AM,6.7979319444,95.399770534,56.64943287,RE78.0G3EA_SNIP_DLP2201248-1_288,1.9552238805940303,2.0,67,1.2839506172814816,27,0.45273631840447764,2.0,0.4938271604925926,0.03482587064626866,1.0,0.14814814814814814,0.007052238805970149,1.0,0.018333333333333333,1.0,2.0,1,1.1785714285660716,56,0.3333333333,1.0,0.5178571428553571,0.0,0.0,0.08928571428571429,0.0,0.0,0.020089285714285716,2.0,2.0,2,1.1004016064216868,83,0.66666666665,2.0,0.46184738955662646,0.0,0.0,0.0642570281120482,0.0,0.0,0.01391566265060241,8.130474537037037
D5258710,GN4EC604JKG3,8PXMCVAG,FL,8M5CL,PXMG,AME417_PM4,263067.0,P_78_GABON_B10_R3,2025-12-04 09:55:12,CCMR2+ICCR2+CV+GF,4,0.0,BSL,ZERO,True,2025-12-04 10:59:33,BPD458,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY512,8PXMCGMT51NA1,1,0,1,AME417,D525871,604,19.0,9.0,ON,ON,ON,ON,OFF,8342.0,407.0,8342.0,407.0,872.0,P_78_GABON_B10_R3,0.0388283333,12/04/2025 9:55:12 AM,7.6932336111,127.67135083,64.110280093,FL78.31YBC_SNIP_DLP2211199-1_380,0.0,0.0,1,1.273809523807143,28,0.0,0.0,0.4761904761892857,0.0,0.0,0.14285714285714285,0.0,0.0,0.01767857142857143,1.0,2.0,2,1.1785714285660716,56,0.5,2.0,0.5178571428553571,0.5,1.0,0.08928571428571429,0.315,1.0,0.020089285714285716,0.6666666666666666,1.0,3,1.1111111111071428,84,0.3333333333333333,1.0,0.4801587301571428,0.3333333333333333,1.0,0.06349206349166667,0.21,1.0,0.01375,3.173599537037037
D5258710,GN4EC607JKE3,8PXMCVAG,FL,8M5CL,PXMG,AME417_PM3,263067.0,P_78_GABON_B10_R3,2025-12-04 09:55:12,CCMR2+ICCR2+CV+GF,4,0.004861,BSL,BSL,False,2025-12-04 10:59:33,BPD458,0.004861,BSL,BSL,False,0.0,BSL,ZERO,True,SNY512,8PXMCGMT51NA1,1,0,1,AME417,D525871,607,20.0,3.0,ON,ON,ON,ON,OFF,4921.0,243.0,4921.0,243.0,5.0,M_CCM_R2_L100,0.2531355556,12/04/2025 9:55:12 AM,8.2592505556,135.0,68.827087963,FL78.31YBC_SNIP_DLP2211199-1_380,0.5,1.0,2,1.273809523807143,28,0.5,2.0,0.4761904761892857,0.0,0.0,0.14285714285714285,0.0,0.0,0.01767857142857143,1.0,2.0,3,1.1785714285660716,56,0.6666666666666666,2.0,0.5178571428553571,0.0,0.0,0.08928571428571429,0.0,0.0,0.020089285714285716,1.25,2.0,4,1.1111111111071428,84,0.75,2.0,0.4801587301571428,0.0,0.0,0.06349206349166667,0.0,0.0,0.01375,0.026898148148148147
D5258710,GN4EC603JKC1,8PXMCVAG,FL,8M5CL,PXMG,AME417_PM4,263067.0,P_78_GABON_B10_R3,2025-12-04 09:37:48,CCMR2+ICCR2+CV+GF,4,0.0,BSL,ZERO,True,2025-12-04 10:59:33,BPD458,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY512,8PXMCGMT51NA1,1,0,1,AME417,D525871,603,8.0,5.0,ON,ON,ON,ON,OFF,8342.0,407.0,8342.0,407.0,872.0,P_78_GABON_B10_R3,0.0388283333,12/04/2025 9:37:48 AM,7.6932336111,127.67135083,64.110280093,FL78.31YBC_SNIP_DLP2211199-1_380,0.0,0.0,1,1.273809523807143,28,0.0,0.0,0.4761904761892857,0.0,0.0,0.14285714285714285,0.0,0.0,0.01767857142857143,1.0,2.0,2,1.1785714285660716,56,0.5,2.0,0.5178571428553571,0.5,1.0,0.08928571428571429,0.315,1.0,0.020089285714285716,0.6666666666666666,1.0,3,1.1111111111071428,84,0.3333333333333333,1.0,0.4801587301571428,0.3333333333333333,1.0,0.06349206349166667,0.21,1.0,0.01375,3.161516203703704
D5258710,GN4EC605JKD2,8PXMCVAG,FL,8M5CL,PXMG,AME417_PM4,263067.0,P_78_GABON_B10_R3,2025-12-04 09:30:44,CCMR2+ICCR2+CV+GF,4,0.003692,BSL,BSL,False,2025-12-04 10:59:33,BPD458,0.003692,BSL,BSL,False,0.0,BSL,ZERO,True,SNY512,8PXMCGMT51NA1,1,0,1,AME417,D525871,605,6.0,3.0,ON,ON,ON,ON,OFF,8342.0,407.0,8342.0,407.0,872.0,P_78_GABON_B10_R3,0.0388283333,12/04/2025 9:30:44 AM,7.6932336111,127.67135083,64.110280093,FL78.31YBC_SNIP_DLP2211199-1_380,0.0,0.0,1,1.273809523807143,28,0.0,0.0,0.4761904761892857,0.0,0.0,0.14285714285714285,0.0,0.0,0.01767857142857143,1.0,2.0,2,1.1785714285660716,56,0.5,2.0,0.5178571428553571,0.5,1.0,0.08928571428571429,0.315,1.0,0.020089285714285716,0.6666666666666666,1.0,3,1.1111111111071428,84,0.3333333333333333,1.0,0.4801587301571428,0.3333333333333333,1.0,0.06349206349166667,0.21,1.0,0.01375,3.1566087962962963
D5272920,GP2EG470JKG1,8PONCVEB,FL,8M5CL,PNCB,AME417_PM3,263067.0,P_78_GABON_B10_R3,2025-12-03 19:07:44,CCMR2+ICCR2+CV+GF,8,0.0,BSL,ZERO,True,2025-12-03 20:05:07,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY511,8PXSCBMT50NA3,0,0,1,AME417,D527292,470,23.0,12.0,ON,ON,ON,ON,OFF,4751.0,235.0,4751.0,235.0,797.0,P_78_GABON_B10_R3,0.0163319444,12/03/2025 7:07:44 PM,9.4420972222,154.39918569,78.684143519,FL78.3388C_SNIP_DLP2177706-1_2057,1.0,2.0,1,1.379310344824138,29,1.0,2.0,0.5287356321827587,0.0,0.0,0.13793103448275862,0.0,0.0,0.01706896551724138,1.6666666666666667,2.0,3,1.160919540224138,58,1.0,2.0,0.5114942528724138,0.0,0.0,0.08620689655172414,0.0,0.0,0.01939655172413793,1.6666666666666667,2.0,3,1.0567375886489363,94,1.0,2.0,0.4574468085085106,0.0,0.0,0.05673758865212766,0.0,0.0,0.012287234042553191,2.7309259259259258
D5272920,GP2EG463JKH0,8PONCVEB,FL,8M5CL,PNCB,AME417_PM3,263067.0,P_78_GABON_B10_R3,2025-12-03 19:04:05,CCMR2+ICCR2+CV+GF,8,0.0,BSL,ZERO,True,2025-12-03 20:05:07,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY511,8PXSCBMT50NA3,0,0,1,AME417,D527292,463,21.0,11.0,ON,ON,ON,ON,OFF,4751.0,235.0,4751.0,235.0,797.0,P_78_GABON_B10_R3,0.0163319444,12/03/2025 7:04:05 PM,9.4420972222,154.39918569,78.684143519,FL78.3388C_SNIP_DLP2177706-1_2057,1.0,2.0,1,1.379310344824138,29,1.0,2.0,0.5287356321827587,0.0,0.0,0.13793103448275862,0.0,0.0,0.01706896551724138,1.6666666666666667,2.0,3,1.160919540224138,58,1.0,2.0,0.5114942528724138,0.0,0.0,0.08620689655172414,0.0,0.0,0.01939655172413793,1.6666666666666667,2.0,3,1.0567375886489363,94,1.0,2.0,0.4574468085085106,0.0,0.0,0.05673758865212766,0.0,0.0,0.012287234042553191,2.728391203703704
D5272920,GP2EG465JKA6,8PONCVEB,FL,8M5CL,PNCB,AME417_PM3,263067.0,P_78_GABON_B10_R3,2025-12-03 18:56:48,CCMR2+ICCR2+CV+GF,8,0.0,BSL,ZERO,True,2025-12-03 20:05:07,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY511,8PXSCBMT50NA3,0,0,1,AME417,D527292,465,17.0,9.0,ON,ON,ON,ON,OFF,4751.0,235.0,4751.0,235.0,797.0,P_78_GABON_B10_R3,0.0163319444,12/03/2025 6:56:48 PM,9.4420972222,154.39918569,78.684143519,FL78.3388C_SNIP_DLP2177706-1_2057,1.0,2.0,1,1.379310344824138,29,1.0,2.0,0.5287356321827587,0.0,0.0,0.13793103448275862,0.0,0.0,0.01706896551724138,1.6666666666666667,2.0,3,1.160919540224138,58,1.0,2.0,0.5114942528724138,0.0,0.0,0.08620689655172414,0.0,0.0,0.01939655172413793,1.6666666666666667,2.0,3,1.0567375886489363,94,1.0,2.0,0.4574468085085106,0.0,0.0,0.05673758865212766,0.0,0.0,0.012287234042553191,2.723333333333333
D5272920,GP2EG468JKG1,8PONCVEB,FL,8M5CL,PNCB,AME417_PM4,263067.0,P_78_GABON_B10_R3,2025-12-03 18:53:09,CCMR2+ICCR2+CV+GF,8,0.0,BSL,ZERO,True,2025-12-03 20:05:07,BPD450,0.0,BSL,ZERO,True,0.0,BSL,ZERO,True,SNY511,8PXSCBMT50NA3,0,0,1,AME417,D527292,468,16.0,8.0,ON,ON,ON,ON,OFF,8180.0,399.0,8180.0,399.0,709.0,P_78_GABON_B10_R3,0.016335,12/03/2025 6:53:09 PM,6.6546469444,107.33101894,55.455391204,FL78.3388C_SNIP_DLP2177706-1_2057,0.0,0.0,1,1.379310344824138,29,0.0,0.0,0.5287356321827587,0.0,0.0,0.13793103448275862,0.0,0.0,0.01706896551724138,1.0,2.0,2,1.160919540224138,58,0.5,2.0,0.5114942528724138,0.5,1.0,0.08620689655172414,0.315,1.0,0.01939655172413793,0.6666666666666666,1.0,3,1.0567375886489363,94,0.3333333333333333,1.0,0.4574468085085106,0.3333333333333333,1.0,0.05673758865212766,0.21,1.0,0.012287234042553191,2.547175925925926
