WAFER_ID,LAYER,LOT,INSPECT_TIME,WDS_L_SIARC_DEP_ENTITY,WDS_L_SIARC_DEP_OPERATION,WDS_L_SIARC_DEP_WAFER_ENTITY_END_TIME,WDS_L_CHM_DEP_ENTITY,WDS_L_CHM_DEP_OPERATION,WDS_L_CHM_DEP_WAFER_ENTITY_END_TIME,WDS_L_SED_ENTITY,WDS_L_SED_OPERATION,WDS_L_SED_WAFER_ENTITY_END_TIME,WDS_L_SED_SUBENTITY_0,WDS_L_SED_SUBENTITY_0_BATCH_IDLE,WDS_L_SED_SUBENTITY_0_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_0_PROCESS_ORDER,WDS_L_SED_SUBENTITY_0_SEQUENCE,WDS_L_SED_SUBENTITY_0_UTILIZATION,WDS_L_SED_SUBENTITY_1,WDS_L_SED_SUBENTITY_1_BATCH_IDLE,WDS_L_SED_SUBENTITY_1_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_1_PROCESS_ORDER,WDS_L_SED_SUBENTITY_1_SEQUENCE,WDS_L_SED_SUBENTITY_1_UTILIZATION,WDS_L_SED_SUBENTITY_2,WDS_L_SED_SUBENTITY_2_BATCH_IDLE,WDS_L_SED_SUBENTITY_2_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_2_PROCESS_ORDER,WDS_L_SED_SUBENTITY_2_SEQUENCE,WDS_L_SED_SUBENTITY_2_UTILIZATION,WDS_L_SED_SUBENTITY_3,WDS_L_SED_SUBENTITY_3_BATCH_IDLE,WDS_L_SED_SUBENTITY_3_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_3_PROCESS_ORDER,WDS_L_SED_SUBENTITY_3_SEQUENCE,WDS_L_SED_SUBENTITY_3_UTILIZATION,WDS_L_SED_SUBENTITY_4,WDS_L_SED_SUBENTITY_4_BATCH_IDLE,WDS_L_SED_SUBENTITY_4_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_4_PROCESS_ORDER,WDS_L_SED_SUBENTITY_4_SEQUENCE,WDS_L_SED_SUBENTITY_4_UTILIZATION,WDS_L_SED_SUBENTITY_5,WDS_L_SED_SUBENTITY_5_BATCH_IDLE,WDS_L_SED_SUBENTITY_5_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_5_PROCESS_ORDER,WDS_L_SED_SUBENTITY_5_SEQUENCE,WDS_L_SED_SUBENTITY_5_UTILIZATION,WDS_L_SED_SUBENTITY_6,WDS_L_SED_SUBENTITY_6_BATCH_IDLE,WDS_L_SED_SUBENTITY_6_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_6_PROCESS_ORDER,WDS_L_SED_SUBENTITY_6_SEQUENCE,WDS_L_SED_SUBENTITY_6_UTILIZATION,WDS_L_SED_SUBENTITY_7,WDS_L_SED_SUBENTITY_7_BATCH_IDLE,WDS_L_SED_SUBENTITY_7_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_7_PROCESS_ORDER,WDS_L_SED_SUBENTITY_7_SEQUENCE,WDS_L_SED_SUBENTITY_7_UTILIZATION,WDS_L_SED_SUBENTITY_8,WDS_L_SED_SUBENTITY_8_BATCH_IDLE,WDS_L_SED_SUBENTITY_8_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_8_PROCESS_ORDER,WDS_L_SED_SUBENTITY_8_SEQUENCE,WDS_L_SED_SUBENTITY_8_UTILIZATION,WDS_L_SED_SUBENTITY_9,WDS_L_SED_SUBENTITY_9_BATCH_IDLE,WDS_L_SED_SUBENTITY_9_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_9_PROCESS_ORDER,WDS_L_SED_SUBENTITY_9_SEQUENCE,WDS_L_SED_SUBENTITY_9_UTILIZATION,WDS_L_SED_SUBENTITY_10,WDS_L_SED_SUBENTITY_10_BATCH_IDLE,WDS_L_SED_SUBENTITY_10_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_10_PROCESS_ORDER,WDS_L_SED_SUBENTITY_10_SEQUENCE,WDS_L_SED_SUBENTITY_10_UTILIZATION,WDS_L_SED_SUBENTITY_11,WDS_L_SED_SUBENTITY_11_BATCH_IDLE,WDS_L_SED_SUBENTITY_11_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_11_PROCESS_ORDER,WDS_L_SED_SUBENTITY_11_SEQUENCE,WDS_L_SED_SUBENTITY_11_UTILIZATION,WDS_L_SED_SUBENTITY_12,WDS_L_SED_SUBENTITY_12_BATCH_IDLE,WDS_L_SED_SUBENTITY_12_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_12_PROCESS_ORDER,WDS_L_SED_SUBENTITY_12_SEQUENCE,WDS_L_SED_SUBENTITY_12_UTILIZATION,WDS_L_SED_SUBENTITY_13,WDS_L_SED_SUBENTITY_13_BATCH_IDLE,WDS_L_SED_SUBENTITY_13_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_13_PROCESS_ORDER,WDS_L_SED_SUBENTITY_13_SEQUENCE,WDS_L_SED_SUBENTITY_13_UTILIZATION,WDS_L_SED_SUBENTITY_14,WDS_L_SED_SUBENTITY_14_BATCH_IDLE,WDS_L_SED_SUBENTITY_14_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_14_PROCESS_ORDER,WDS_L_SED_SUBENTITY_14_SEQUENCE,WDS_L_SED_SUBENTITY_14_UTILIZATION,WDS_E_HM_ETCH_ENTITY,WDS_E_HM_ETCH_OPERATION,WDS_E_HM_ETCH_WAFER_ENTITY_END_TIME,WDS_E_HM_ETCH_SUBENTITY_0,WDS_E_HM_ETCH_SUBENTITY_0_BATCH_IDLE,WDS_E_HM_ETCH_SUBENTITY_0_PRIOR_ALIAS,WDS_E_HM_ETCH_SUBENTITY_0_PROCESS_ORDER,WDS_E_HM_ETCH_SUBENTITY_0_SEQUENCE,WDS_E_HM_ETCH_SUBENTITY_0_UTILIZATION,WDS_W_HM_CLN_ENTITY,WDS_W_HM_CLN_OPERATION,WDS_W_HM_CLN_WAFER_ENTITY_END_TIME,WDS_W_HM_CLN_SUBENTITY_0,WDS_W_HM_CLN_SUBENTITY_0_BATCH_IDLE,WDS_W_HM_CLN_SUBENTITY_0_PRIOR_ALIAS,WDS_W_HM_CLN_SUBENTITY_0_PROCESS_ORDER,WDS_W_HM_CLN_SUBENTITY_0_SEQUENCE,WDS_W_HM_CLN_SUBENTITY_0_UTILIZATION
HP1SJ120JKA0,8M6CL,D6215290,2026-09-04 20:04:43,TBF442,174943.0,2026-09-03 04:26:56.427000,TBF455,174938.0,2026-09-03 04:02:47.454000,SNY512,277586.0,2026-09-04 15:20:54.435000,SNY512_ADEV152,0.412,L_8M8_SED,1.0,398.0,0.021,SNY512_CADH1121,0.185,,1.0,907.0,0.069,SNY512_CHK1,0.218,L_8M6_SED,2.0,3552.0,0.042,SNY512_COT111,0.034,L_8M6_SED,1.0,1830.0,0.06,SNY512_CPHP1114,0.046,L_8M6_SED,1.0,1211.0,0.066,SNY512_CPHP1116,0.029,L_8M6_SED,1.0,1210.0,0.067,SNY512_CPHP1526,0.401,L_8M8_SED,1.0,386.0,0.022,SNY512_ICPL307,0.044,L_8M6_SED,1.0,1274.0,0.075,SNY512_ITC114,0.029,L_8M6_SED,1.0,1814.0,0.065,SNY512_PIR3022,0.223,L_8M6_SED,1.0,1775.0,0.036,SNY512_SCPL1131,0.025,L_8M6_SED,1.0,1834.0,0.066,SNY512_SCPL1134,0.041,L_8M6_SED,1.0,1814.0,0.064,SNY512_SCPL1531,0.402,L_8M8_SED,1.0,613.0,0.026,SNY512_SRS3013,0.15,,1.0,885.0,0.049,TNP512,-0.404,L_8M6_SED,2.0,3820.0,0.468,AME417,256528.0,2026-09-04 19:07:18.185000,AME417_B1,0.034,E_8M9_HM_ETCH,19.0,442.0,0.182,LEO425,279390.0,2026-09-04 19:45:10.207000,LEO425_SPN17,0.15,W_8M5_HM_CLN,2.0,571.0,0.372
HP1SJ121JKE2,8M6CL,D6215290,2026-09-04 20:04:43,TBF442,174943.0,2026-09-03 04:24:56.811000,TBF455,174938.0,2026-09-03 04:03:03.641000,SNY512,277586.0,2026-09-04 15:21:06.200000,SNY512_ADEV162,0.418,L_8M8_SED,1.0,399.0,0.021,SNY512_CADH1122,0.017,L_8M6_SED,1.0,899.0,0.069,SNY512_CHK1,0.218,L_8M6_SED,3.0,3553.0,0.042,SNY512_COT112,0.032,L_8M6_SED,2.0,1812.0,0.06,SNY512_CPHP1123,0.043,L_8M6_SED,1.0,1199.0,0.063,SNY512_CPHP1126,0.03,L_8M6_SED,1.0,1199.0,0.065,SNY512_CPHP1626,0.4,L_8M8_SED,1.0,382.0,0.023,SNY512_ICPL308,0.044,L_8M6_SED,1.0,1258.0,0.06,SNY512_ITC113,0.027,L_8M6_SED,2.0,1828.0,0.063,SNY512_PIR3021,0.223,L_8M6_SED,2.0,1791.0,0.038,SNY512_SCPL1132,0.024,L_8M6_SED,2.0,1816.0,0.065,SNY512_SCPL1133,0.04,L_8M6_SED,2.0,1828.0,0.062,SNY512_SCPL1631,0.326,,1.0,602.0,0.026,SNY512_SRS3014,0.05,L_8M6_SED,1.0,880.0,0.045,TNP512,-0.404,L_8M6_SED,3.0,3821.0,0.468,AME417,256528.0,2026-09-04 18:34:22.939000,AME417_B1,0.034,E_8M9_HM_ETCH,8.0,431.0,0.182,LEO425,279390.0,2026-09-04 19:42:34.126000,LEO425_SPN18,0.15,W_8M5_HM_CLN,1.0,561.0,0.373
HP1SJ122JKB1,8M6CL,D6215290,2026-09-04 20:04:43,TBF442,174943.0,2026-09-03 04:25:31.665000,TBF455,174938.0,2026-09-03 04:01:45.058000,SNY512,277586.0,2026-09-04 15:21:16.309000,SNY512_ADEV143,0.416,L_8M8_SED,1.0,392.0,0.021,SNY512_CADH1111,0.021,L_8M6_SED,1.0,929.0,0.071,SNY512_CHK1,0.218,L_8M6_SED,4.0,3554.0,0.042,SNY512_COT111,0.034,L_8M6_SED,2.0,1831.0,0.06,SNY512_CPHP1113,0.192,,2.0,1225.0,0.062,SNY512_CPHP1115,0.213,,2.0,1226.0,0.065,SNY512_CPHP1415,0.404,L_8M8_SED,1.0,411.0,0.022,SNY512_ICPL306,0.11,,2.0,1290.0,0.058,SNY512_ITC114,0.029,L_8M6_SED,2.0,1815.0,0.065,SNY512_PIR3022,0.223,L_8M6_SED,2.0,1776.0,0.036,SNY512_SCPL1131,0.025,L_8M6_SED,2.0,1835.0,0.066,SNY512_SCPL1134,0.041,L_8M6_SED,2.0,1815.0,0.064,SNY512_SCPL1432,0.326,,1.0,596.0,0.029,SNY512_SRS3011,0.05,L_8M6_SED,1.0,917.0,0.052,TNP512,-0.404,L_8M6_SED,4.0,3822.0,0.468,AME417,256528.0,2026-09-04 18:49:20.962000,AME417_B1,0.034,E_8M9_HM_ETCH,13.0,436.0,0.182,LEO425,279390.0,2026-09-04 19:44:50.235000,LEO425_SPN10,0.002,W_8BM1_CLN1,1.0,628.0,0.45
IEGMA055MMB5,8M5CL,D6226270,2026-09-04 19:59:36,TBF448,173452.0,2026-09-04 12:42:42.529000,TBF444,173451.0,2026-09-04 12:19:48.007000,SNY510,277246.0,2026-09-04 14:54:59.898000,SNY510_ADEV163,0.058,L_8M5_SED,1.0,273.0,0.171,SNY510_CADH1312,0.002,L_8M5_SED,1.0,618.0,0.364,SNY510_CHK1,0.011,L_8M5_SED,1.0,2636.0,0.296,SNY510_COT132,0.008,L_8M5_SED,1.0,1225.0,0.339,SNY510_CPHP1314,0.007,L_8M5_SED,1.0,822.0,0.343,SNY510_CPHP1316,0.004,L_8M5_SED,1.0,812.0,0.335,SNY510_CPHP1615,0.043,L_8M5_SED,1.0,302.0,0.225,SNY510_ICPL308,0.016,L_8M5_SED,1.0,888.0,0.326,SNY510_ITC133,0.005,L_8M5_SED,1.0,1236.0,0.331,SNY510_PIR3022,0.014,L_8M5_SED,1.0,1310.0,0.274,SNY510_SCPL1332,0.006,L_8M5_SED,1.0,1224.0,0.35,SNY510_SCPL1333,0.006,L_8M5_SED,1.0,1235.0,0.343,SNY510_SCPL1631,0.027,L_8M5_SED,1.0,450.0,0.225,SNY510_SRS3014,0.008,L_8M5_SED,1.0,904.0,0.326,TNP510,-0.396,L_8M5_SED,1.0,2665.0,1.223,AME427,263067.0,2026-09-04 16:43:01.603000,AME427_C2,1.111,E_8M5_HM_ETCH,10.0,1429.0,0.323,LEO425,279389.0,2026-09-04 17:15:51.968000,LEO425_SPN07,0.082,W_8TFR_CLN1,2.0,510.0,0.372
IEGMA056MMF7,8M5CL,D6226270,2026-09-04 19:59:36,TBF448,173452.0,2026-09-04 12:41:57.286000,TBF444,173451.0,2026-09-04 12:17:44.555000,SNY510,277246.0,2026-09-04 14:55:04.385000,SNY510_ADEV143,0.056,L_8M5_SED,1.0,276.0,0.169,SNY510_CADH1321,0.002,L_8M5_SED,1.0,610.0,0.359,SNY510_CHK1,0.011,L_8M5_SED,2.0,2637.0,0.296,SNY510_COT131,0.009,L_8M5_SED,1.0,1234.0,0.341,SNY510_CPHP1323,0.005,L_8M5_SED,1.0,811.0,0.342,SNY510_CPHP1326,0.004,L_8M5_SED,1.0,802.0,0.331,SNY510_CPHP1415,0.038,L_8M5_SED,1.0,305.0,0.223,SNY510_ICPL306,0.01,L_8M5_SED,1.0,906.0,0.34,SNY510_ITC134,0.005,L_8M5_SED,1.0,1231.0,0.331,SNY510_PIR3021,0.015,L_8M5_SED,1.0,1327.0,0.277,SNY510_SCPL1331,0.006,L_8M5_SED,1.0,1233.0,0.352,SNY510_SCPL1334,0.006,L_8M5_SED,1.0,1229.0,0.341,SNY510_SCPL1432,0.026,L_8M5_SED,1.0,444.0,0.23,SNY510_SRS3015,0.009,L_8M5_SED,1.0,895.0,0.326,TNP510,-0.396,L_8M5_SED,2.0,2666.0,1.223,AME427,263067.0,2026-09-04 16:28:29.208000,AME427_C1,1.054,E_8M5_HM_ETCH,6.0,1498.0,0.339,LEO425,279389.0,2026-09-04 17:13:24.022000,LEO425_SPN18,0.225,W_8TFR_CLN1,1.0,505.0,0.358
A2FQW003SLF2,8M5CL,D6193400,2026-09-04 17:19:53,TBF448,173452.0,2026-09-02 22:41:30.572000,TBF450,173451.0,2026-09-02 22:23:09.753000,SNY510,277246.0,2026-09-04 14:45:56.746000,SNY510_ADEV141,0.537,L_8BCN_SED,1.0,7.0,0.017,SNY510_CADH1311,0.492,L_8BCN_SED,1.0,9.0,0.024,SNY510_CADH1321,0.054,L_8M7_SED,1.0,604.0,0.342,SNY510_CHK1,0.508,L_8BCN_SED,1.0,54.0,0.027,SNY510_COT131,0.487,L_8BCN_SED,1.0,20.0,0.023,SNY510_CPHP1313,0.483,L_8BCN_SED,1.0,14.0,0.025,SNY510_CPHP1315,0.486,L_8BCN_SED,1.0,17.0,0.031,SNY510_CPHP1323,0.074,L_8M7_SED,1.0,803.0,0.325,SNY510_CPHP1326,0.076,L_8M7_SED,1.0,794.0,0.315,SNY510_CPHP1415,0.515,L_8BCN_SED,1.0,7.0,0.021,SNY510_CPHP1416,0.238,L_8M7_SED,1.0,295.0,0.213,SNY510_ICPL306,0.505,L_8BCN_SED,1.0,18.0,0.025,SNY510_ITC133,0.495,L_8BCN_SED,1.0,24.0,0.028,SNY510_ITC134,0.035,L_8M12_SED,1.0,1219.0,0.315,SNY510_PIR3021,0.512,L_8BCN_SED,1.0,28.0,0.026,AME417,263067.0,2026-09-04 15:57:05.813000,AME417_A2,0.277,E_8BM0_HM_ETCH,6.0,293.0,0.297,LEO425,279389.0,2026-09-04 16:36:27.908000,LEO425_SPN15,0.395,W_M0Q_HTCHM_CLN,1.0,574.0,0.402
A2FSN143SLC7,8M5CL,D6193400,2026-09-04 17:19:53,TBF448,173452.0,2026-09-02 22:42:03.161000,TBF450,173451.0,2026-09-02 22:24:27.033000,SNY510,277246.0,2026-09-04 14:45:38.886000,SNY510_ADEV151,0.541,L_8BCN_SED,1.0,7.0,0.018,SNY510_CADH1312,0.491,L_8BCN_SED,1.0,9.0,0.024,SNY510_CADH1322,0.055,L_8M7_SED,1.0,599.0,0.338,SNY510_CHK1,0.508,L_8BCN_SED,2.0,55.0,0.027,SNY510_COT132,0.482,L_8BCN_SED,1.0,20.0,0.023,SNY510_CPHP1313,0.03,L_8M12_SED,1.0,821.0,0.332,SNY510_CPHP1314,0.48,L_8BCN_SED,1.0,15.0,0.028,SNY510_CPHP1315,0.039,L_8M12_SED,1.0,814.0,0.322,SNY510_CPHP1316,0.488,L_8BCN_SED,1.0,17.0,0.031,SNY510_CPHP1515,0.529,L_8BCN_SED,1.0,7.0,0.021,SNY510_CPHP1516,0.239,L_8M7_SED,1.0,290.0,0.205,SNY510_ICPL307,0.507,L_8BCN_SED,1.0,19.0,0.029,SNY510_ITC133,0.039,L_8M12_SED,1.0,1225.0,0.316,SNY510_ITC134,0.495,L_8BCN_SED,1.0,24.0,0.029,SNY510_PIR3022,0.512,L_8BCN_SED,1.0,27.0,0.025,AME417,263067.0,2026-09-04 16:14:59.414000,AME417_A1,0.277,E_8BM0_HM_ETCH,11.0,322.0,0.301,LEO425,279389.0,2026-09-04 16:37:38.789000,LEO425_SPN21,0.002,W_M0S_SPCR_CLN,1.0,562.0,0.391
A2DWL026SLA2,8M5CL,D6215310,2026-09-04 07:09:15,TBF442,173452.0,2026-09-03 01:57:27.252000,TBF444,173451.0,2026-09-03 01:26:02.430000,SNY512,277246.0,2026-09-03 16:35:01.985000,SNY512_ADEV162,0.056,L_8M5_SED,1.0,354.0,0.27,SNY512_CADH1112,0.002,L_8M5_SED,1.0,811.0,0.493,SNY512_CHK1,0.003,L_8M5_SED,1.0,3143.0,0.44,SNY512_COT112,0.013,L_8M5_SED,1.0,1603.0,0.452,SNY512_CPHP1123,0.012,L_8M5_SED,1.0,1061.0,0.461,SNY512_CPHP1126,0.004,L_8M5_SED,1.0,1064.0,0.46,SNY512_CPHP1616,0.064,L_8M5_SED,1.0,349.0,0.318,SNY512_ICPL308,0.02,L_8M5_SED,1.0,1120.0,0.45,SNY512_ITC114,0.005,L_8M5_SED,1.0,1608.0,0.46,SNY512_PIR3022,0.023,L_8M5_SED,1.0,1571.0,0.413,SNY512_SCPL1132,0.006,L_8M5_SED,1.0,1606.0,0.483,SNY512_SCPL1134,0.006,L_8M5_SED,1.0,1607.0,0.468,SNY512_SCPL1632,0.035,L_8M5_SED,1.0,521.0,0.338,SNY512_SRS3011,0.026,L_8M5_SED,1.0,813.0,0.424,TNP512,-0.331,L_8M5_SED,1.0,3388.0,1.572,AME403,263067.0,2026-09-04 05:46:04.068000,AME403_B2,0.826,E_8M9_HM_ETCH,8.0,377.0,0.441,LEO431,279389.0,2026-09-04 06:12:27.795000,LEO431_SPN03,0.077,W_8M6_HMR,1.0,4164.0,0.58
A2DWL034SLD5,8M5CL,D6215310,2026-09-04 07:09:15,TBF442,173452.0,2026-09-03 01:56:11.136000,TBF444,173451.0,2026-09-03 01:25:10.930000,SNY512,277246.0,2026-09-03 16:35:24.530000,SNY512_ADEV142,0.064,L_8M5_SED,1.0,358.0,0.268,SNY512_CADH1121,0.002,L_8M5_SED,1.0,801.0,0.495,SNY512_CHK1,0.003,L_8M5_SED,2.0,3144.0,0.44,SNY512_COT111,0.014,L_8M5_SED,1.0,1620.0,0.452,SNY512_CPHP1113,0.005,L_8M5_SED,1.0,1084.0,0.467,SNY512_CPHP1115,0.004,L_8M5_SED,1.0,1088.0,0.463,SNY512_CPHP1416,0.064,L_8M5_SED,1.0,354.0,0.318,SNY512_ICPL306,0.02,L_8M5_SED,1.0,1155.0,0.456,SNY512_ITC113,0.005,L_8M5_SED,1.0,1622.0,0.461,SNY512_PIR3021,0.008,L_8M5_SED,1.0,1587.0,0.415,SNY512_SCPL1131,0.006,L_8M5_SED,1.0,1623.0,0.481,SNY512_SCPL1133,0.006,L_8M5_SED,1.0,1621.0,0.469,SNY512_SCPL1432,0.035,L_8M5_SED,1.0,529.0,0.33,SNY512_SRS3012,0.026,L_8M5_SED,1.0,797.0,0.425,TNP512,-0.331,L_8M5_SED,2.0,3389.0,1.572,AME403,263067.0,2026-09-04 05:31:19.463000,AME403_B1,0.777,E_8M9_HM_ETCH,4.0,383.0,0.463,LEO431,279389.0,2026-09-04 06:12:10.366000,LEO431_SPN12,0.078,W_8M6_HMR,1.0,3864.0,0.553
MCQLP011WAE5,8M5CL,D6204420,2026-09-04 06:30:19,TBF457,173452.0,2026-09-04 01:01:17.291000,TBF445,173451.0,2026-09-04 00:46:28.415000,SNY512,277246.0,2026-09-04 02:11:51.234000,SNY512_ADEV142,0.112,L_8M5_SED,1.0,371.0,0.36,SNY512_CADH1112,0.002,L_8M5_SED,1.0,839.0,0.827,SNY512_CHK1,0.077,L_8M5_SED,1.0,3266.0,0.602,SNY512_COT112,0.027,L_8M5_SED,1.0,1657.0,0.752,SNY512_CPHP1123,0.025,L_8M5_SED,1.0,1096.0,0.774,SNY512_CPHP1126,0.02,L_8M5_SED,1.0,1096.0,0.787,SNY512_CPHP1416,0.094,L_8M5_SED,1.0,367.0,0.42,SNY512_ICPL306,0.007,L_8M5_SED,1.0,1176.0,0.76,SNY512_ITC114,0.021,L_8M5_SED,1.0,1659.0,0.783,SNY512_PIR3022,0.079,L_8M5_SED,1.0,1633.0,0.566,SNY512_SCPL1132,0.006,L_8M5_SED,1.0,1661.0,0.805,SNY512_SCPL1134,0.022,L_8M5_SED,1.0,1659.0,0.782,SNY512_SCPL1431,0.098,L_8M5_SED,1.0,567.0,0.44,SNY512_SRS3013,0.008,L_8M5_SED,1.0,815.0,0.71,TNP512,-0.429,L_8M5_SED,1.0,3482.0,3.236,AME423,263067.0,2026-09-04 04:54:39.370000,AME423_C1,0.177,E_8M5_HM_ETCH,11.0,164.0,0.436,LEO431,279389.0,2026-09-04 05:22:27.544000,LEO431_SPN02,0.016,,1.0,3990.0,0.567
MCQLP020WAE7,8M5CL,D6204420,2026-09-04 06:30:19,TBF457,173452.0,2026-09-04 01:02:16.209000,TBF445,173451.0,2026-09-04 00:47:58.535000,SNY512,277246.0,2026-09-04 02:12:01.409000,SNY512_ADEV151,0.116,L_8M5_SED,1.0,383.0,0.376,SNY512_CADH1121,0.002,L_8M5_SED,1.0,830.0,0.83,SNY512_CHK1,0.077,L_8M5_SED,2.0,3267.0,0.602,SNY512_COT111,0.028,L_8M5_SED,1.0,1675.0,0.754,SNY512_CPHP1113,0.028,L_8M5_SED,1.0,1121.0,0.777,SNY512_CPHP1115,0.021,L_8M5_SED,1.0,1122.0,0.79,SNY512_CPHP1515,0.095,L_8M5_SED,1.0,377.0,0.431,SNY512_ICPL307,0.006,L_8M5_SED,1.0,1162.0,0.754,SNY512_ITC113,0.022,L_8M5_SED,1.0,1673.0,0.782,SNY512_PIR3021,0.081,L_8M5_SED,1.0,1647.0,0.568,SNY512_SCPL1131,0.006,L_8M5_SED,1.0,1679.0,0.807,SNY512_SCPL1133,0.022,L_8M5_SED,1.0,1673.0,0.785,SNY512_SCPL1531,0.1,L_8M5_SED,1.0,565.0,0.452,SNY512_SRS3014,0.01,L_8M5_SED,1.0,810.0,0.728,TNP512,-0.429,L_8M5_SED,2.0,3483.0,3.236,AME423,263067.0,2026-09-04 05:05:40.516000,AME423_C1,0.177,E_8M5_HM_ETCH,14.0,167.0,0.436,LEO431,279389.0,2026-09-04 05:24:39.558000,LEO431_SPN13,0.023,,2.0,3837.0,0.521
KJG0L044WFC3,8M6CL,D6232480,2026-09-04 04:47:48,TBF454,174943.0,2026-09-03 04:55:54.037000,TBF445,174938.0,2026-09-03 04:43:14.092000,SNY511,277586.0,2026-09-03 22:40:07.259000,SNY511_ADEV153,0.035,L_8M6_SED,1.0,556.0,0.34,SNY511_CADH1311,0.034,L_8M6_SED,1.0,672.0,0.423,SNY511_CHK1,0.005,L_8M6_SED,5.0,5299.0,0.499,SNY511_COT131,0.03,L_8M6_SED,2.0,1313.0,0.42,SNY511_CPHP1313,0.041,L_8M6_SED,1.0,883.0,0.406,SNY511_CPHP1315,0.04,L_8M6_SED,1.0,850.0,0.398,SNY511_CPHP1526,0.032,L_8M6_SED,1.0,578.0,0.355,SNY511_ICPL306,0.011,L_8M6_SED,2.0,1897.0,0.676,SNY511_ITC133,0.027,L_8M6_SED,2.0,1312.0,0.406,SNY511_PIR3024,0.015,L_8M6_SED,2.0,1692.0,0.431,SNY511_SCPL1331,0.006,L_8M6_SED,2.0,1319.0,0.434,SNY511_SCPL1333,0.023,L_8M6_SED,2.0,1312.0,0.423,SNY511_SCPL1532,0.026,L_8M6_SED,1.0,882.0,0.38,SNY511_SRS3014,0.007,L_8M6_SED,2.0,1682.0,0.681,TNP511,-0.56,L_8M6_SED,5.0,5633.0,4.065,AME417,256528.0,2026-09-04 00:05:12.184000,AME417_B2,0.67,E_8M8_HM_ETCH,14.0,401.0,0.324,LEO431,279390.0,2026-09-04 00:59:26.379000,LEO431_SPN18,0.081,W_8M12_HM_CLN,1.0,440.0,0.359
KJG0L020WFF7,8M6CL,D6232480,2026-09-04 03:17:43,TBF454,174943.0,2026-09-03 04:56:17.733000,TBF445,174938.0,2026-09-03 04:43:00.366000,SNY511,277586.0,2026-09-03 22:39:43.538000,SNY511_ADEV143,0.048,L_8M6_SED,1.0,553.0,0.321,SNY511_CADH1321,0.016,L_8M6_SED,1.0,647.0,0.428,SNY511_CHK1,0.005,L_8M6_SED,1.0,5295.0,0.499,SNY511_COT131,0.03,L_8M6_SED,1.0,1312.0,0.42,SNY511_CPHP1314,0.041,L_8M6_SED,1.0,873.0,0.419,SNY511_CPHP1316,0.037,L_8M6_SED,1.0,838.0,0.409,SNY511_CPHP1426,0.038,L_8M6_SED,1.0,573.0,0.331,SNY511_ICPL308,0.012,L_8M6_SED,1.0,1858.0,0.672,SNY511_ITC133,0.027,L_8M6_SED,1.0,1311.0,0.406,SNY511_PIR3022,0.015,L_8M6_SED,1.0,1705.0,0.429,SNY511_SCPL1331,0.006,L_8M6_SED,1.0,1318.0,0.434,SNY511_SCPL1333,0.023,L_8M6_SED,1.0,1311.0,0.423,SNY511_SCPL1431,0.04,L_8M6_SED,1.0,905.0,0.375,SNY511_SRS3012,0.007,L_8M6_SED,1.0,1706.0,0.69,TNP511,-0.56,L_8M6_SED,1.0,5629.0,4.065,AME417,256528.0,2026-09-04 00:29:11.776000,AME417_B2,0.67,E_8M8_HM_ETCH,21.0,408.0,0.324,LEO431,279390.0,2026-09-04 00:59:35.638000,LEO431_SPN09,0.042,W_8M12_HM_CLN,1.0,558.0,0.454
