WAFER_ID,LAYER,LOT7,INSPECT_TIME,CHM_DEP_EQUIP_1278_AR189_1000_HVM_BATCH,CHM_DEP_EQUIP_9110D_310,CHM_DEP_EQUIP_BARC_TBF_CIPAMC_8102_1100,CHM_DEP_EQUIP_BARC_TBF_CIPAMC_9110D_1000,CHM_DEP_EQUIP_BARC_TBF_LPCLEAN,CHM_DEP_EQUIP_PLUTO_ESD_FORK,CHM_DEP_PROCESS_6001_V5_12_G,CHM_DEP_PROCESS_CHOZO,HM_CLN_EQUIP_HRVA3_LEOCB,HM_CLN_EQUIP_HRVA_LEOCB_1278,HM_CLN_EQUIP_HRVA_LEOCB_1278_P2,HM_CLN_EQUIP_KOH_TNPPFREE_DRUM,HM_CLN_EQUIP_LEOCB,HM_CLN_EQUIP_LEOCB_CHEMLOCK,HM_CLN_EQUIP_LEOCB_PULSE_FFPM,HM_CLN_EQUIP_LEOCB_TNPP_FREE_NH4OH,HM_CLN_EQUIP_LEOCB_TRC_NDTD_ER_PILOT,HM_CLN_EQUIP_MFG_L4_PWP_LEO_CHUCKS_REFURB_QUAL_LEOCB,HM_CLN_EQUIP_R3HRVA_LEOCB_1278,HM_CLN_EQUIP_TNPPFREEKOH,HM_CLN_EQUIP_TRC_PALL_STPS1_AND_HYBRID_CONFGURATION_FILTERS_PILOT_WW0626,HM_CLN_EQUIP_TR_PLUS_CB,HM_CLN_PROCESS_CNS4,HM_CLN_PROCESS_DELTRIM,HM_CLN_PROCESS_KMX8,HM_CLN_PROCESS_LEOCB_270CNS_EXTRA_DTD1,HM_ETCH_EQUIP_AMECT_CH_CLEAN2,HM_ETCH_EQUIP_AMECT_GF,HM_ETCH_EQUIP_AMECT_LIDS,HM_ETCH_EQUIP_AMECT_LINERS,HM_ETCH_EQUIP_AMECT_MF_CLEAN,HM_ETCH_EQUIP_AMECT_TEFLON_SHIM,HM_ETCH_EQUIP_FK_PM_PILOT_EXT,HM_ETCH_PROCESS_80P_ROADRUNNER,HM_ETCH_PROCESS_80P_ROADRUNNER_W78,HM_ETCH_PROCESS_ICCR_CCMR3_WL,HM_ETCH_PROCESS_NONE,SED_EQUIP_2805_CIPVII,SED_EQUIP_2805_XPR4_NPT3,SED_EQUIP_N58_XPR5,SED_EQUIP_PLUTO_ESD_FORK,SED_EQUIP_PROV_STREAKTS,SED_PROCESS_2805_6Q6,SED_PROCESS_2805_AJ,SED_PROCESS_2805_AK,SED_PROCESS_ACE_RECIPE_OPTIMIZATION,SED_PROCESS_CHOZO,SIARC_DEP_EQUIP_1278_AR189_1000_HVM_BATCH,SIARC_DEP_EQUIP_9110D_317,SIARC_DEP_EQUIP_BARC_TBF_CIPAMC_9825_280,SIARC_DEP_EQUIP_BARC_TBF_LPCLEAN,SIARC_DEP_EQUIP_PLUTO_ESD_FORK,SIARC_DEP_PROCESS_6001_V5_12_G,SIARC_DEP_PROCESS_CHOZO,HM_CLN_EQUIP_HRVA_LEOCB_1278_P3
HE4UD134JKG0,8M5CL,D612472,2026-06-25 00:03:52,AR189_1000_NON_HVM_BATCH,UNDEFINED,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
MCMMJ039WAE0,8M5CL,D613142,2026-06-24 16:32:09,AR189_1000_NON_HVM_BATCH,UNDEFINED,,,PRE_LPCLEAN,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
MCMMJ046WAD1,8M5CL,D613142,2026-06-24 16:32:09,AR189_1000_NON_HVM_BATCH,UNDEFINED,,,PRE_LPCLEAN,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
5DXOH250MVC6,8M6CL,D613104,2026-06-24 07:36:48,AR189_1000_NON_HVM_BATCH,UNDEFINED,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
5DXOH254MVF0,8M6CL,D613104,2026-06-24 07:36:48,AR189_1000_NON_HVM_BATCH,UNDEFINED,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
5DXOH260MVH2,8M6CL,D613104,2026-06-24 07:36:48,AR189_1000_NON_HVM_BATCH,UNDEFINED,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
5DXOH261MVE1,8M6CL,D613104,2026-06-24 07:36:48,AR189_1000_NON_HVM_BATCH,UNDEFINED,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A2BP5006SLC1,8M5CL,D612478,2026-06-24 05:04:18,AR189_1000_HVM_BATCH,UNDEFINED,POR_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A2BP5023SLF6,8M5CL,D612478,2026-06-24 05:04:18,AR189_1000_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
KJD2E035WFH2,8M6CL,D615273,2026-06-24 02:51:29,AR189_1000_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
KJD2E036WFE1,8M6CL,D615273,2026-06-24 02:51:29,AR189_1000_HVM_BATCH,UNDEFINED,POR_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
KJD2E037WFB0,8M6CL,D615273,2026-06-24 02:51:29,AR189_1000_HVM_BATCH,UNDEFINED,POR_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
KJ67H089WFH1,8M6CL,D614218,2026-06-23 23:55:48,AR189_1000_NON_HVM_BATCH,UNDEFINED,POR_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
KJ67H090WFC7,8M6CL,D614218,2026-06-23 23:55:48,AR189_1000_NON_HVM_BATCH,UNDEFINED,POR_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
KJ67H113WFA7,8M6CL,D614218,2026-06-23 23:55:48,AR189_1000_NON_HVM_BATCH,UNDEFINED,POR_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
KJ67H134WFG6,8M6CL,D614218,2026-06-23 23:55:48,AR189_1000_NON_HVM_BATCH,UNDEFINED,POR_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
KJD2E013WFE4,8M6CL,D615273,2026-06-23 23:47:05,AR189_1000_HVM_BATCH,UNDEFINED,POR_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
KJD2E028WFA6,8M6CL,D615273,2026-06-23 23:47:05,AR189_1000_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
A2CJE051SLA5,8M5CL,D614254,2026-06-23 23:37:45,AR189_1000_NON_HVM_BATCH,UNDEFINED,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,Without_TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
A2CJE052SLE7,8M5CL,D614254,2026-06-23 23:37:45,AR189_1000_NON_HVM_BATCH,UNDEFINED,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(2),MF_CLEAN_UNDEFINED,TF_NOT_DEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
KJ9JG299WFF6,8M6CL,D612557,2026-06-23 22:06:57,AR189_1000_NON_HVM_BATCH,UNDEFINED,CIP_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
KJ9JG390WFD4,8M6CL,D612557,2026-06-23 22:06:57,AR189_1000_NON_HVM_BATCH,UNDEFINED,POR_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A29PB038SLE6,8M5CL,D603E3K,2026-06-23 20:01:54,AR189_1000_HVM_BATCH,UNDEFINED,POR_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A29PB040SLE6,8M5CL,D603E3K,2026-06-23 20:01:54,AR189_1000_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,RECOATED,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
MCMUB001WAH0,8M5CL,D612471,2026-06-23 11:53:21,AR189_1000_NON_HVM_BATCH,UNDEFINED,POR_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
MCMUB003WAA6,8M5CL,D612471,2026-06-23 11:53:21,AR189_1000_NON_HVM_BATCH,UNDEFINED,CIP_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,RECOATED,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A29XK024SLD2,8M5CL,D612486,2026-06-23 10:27:07,AR189_1000_HVM_BATCH,UNDEFINED,POR_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A29XK025SLA1,8M5CL,D612486,2026-06-23 10:27:07,AR189_1000_HVM_BATCH,UNDEFINED,POR_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
