WAFER_ID,LAYER,LOT7,INSPECT_TIME,CHM_DEP_EQUIP_1278_AR189_1000_HVM_BATCH,CHM_DEP_EQUIP_9110D_310,CHM_DEP_EQUIP_BARC_TBF_CIPAMC_8102_1100,CHM_DEP_EQUIP_BARC_TBF_CIPAMC_9110D_1000,CHM_DEP_EQUIP_BARC_TBF_LPCLEAN,CHM_DEP_EQUIP_PLUTO_ESD_FORK,CHM_DEP_PROCESS_6001_V5_12_G,CHM_DEP_PROCESS_CHOZO,HM_CLN_EQUIP_HRVA3_LEOCB,HM_CLN_EQUIP_HRVA_LEOCB_1278,HM_CLN_EQUIP_HRVA_LEOCB_1278_P2,HM_CLN_EQUIP_KOH_TNPPFREE_DRUM,HM_CLN_EQUIP_LEOCB,HM_CLN_EQUIP_LEOCB_CHEMLOCK,HM_CLN_EQUIP_LEOCB_PULSE_FFPM,HM_CLN_EQUIP_LEOCB_TNPP_FREE_NH4OH,HM_CLN_EQUIP_LEOCB_TRC_NDTD_ER_PILOT,HM_CLN_EQUIP_MFG_L4_PWP_LEO_CHUCKS_REFURB_QUAL_LEOCB,HM_CLN_EQUIP_R3HRVA_LEOCB_1278,HM_CLN_EQUIP_TNPPFREEKOH,HM_CLN_EQUIP_TRC_PALL_STPS1_AND_HYBRID_CONFGURATION_FILTERS_PILOT_WW0626,HM_CLN_EQUIP_TR_PLUS_CB,HM_CLN_PROCESS_CNS4,HM_CLN_PROCESS_DELTRIM,HM_CLN_PROCESS_KMX8,HM_CLN_PROCESS_LEOCB_270CNS_EXTRA_DTD1,HM_ETCH_EQUIP_AMECT_CH_CLEAN2,HM_ETCH_EQUIP_AMECT_GF,HM_ETCH_EQUIP_AMECT_LIDS,HM_ETCH_EQUIP_AMECT_LINERS,HM_ETCH_EQUIP_AMECT_MF_CLEAN,HM_ETCH_EQUIP_AMECT_TEFLON_SHIM,HM_ETCH_EQUIP_FK_PM_PILOT_EXT,HM_ETCH_PROCESS_80P_ROADRUNNER,HM_ETCH_PROCESS_80P_ROADRUNNER_W78,HM_ETCH_PROCESS_ICCR_CCMR3_WL,HM_ETCH_PROCESS_NONE,SED_EQUIP_2805_CIPVII,SED_EQUIP_2805_XPR4_NPT3,SED_EQUIP_N58_XPR5,SED_EQUIP_PLUTO_ESD_FORK,SED_EQUIP_PROV_STREAKTS,SED_PROCESS_2805_6Q6,SED_PROCESS_2805_AJ,SED_PROCESS_2805_AK,SED_PROCESS_ACE_RECIPE_OPTIMIZATION,SED_PROCESS_CHOZO,SIARC_DEP_EQUIP_1278_AR189_1000_HVM_BATCH,SIARC_DEP_EQUIP_9110D_317,SIARC_DEP_EQUIP_BARC_TBF_CIPAMC_9825_280,SIARC_DEP_EQUIP_BARC_TBF_LPCLEAN,SIARC_DEP_EQUIP_PLUTO_ESD_FORK,SIARC_DEP_PROCESS_6001_V5_12_G,SIARC_DEP_PROCESS_CHOZO,HM_CLN_EQUIP_HRVA_LEOCB_1278_P3
5DXOY739MVE4,8M6CL,D614EAN,2026-09-14 03:00:12,AR189_1000_NON_HVM_BATCH,UNDEFINED,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,RECOATED,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,POR,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_V440,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
5DXOY745MVG6,8M6CL,D614EAN,2026-09-14 03:00:12,AR189_1000_NON_HVM_BATCH,UNDEFINED,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,POR,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_V440,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
5DXOY751MVB5,8M6CL,D614EAN,2026-09-14 03:00:12,AR189_1000_NON_HVM_BATCH,UNDEFINED,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,POR,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_V440,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
5DXOY754MVH0,8M6CL,D614EAN,2026-09-14 03:00:12,AR189_1000_NON_HVM_BATCH,UNDEFINED,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,RECOATED,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,POR,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_V440,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
KJCJF330WFC2,8M5CL,D621485,2026-09-13 14:36:20,AR189_1000_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,no LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,RECOATED,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,ICCR3+CCMR3+WL,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,C6013709,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
KJCJF379WFG7,8M5CL,D621485,2026-09-13 14:36:20,AR189_1000_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,no LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,RECOATED,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,ICCR3+CCMR3+WL,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,C6013709,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A2GTK024SLC6,8M5CL,D621521,2026-09-13 14:21:04,AR189_1000_NON_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,no LSB1/2_chemlock,UNDEFINED,UNDEFINED,RUN@higherMB + CNS_extra_DTD,TELChuckNewPOR,4hr R3 HRVA,,UNDEFINED,TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,Without_TS,FK_PM_PILOT_EXT,UNDEFINED,UNDEFINED,ICCR3+CCMR3+WL,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,,PRE_LPCLEAN,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A2HK2058SLG1,8M5CL,D621521,2026-09-13 14:21:04,AR189_1000_NON_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,no LSB1/2_chemlock,UNDEFINED,UNDEFINED,RUN@higherMB + CNS_extra_DTD,TELChuckNewPOR,4hr R3 HRVA,,UNDEFINED,TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,RECOATED,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,ICCR3+CCMR3+WL,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,,PRE_LPCLEAN,NO ESD FORK,UNDEFINED,NOT_CHOZO,
KJD2K244WFA5,8M5CL,D621486,2026-09-13 13:28:52,AR189_1000_NON_HVM_BATCH,UNDEFINED,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,no LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,4hr R3 HRVA,NEWKOH,UNDEFINED,TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,RECOATED,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,ICCR3+CCMR3+WL,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
KJD2K253WFA7,8M5CL,D621486,2026-09-13 13:28:52,AR189_1000_NON_HVM_BATCH,UNDEFINED,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,no LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,4hr R3 HRVA,NEWKOH,UNDEFINED,TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,ICCR3+CCMR3+WL,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
KJFWP250WFB4,8M6CL,D623242,2026-09-13 01:10:25,AR189_1000_NON_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,no LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckRefubPilot,NON R3 HRVA,,UNDEFINED,TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,POR,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,,PRE_LPCLEAN,NO ESD FORK,UNDEFINED,NOT_CHOZO,
KJFWP254WFD6,8M6CL,D623242,2026-09-13 01:10:25,AR189_1000_NON_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,no LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckRefubPilot,NON R3 HRVA,,UNDEFINED,TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,POR,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,,PRE_LPCLEAN,NO ESD FORK,UNDEFINED,NOT_CHOZO,
KJFWP327WFC1,8M6CL,D623242,2026-09-13 01:10:25,AR189_1000_NON_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,no LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,POR,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,,PRE_LPCLEAN,NO ESD FORK,UNDEFINED,NOT_CHOZO,
KJFWP343WFB4,8M6CL,D623242,2026-09-13 01:10:25,AR189_1000_NON_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,no LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,POR,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,,PRE_LPCLEAN,NO ESD FORK,UNDEFINED,NOT_CHOZO,
5DXXQ444MVH0,8M5CL,D624292,2026-09-13 00:54:04,AR189_1000_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,no LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,ICCR3+CCMR3+WL,UNDEFINED,UNDEFINED,UNDEFINED,XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
5DXXQ447MVF0,8M5CL,D624292,2026-09-13 00:54:04,AR189_1000_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,no LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,RECOATED,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,ICCR3+CCMR3+WL,UNDEFINED,UNDEFINED,UNDEFINED,XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
MCQXL340WAB4,8M6CL,D620443,2026-09-13 00:25:47,AR189_1000_NON_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,POR,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,C6013709,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
MCQXL361WAA0,8M6CL,D620443,2026-09-13 00:25:47,AR189_1000_NON_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,POR,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,C6013709,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
MCQXL392WAD0,8M6CL,D620443,2026-09-13 00:25:47,AR189_1000_NON_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,POR,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,C6013709,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
MCQXL393WAH2,8M6CL,D620443,2026-09-13 00:25:47,AR189_1000_NON_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,POR,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,C6013709,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A2MHP155SLE1,8M5CL,D625401,2026-09-12 23:56:42,AR189_1000_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,no LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,RECOATED,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,ICCR3+CCMR3+WL,UNDEFINED,UNDEFINED,UNDEFINED,XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,,PRE_LPCLEAN,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A2MHP157SLF2,8M5CL,D625401,2026-09-12 23:56:42,AR189_1000_HVM_BATCH,UNDEFINED,CIP_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,no LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,Without_TS,FK_PM_PILOT_EXT,UNDEFINED,UNDEFINED,ICCR3+CCMR3+WL,UNDEFINED,UNDEFINED,UNDEFINED,XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,,PRE_LPCLEAN,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A2GYQ060SLG2,8M5CL,D621522,2026-09-12 23:25:10,AR189_1000_NON_HVM_BATCH,UNDEFINED,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,TNPPFREEKOH,UNDEFINED,no LSB1/2_chemlock,UNDEFINED,UNDEFINED,RUN@higherMB + CNS_extra_DTD,TELChuckNewPOR,4hr R3 HRVA,NEWKOH,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,RECOATED,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,ICCR3+CCMR3+WL,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
A2GYQ068SLD3,8M5CL,D621522,2026-09-12 23:25:10,AR189_1000_NON_HVM_BATCH,UNDEFINED,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,TNPPFREEKOH,UNDEFINED,no LSB1/2_chemlock,UNDEFINED,UNDEFINED,RUN@higherMB + CNS_extra_DTD,TELChuckNewPOR,4hr R3 HRVA,NEWKOH,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,ICCR3+CCMR3+WL,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
5DXOY739MVE4,8M5CL,D614EAN,2026-09-12 18:15:00,AR189_1000_NON_HVM_BATCH,UNDEFINED,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,non HRVA3,UNDEFINED,UNDEFINED,,UNDEFINED,LSB1/2_chemlock,UNDEFINED,UNDEFINED,UNDEFINED,TELChuckNewPOR,NON R3 HRVA,,UNDEFINED,Non TR+,UNDEFINED,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,ICCR3+CCMR3+WL,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,PRO_Z,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,AR189_1000_NON_HVM_BATCH,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
